PARAMETER_CODE,DMR_PARAMETER_DESC,POLLUTANT_CODE,PARENT_CATEGORY,SUB_CATEGORY,TOXICS_PARAMETER_DESC_MATCHED,ESMR_PARAMETER_DESC
620,"Nitrogen, nitrate total [as N]",5713,Nutrients,Nitrogen,,"Nitrate, Total (as N)"
621,"Nitrate nitrogen, dry weight",5713,Nutrients,Nitrogen,,No Match (unconfirmed)
623,"Nitrogen, Kjeldahl, dissolved [as N]",2817,Nutrients,Nitrogen,,No Match (unconfirmed)
625,"Nitrogen, Kjeldahl, total [as N]",2817,Nutrients,Nitrogen,,No Match (unconfirmed)
630,Nitrite + Nitrate total [as N],10354,Nutrients,Nitrogen,,Nitrite Plus Nitrate (as N)
631,Nitrite plus nitrate dissolved 1 det.,10354,Nutrients,Nitrogen,,No Match (unconfirmed)
633,Nitrite plus nitrate in bottom deposits,10354,Nutrients,Nitrogen,,No Match (unconfirmed)
637,"Dithiocarbamate, reported as dithiocarbonate",11051,Organics,COD,,No Match (unconfirmed)
640,"Nitrogen, inorganic total",2817,Nutrients,Nitrogen,,"Nitrate, Total (as N)"
650,"Phosphate, total [as PO4]",5878,Nutrients,Phosphorus,,No Match (unconfirmed)
653,Phosphate total soluble,5878,Nutrients,Phosphorus,,No Match (unconfirmed)
655,"Phosphate, poly [as PO4]",5878,Nutrients,Phosphorus,,No Match (unconfirmed)
660,"Phosphate, ortho [as PO4]",5878,Nutrients,Phosphorus,,No Match (unconfirmed)
662,"Phosphorous, total recoverable",5889,Uncategorized,Uncategorized,,No Match (unconfirmed)
51440,"2,4-DDD [O,P-DDD]",12550,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51441,"2,4-DDE [O,P-DDE]",12551,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51442,Propicanazole,12552,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51452,Chiral [Stereoisomer of MP062],12553,Uncategorized,Uncategorized,,No Match (unconfirmed)
51453,MP062 [Steward],12554,Uncategorized,Uncategorized,,No Match (unconfirmed)
51455,Esfenvalerate [Asana],12555,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51457,Pirimicarb,12556,Uncategorized,Uncategorized,,No Match (unconfirmed)
51458,Pymetrozine,12557,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51459,Pyrifenox,12558,Uncategorized,Uncategorized,,No Match (unconfirmed)
51460,Trichorofon,12559,Uncategorized,Uncategorized,,No Match (unconfirmed)
51465,"Acetate, Total",12562,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51466,Propionitrile,12563,Uncategorized,Uncategorized,,No Match (unconfirmed)
51467,"2,6-Dimethylphenol",12564,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51468,"2,5-Dimethyphenol",12565,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51469,"2,3-Dimethylphenol",12566,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51470,Propanal,12567,Uncategorized,Uncategorized,,No Match (unconfirmed)
51471,Pentanal,12568,Uncategorized,Uncategorized,,No Match (unconfirmed)
51472,m-Toluadehyde,12569,Uncategorized,Uncategorized,,No Match (unconfirmed)
51473,Hexanal,12570,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51554,Baitfish,200000121,Other,Other,,No Match (unconfirmed)
51558,Water Treatment Additives Presence,12503,Other,Other,,No Match (unconfirmed)
51560,"Fuel, Diesel, #1 Occurrences",10292,Other,Other,,No Match (unconfirmed)
940,Chloride [as Cl],5033,Solids,Dissolved Solids,,Chloride
85781,Paper-grade sulfite pulp & paper,11988,Uncategorized,Uncategorized,,No Match (unconfirmed)
85782,Non-integrated fine paper,11886,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCO3B,%Effect Statre 4Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
690,"Carbon, total [as C]",6656,Organics,COD,,No Match (unconfirmed)
695,Nitrilotriacetic acid,11350,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCO3D,%Effect Statre 4Day Chronic D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCO3E,% Effect Statre 4Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCO6A,%Effect Statre 4Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCO6B,%Effect Statre 4Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCO6C,%Effect Statre 4Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCO6E,%Effect Statre 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP1A,%Effect Statre 7Day Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP1B,%Effect Statre 7Day Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP1C,%Effect Statre 7Day Chronic Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP3A,%Effect Statre 7Day Chronic Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP3B,%Effect Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,Toxic Organics,Toxic Organics,,Chronic Toxicity-C.dubia-Survival
TCP3C,%Effect Statre 7Day Chronic D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP3D,%Effect Statre 7Day Chronic D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP3E,% Effect Static Renewal 7 Day Chronic Americamysis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCP3X,%Eff 7D Chronic Statre D. Ambigua,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP6A,%Effect Statre 7Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP6B,%Effect Statre 7Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCP6C,%Effect Statre 7Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TCP6E,%Effect Statre 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCW6E,%Effect Flth 48Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCX6E,%Effect Flth 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCY6E,%Effect Flth 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCZ6E,%Effect Flth 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDA3B,Noael Static 48Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDA3D,Noael Static 48Hr Acute D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDA3E,Noael Static 48Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDA6B,Noael Static 48Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDA6C,Noael Static 48Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDA6E,NOEAL Static 48Hr Acute Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDA6F,Noael Static 48Hr Acute Salvel. Salmonid,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDB6E,Noael Static 96Hr Acute Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDC6E,Noael Static 4Day Chronic Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDD6E,Noael Static 7Day Chronic Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDE1B,Noael 1Hr Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDE6E,NOAEL Static 1Hr Chronic Lepomis macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM1A,Noael Statre 48Hr Acute Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM1B,Noael Statre 48Hr Acute L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM1C,Noael Statre 48Hr Acu. Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM3A,Noael Statre 48Hr Acute Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM3B,Noael Statre 48Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM3C,Noael Statre 48Hr Acute D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM3D,Noael Statre 48Hr Acute D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM3E,Noael Statre 48Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM6A,Noael Statre 48Hr Acute Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDM6B,Noael Statre 48Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
1155,"Tungsten, dissolved",10491,Metals,Tungsten,,No Match (unconfirmed)
1162,"Zirconium, total",6372,Metals,Zirconium,,No Match (unconfirmed)
1167,"Selenium, acid soluble",3666,Metals,Selenium,,No Match (unconfirmed)
1168,Indium,11418,Uncategorized,Uncategorized,,No Match (unconfirmed)
1169,Metals toxicity ratio,11654,Metals,Other Metals,,No Match (unconfirmed)
1170,"Iron, total dry weight [as Fe]",2215,Metals,Iron,,No Match (unconfirmed)
1171,"Platinum, total [as Pt]",12099,Metals,Tin,,No Match (unconfirmed)
1182,"Lanthanum, total",11639,Uncategorized,Uncategorized,,No Match (unconfirmed)
1210,"Palladium, total [as Pd]",11984,Uncategorized,Uncategorized,,No Match (unconfirmed)
1220,"Chromium, hexavalent dissolved [as Cr]",10214,Metals,Chromium,,No Match (unconfirmed)
1242,"Rhenium, total",12187,Uncategorized,Uncategorized,,No Match (unconfirmed)
1243,"Hafnium, total",11375,Uncategorized,Uncategorized,,No Match (unconfirmed)
1251,Aluminum,360,Metals,Aluminum,,No Match (unconfirmed)
1252,Arsenic,467,Metals,Arsenic,,No Match (unconfirmed)
1253,Cadmium,776,Metals,Cadmium,,No Match (unconfirmed)
1254,Chromium,1012,Metals,Chromium,,No Match (unconfirmed)
1255,"Chromium, hexavalent",10214,Metals,Chromium,,No Match (unconfirmed)
1256,Copper,1165,Metals,Copper,,No Match (unconfirmed)
1257,Cyanide [A],5123,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
1258,Iron,2215,Metals,Iron,,No Match (unconfirmed)
1259,Lead,6562,Metals,Lead,,No Match (unconfirmed)
1260,Mercury,2448,Metals,Mercury,,No Match (unconfirmed)
1261,Nickel,2741,Metals,Nickel,,No Match (unconfirmed)
1262,Tin,6151,Metals,Tin,,No Match (unconfirmed)
1263,Silver,3714,Metals,Silver,,No Match (unconfirmed)
1264,Zinc,6352,Metals,Zinc,,No Match (unconfirmed)
1265,Settling index as pertaining to wells,12210,Uncategorized,Uncategorized,,No Match (unconfirmed)
1266,Pressure as pertaining to wells,12116,Uncategorized,Uncategorized,,No Match (unconfirmed)
51585,Imazapyr,200000306,Uncategorized,Uncategorized,,No Match (unconfirmed)
TRX6L,% Survival Flow Through 96Hr Acute Atherinops affinis,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
78878,Kerosene,10319,Other,Fuel,,No Match (unconfirmed)
50,Evaporation Total,200000421,Uncategorized,Uncategorized,,No Match (unconfirmed)
TSX6L,Flow Through 96Hr Acute Atherinops Affinis,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGX6C,Pass/Fail Flow Through 96Hr Acute Pimephales promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51559,"Drilling Fluids, Discharge Rate Occurrences",11222,Other,Other,,No Match (unconfirmed)
51569,"[1,1,3,3-Tetramethylbutyl]phenol",200000143,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51567,3-methylphenol and 4-methylphenol Combination,200000142,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51565,"1,2,3-Trimethyl Benzene",4324,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
1308,"Aluminum, potentially dissolvd",360,Metals,Aluminum,,No Match (unconfirmed)
1309,"Arsenic, potentially dissolved",467,Metals,Arsenic,,No Match (unconfirmed)
1310,Gas bubble severity,11342,Other,Fuel,,No Match (unconfirmed)
1311,"Barium, potentially dissolvd",572,Metals,Barium,,No Match (unconfirmed)
1312,"Beryllium, potentially dissolvd",4915,Metals,Beryllium,,No Match (unconfirmed)
1313,"Cadmium, potentially dissolvd",776,Metals,Cadmium,,No Match (unconfirmed)
1314,"Chromium, trivalent, potentially dissolvd",10215,Metals,Chromium,,No Match (unconfirmed)
1316,Sludge build-up in water,12215,Uncategorized,Uncategorized,,No Match (unconfirmed)
1317,"Iron, potentially dissolvd",2215,Metals,Iron,,No Match (unconfirmed)
1318,"Lead, potentially dissolvd",6562,Metals,Lead,,No Match (unconfirmed)
1319,"Manganese, potentially dissolvd",2423,Metals,Manganese,,No Match (unconfirmed)
1321,"Mercury, potentially dissolvd",2448,Metals,Mercury,,No Match (unconfirmed)
1322,"Nickel, potentially dissolvd",2741,Metals,Nickel,,No Match (unconfirmed)
1323,"Selenium, potentially dissolvd",3666,Metals,Selenium,,No Match (unconfirmed)
1324,"Thallium, potentially dissolvd",4068,Metals,Thallium,,No Match (unconfirmed)
1326,"Uranium, potentially dissolvd",6439,Metals,Uranium,,No Match (unconfirmed)
1330,"Odor, atmospheric [severity]",11897,Other,Other,,No Match (unconfirmed)
1331,Taste [severity],12366,Uncategorized,Uncategorized,,No Match (unconfirmed)
1336,Runoff-spray irrigation field to stream,12190,Uncategorized,Uncategorized,,No Match (unconfirmed)
1340,"Fish, dead [severity]",11143,Other,Other,,No Match (unconfirmed)
667,"Phosphorus, dissolved reactive [drp as P]",5889,Nutrients,Phosphorus,,No Match (unconfirmed)
668,"Phosphorous, total, in bottom deposits",5889,Uncategorized,Uncategorized,,No Match (unconfirmed)
670,"Phosphorous, total organic [as P]",5889,Organics,Other Organics,,No Match (unconfirmed)
671,"Phosphate, ortho, dissolved [as P]",5878,Nutrients,Phosphorus,,No Match (unconfirmed)
679,"Carbon, tot organic [TOC] per 1000 gals.",6656,Organics,COD,,No Match (unconfirmed)
680,"Carbon, tot organic [TOC]",6656,Organics,COD,,Total Organic Carbon (TOC)
681,"Carbon, dissolved organic [as C]",6656,Organics,COD,,No Match (unconfirmed)
685,"Carbon, total inorganic [as C]",6656,Organics,COD,,No Match (unconfirmed)
696,Nitrofurans,11338,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
697,Acetic acid,255,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
698,Boric acid,10986,pH,pH,,No Match (unconfirmed)
700,"Acids, total volatile [as acetic acid]",10792,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
718,"Cyanide, weak acid, dissociable",5123,Inorganics,Toxic Inorganics,,No Match (confirmed)
719,"Cyanide, free-water plus wastewaters",5123,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
720,"Cyanide, total [as CN]",5123,Inorganics,Toxic Inorganics,,"Cyanide, Total (as CN)"
721,Cyanide in bottom deposits [dry wgt],5123,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
722,"Cyanide, free [amen. to chlorination]",5123,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
723,"Cyanide, dissolved std method",5123,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
724,Cyanide complexed to range of compound,5123,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
725,Cyanate [as OCN],11120,Uncategorized,Uncategorized,,No Match (unconfirmed)
726,Sodium chlorate,10204,Solids,Dissolved Solids,,No Match (unconfirmed)
727,Sodium dichromate,10209,Solids,Dissolved Solids,,No Match (unconfirmed)
728,Sodium nitrite,2838,Solids,Dissolved Solids,,No Match (unconfirmed)
730,Thiocyanate [as SCN],12400,Uncategorized,Uncategorized,,No Match (unconfirmed)
740,Sulfite [as SO3],12287,Uncategorized,Uncategorized,,Sulfite (as SO3)
741,Sulfite [as S],12287,Uncategorized,Uncategorized,,No Match (unconfirmed)
745,"Sulfide, total [as S]",6106,Solids,Dissolved Solids,,"Sulfide, Total (as S)"
746,"Sulfide, dissolved, [as S]",6106,Solids,Dissolved Solids,,No Match (unconfirmed)
760,"Sulfite waste liquor, Pearl Benson index",12287,Uncategorized,Uncategorized,,No Match (unconfirmed)
900,"Hardness, total [as CaCO3]",12425,pH,alkalinity,,"Hardness, Total (as CaCO3)"
51568,Nonylphenol,10395,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51570,Sulfolane,10481,Uncategorized,Uncategorized,,No Match (unconfirmed)
51561,Potassium Acetate,10087,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51555,Diethylene Glycol,1444,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGA3Y,Pass/Fail Static 48Hr Acute Hyalella azteca,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51566,tert-Butylphenol,200000141,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51564,Spray to Rest Ratio,12267,Uncategorized,Uncategorized,,No Match (unconfirmed)
51571,Sulfolane,10481,Uncategorized,Uncategorized,,No Match (unconfirmed)
51556,PCBs Wet Weather Analysis,10001,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51557,PCBs Dry Weather Analysis,10001,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4607,Azithromycin,12634,Uncategorized,Uncategorized,,No Match (unconfirmed)
4608,Carbamazepine,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
4609,Ciprofloxacin,12635,Uncategorized,Uncategorized,,No Match (unconfirmed)
4610,Gemfibrozil,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
4611,Ibuprofen,12636,Uncategorized,Uncategorized,,No Match (unconfirmed)
4612,Iodinated Contrast Media,2208,Uncategorized,Uncategorized,,No Match (unconfirmed)
4613,Lipitor [Atorvastatin Calcium],99999,Metals,Tin,,No Match (unconfirmed)
4614,Methadone,99999,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4615,Morphine,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
4616,Ethinyl Estradiol,12637,Uncategorized,Uncategorized,,No Match (unconfirmed)
4617,Triclosan,6215,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4619,Nonylphenol Polyethoxylates,99999,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4621,Octylphenol Polyethoxylates,99999,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4622,Polybrominated Diphenyl Ethers,10902,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
4623,Estrone,12640,Uncategorized,Uncategorized,,No Match (unconfirmed)
22401,Rotenolone,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
50312,4-Chloroaniline,10885,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51547,Amoxicillin,12641,Uncategorized,Uncategorized,,No Match (unconfirmed)
51548,Ampicillin,12642,Uncategorized,Uncategorized,,No Match (unconfirmed)
51549,Cefadroxil,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51550,Cefdinir,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51551,Cefprozil,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51552,Cephalexin,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51553,Dicloxacillin,99999,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
61227,4-Chlorotoluene,12581,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
73522,"2,2'-Oxybis[1-Chloropropane]",12148,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
77333,Diethylene Glycol Monoethyl Ether,12643,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
77403,Salicylic Acid,12644,Uncategorized,Uncategorized,,No Match (unconfirmed)
77745,Nonylphenol,10395,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51562,Chlorine Dioxide Application Rate,10206,Inorganics,Disinfectants,,No Match (unconfirmed)
51563,Kappa Factor,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51573,"Color, spectrophoto, water smpl at 7.6 pH",7415,Color and Turbidity,Color,,No Match (unconfirmed)
51576,Compliance With Best Management Practices,12429,Uncategorized,Uncategorized,,No Match (unconfirmed)
51580,Rate of Discharge,200000282,Uncategorized,Uncategorized,,No Match (unconfirmed)
51590,Glutaraldehyde,10375,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51591,"BOD, 5-day, 20 deg. C",10178,Organics,COD,,No Match (unconfirmed)
51582,"Detergents, Total",1363,Uncategorized,Uncategorized,,No Match (unconfirmed)
TGP3A,Pass/Fail Static Renewal 7 Day Chronic Arbacia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51578,"Stream Flow, Start of Discharge",99999,Flow,Flow,,No Match (unconfirmed)
TRA6C,% Survival Static 48Hr Acute Pimephales promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
1239,"Niobium, Total",2760,Uncategorized,Uncategorized,,No Match (unconfirmed)
51600,"pH Range Excursion, Maximum Duration",99999,pH,pH,,No Match (confirmed)
51601,"Enteric viruses, sludge, dry weight",12477,Pathogens,Pathogens,,No Match (unconfirmed)
TRP6B,IC25 Static Renewal 7 Day Chronic Menidia menidia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TRP3E,IC25 Static Renewal 7 Day Chronic Mysidopsis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51587,Penoxsulam,200000304,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51581,Arochlor 1268,460,Uncategorized,Uncategorized,,No Match (unconfirmed)
51588,Fluridone,200000303,Nutrients,Dissolved Oxygen,,No Match (unconfirmed)
51586,Triclopyr,200000305,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
29865,Americium-241,200000307,Uncategorized,Uncategorized,,No Match (unconfirmed)
51575,Free Oil,11681,Other,Fuel,,No Match (unconfirmed)
39487,Polychlorinated Biphenyls [PCBs] Pass/Fail,10001,Inorganics,Disinfectants,,No Match (unconfirmed)
85872,Compliance With Part I.B.10.A.?,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
TFO6B,Half Low Flow Pass/Fail Static Renewal 7 Day Chronic Menidia menidia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51583,Free cationic polymer,99999,pH,pH,,No Match (unconfirmed)
51584,Total Petroleum Hydrocarbons - Jet Fuel,10319,Other,Other,,No Match (unconfirmed)
51595,"Fuel oil, no. 6",2857,Other,Other,,No Match (unconfirmed)
TRX6J,% Survival Flow Through 96Hr Acute Menidia beryllina,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51594,"Fuel oil, no. 5",200000345,Other,Other,,No Match (unconfirmed)
51599,"Particulate Organic Carbon, Total",10365,Organics,COD,,No Match (unconfirmed)
TSB6A,Static 96Hr Acute Cyprinodon variegatus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGW6C,Pass/Fail Flow Through 48Hr Acute Pimephales promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51572,n-Propyl Bromide,200000221,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51577,Priority Pollutant Results,12429,Uncategorized,Uncategorized,,No Match (unconfirmed)
51579,"Stream Flow, End of Discharge",99999,Flow,Flow,,No Match (unconfirmed)
TTP3Z,Static Renewal 7-Day Chronic Americamysis bahia,4677,Toxic Organics,Toxic Organics,,"Chronic Toxicity-Atlantic Mysid, A.bahia-Survival"
51589,Carfentrazone,200000302,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
22014,Plutonium-239,200000308,Uncategorized,Uncategorized,,No Match (unconfirmed)
22012,Plutonium-238,200000361,Uncategorized,Uncategorized,,No Match (unconfirmed)
78919,"Fuel oil, no. 2",2856,Other,Other,,No Match (unconfirmed)
51593,"Fuel oil, no. 4",8,Other,Other,,No Match (unconfirmed)
51592,"Diesel oil, no. 2",6,Other,Other,,No Match (unconfirmed)
TGN6L,Pass/Fail Static Renewal 96Hr Acute Atherinops affinis,4677,Toxic Organics,Toxic Organics,,No Match (confirmed)
82721,Dibromoacetic acid [DBAA],200000461,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51535,Haloacetic acids [HAA5],200000181,Toxic Organics,Toxic Organics,,No Match (confirmed)
82723,Trichloroacetic acid [TCAA],10089,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51605,Dichloroacetic acid [DCAA],200000462,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51606,Monobromoacetic acid [MBAA],200000463,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51615,Total Group II Polycyclic Aromatic Hydrocarbons,10100,Organics,COD,,No Match (unconfirmed)
85873,BMP Certification Submittal?,99999,pH,pH,,No Match (unconfirmed)
51622,Limiting Nutrient [Nitrogen or Phosphorus],99999,Metals,Tin,,No Match (unconfirmed)
51621,Sodium Bromide/Sodium Hypochlorite Ratio,99999,Solids,Dissolved Solids,,No Match (unconfirmed)
51613,Sodium Absorption Ratio,6802,Solids,Dissolved Solids,,No Match (unconfirmed)
51614,Total Group I Polycyclic Aromatic Hydrocarbons,10100,Organics,COD,,No Match (unconfirmed)
TRI3W,% Survival Static 24Hr Acute Tripneustes gratilla,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51616,Transparency,200000541,Uncategorized,Uncategorized,,No Match (unconfirmed)
51617,E. coli exceedances,10251,Pathogens,Pathogens,,No Match (unconfirmed)
51619,Seafood Processing Waste,8719,Other,Other,,No Match (unconfirmed)
197,"Evaporation, Accumulated",200000421,Uncategorized,Uncategorized,,No Match (unconfirmed)
997,"Arsenic, Inorganic",467,Metals,Arsenic,,No Match (unconfirmed)
51602,"1,2,3-Benzotriazole",200000501,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51603,4-Methyl-Benzotriazole,10699,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51604,5-Methyl-Benzotriazole,10699,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51607,Cesium 137,12605,Uncategorized,Uncategorized,,No Match (unconfirmed)
51608,Liner Leakage Rate,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51609,GB Agent,200000503,Uncategorized,Uncategorized,,No Match (unconfirmed)
51610,VX Agent,10398,Uncategorized,Uncategorized,,No Match (unconfirmed)
51611,Diethylenetriamine [DETA],10011,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
