PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY,PARAMETER_CODE_CLEAN
TBD6E,Noel Static 7Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,,,,TBD6E
TBE6E,NOEL Static 1Hr Chronic Lepomis macrochirus,4677,A,16,,Y,,,,,TBE6E
TBF3K,Noel Static 1Hr Chronic Red Sea Urchin,4677,A,16,,Y,,,,,TBF3K
TBF3L,Noel Static 1Hr Chronic Purple Sea Urchin,4677,A,16,,Y,,,,,TBF3L
TBF3M,Noel Static 1Hr Chronic Green Sea Urchin,4677,A,16,,Y,,,,,TBF3M
TBF3N,Noel Static 1Hr Chronic Dendraster Excent,4677,A,16,,Y,,,,,TBF3N
TBG1C,Noel Static 48Hr Chronic Champia,4677,A,16,,Y,,,,,TBG1C
TBG3O,Noel Static 48Hr Chronic Crassostrea Gigas,4677,A,16,,Y,,,,,TBG3O
TBG3P,Noel Static 48Hr Chronic Mytilus Edulis,4677,A,16,,Y,,,,,TBG3P
TBH3A,Noel Static 1Hr Fert. Chronic Arbacia,4677,A,16,,Y,,,,,TBH3A
TBM6E,NOEL Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TBM6E
TBN6E,Noel Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TBN6E
TBO1A,Noel Statre 4Day Chronic Selen. Capr.,4677,A,16,,Y,,,,,TBO1A
TBO1B,Noel Statre 4Day Chronic L. Minor,4677,A,16,,Y,,,,,TBO1B
TBO1C,Noel Statre 4Day Chronic Champia,4677,A,16,,Y,,,,,TBO1C
TBO3A,Noel Statre 4Day Chronic Arbacia,4677,A,16,,Y,,,,,TBO3A
TBO3B,Noel Statre 4Day Chronic Ceriodaphnia,4677,A,16,,Y,,,,,TBO3B
TBO3C,Noel Statre 4Day Chronic D. Magna,4677,A,16,,Y,,,,,TBO3C
TBO3D,Noel Statre 4Day Chronic D. Pulex,4677,A,16,,Y,,,,,TBO3D
TBO3E,Noel Statre 4Day Chronic Mysid. Bahia,4677,A,16,,Y,,,,,TBO3E
TBO6A,Noel Statre 4Day Chronic Cyprinodon,4677,A,16,,Y,,,,,TBO6A
TBO6B,Noel Statre 4Day Chronic Menidia,4677,A,16,,Y,,,,,TBO6B
TBO6C,Noel Statre 4Day Chronic Pimephales,4677,A,16,,Y,,,,,TBO6C
TBO6D,Noel Statre 4Day Chronic Salmo Gair.,4677,A,16,,Y,,,,,TBO6D
TBO6E,Noel Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TBO6E
TBP1A,Noel Statre 7Day Chronic Selen. Capr.,4677,A,16,,Y,,,,,TBP1A
TBP1B,Noel Statre 7Day Chronic L. Minor,4677,A,16,,Y,,,,,TBP1B
TBP1C,Noel Statre 7Day Chronic Champia,4677,A,16,,Y,,,,,TBP1C
TBP3A,Noel Statre 7Day Chronic Arbacia,4677,A,16,,Y,,,,,TBP3A
TBP3B,Noel Statre 7Day Chronic Ceriodaphnia,4677,A,16,,Y,,,,,TBP3B
TBP3C,Noel Statre 7Day Chronic D. Magna,4677,A,16,,Y,,,,,TBP3C
82206,Acidity,301,A,59,,Y,1.0,,,,82206
82207,Differential pressure annular well head,11190,A,93,,Y,,,,,82207
82208,Sodium arsenite,10832,A,59,,Y,1.0,,,,82208
82209,Chlorides + Sulfates,11083,A,59,,Y,1.0,,,,82209
82210,Oxygen demand first stage,10862,A,59,,Y,1.0,,,,82210
82211,"Mercaptans, total",11653,A,59,,Y,2.0,,,,82211
82212,"Resin acids, total",12186,A,59,,Y,2.0,,,,82212
82213,Dimethylbenzidine,12520,A,59,,Y,2.0,,,,82213
82214,pH change [range],12524,A,7,,N,,,,,82214
82215,"Algal, biomass percent",10797,A,16,,Y,,,,,82215
82216,"Spray irrigation, application rate",12268,A,95,,Y,,,,,82216
82218,"Iron, total percent removal",2215,A,16,Y,Y,1.0,,,,82218
82219,Sludge settleability 30 minute,12219,A,59,,Y,1.0,,,,82219
82220,"Flow, total",11324,A,66,,Y,,"Flow, total",Uncommon,Uncommon,82220
82221,"Flow volume daily, into a well",11308,A,65,,Y,,,,,82221
82222,Sludge volume daily into a well,12220,A,59,,Y,,,,,82222
82223,Area of disposal- used,10828,A,144,,Y,,,,,82223
82224,"Pressure, bottom-at well bottom",12119,A,93,,Y,,,,,82224
82225,Dichlorobutene [isomers],10996,A,59,,Y,2.0,,,,82225
82226,"2-sec-Butyl-4,6-dinitrophenol",12016,A,59,,Y,2.0,,,,82226
82227,Trichlorophenate- [isomers],12042,A,59,,Y,2.0,,,,82227
82228,EDTA ammoniated,11348,A,59,,Y,2.0,,,,82228
82229,Free acid,11331,A,16,,Y,,,,,82229
82230,Ammonia & ammonium- total,10808,A,59,,Y,1.0,Ammonia & ammonium- total,Uncommon,Uncommon,82230
82231,Chlorodimeform,11678,A,59,,Y,2.0,,,,82231
82232,2-Ethyl-2-methyldioxolane,10663,A,59,,Y,2.0,,,,82232
82234,Temperature rate of change deg. C/hr,12380,A,130,,Y,,,,,82234
82235,"Turbidity, % increas over intake",12453,A,16,,Y,,,,,82235
82236,"BOD, 5 lb/cu ft process",10844,A,59,,Y,1.0,,,,82236
82237,Total susp. solids- lb/cu ft process,12430,A,59,,Y,1.0,,,,82237
82238,Mixed liquor,11684,A,59,,Y,,,,,82238
82239,Microscopic analysis,11680,A,151,,Y,1.0,,,,82239
82241,"Nitrobodies, total",11883,A,59,N,Y,2.0,,,,82241
82287,"Solids, total non- volatile, non-fixed",12248,A,78,,Y,1.0,,,,82287
82289,Lagoon observation visual,11638,A,156,,N,,,,,82289
82290,"Calcium hypochlorite, weight/application grams",11037,A,59,,Y,,,,,82290
82291,"Calcium hypochlorite, number of applications",11036,A,59,,Y,,,,,82291
82293,4-Nitro-m-cresol,12027,A,59,,Y,2.0,,,,82293
82066,"Radioactivity, gross",3565,A,9,,Y,,"Radioactivity, gross",Uncommon,Uncommon,82066
82294,"Nitrogen, ammonia, sludge, tot dry wgt",375,A,59,,Y,1.0,,,,82294
82295,"Chloride, dissolved [as Cl]",5033,A,59,,Y,1.0,,,,82295
82303,"Radon, total in water",3572,A,9,,Y,,,,,82303
82318,"Tantalum, total",4008,A,59,,Y,,,,,82318
82322,"Samarium, total [as Sm in water]",12194,A,59,,Y,2.0,,,,82322
82326,"Ruthenium, total",12191,A,59,,Y,,,,,82326
82357,Ethylene,11285,A,59,,Y,2.0,,,,82357
82358,"Proprane, total",3494,A,59,,Y,2.0,,,,82358
82370,Dissolved radioactive gasses,11207,A,9,,Y,,,,,82370
82375,Solids accumulation rate tot dry weight,12229,A,111,,Y,1.0,,,,82375
82385,Nitrogen oxides [as N],2817,A,59,,Y,1.0,,,,82385
82386,"Nitrogen, oxidized",2817,A,59,,Y,1.0,,,,82386
82387,"First stage oxygen demand, % removal",10853,A,16,Y,Y,1.0,,,,82387
82388,"1,4-Dioxane",6390,A,59,,Y,2.0,"1,4-Dioxane",Toxic Organics,Toxic Organics,82388
82389,"Sodium sulfate, total",12290,A,59,,Y,1.0,,,,82389
82390,"Free acid, total",11332,A,59,,Y,1.0,,,,82390
82391,Water treatment additives,12503,A,59,,Y,,,,,82391
82392,Aluminum sulfate,10464,A,59,,Y,1.0,,,,82392
82394,"Hardness, tot calc. [Ca, Mg, Fe] as CaC03",11380,A,59,N,Y,1.0,,,,82394
82399,"Chromium, hexavalent",10214,A,114,,Y,2.0,,,,82399
82416,Paraquat,10067,A,59,,Y,2.0,Paraquat,Toxic Organics,Toxic Organics,82416
82424,"BOD, % over influent",10858,A,16,,Y,1.0,,,,82424
82501,"Iron, dissolved from dry deposition",2215,A,59,,Y,1.0,,,,82501
82516,Trichlorobenzene,10939,A,59,,Y,2.0,,,,82516
82517,Duration of discharge,11230,A,42,,Y,,Duration of discharge,Uncommon,Uncommon,82517
82529,Dichlorobutadiene,10661,A,59,,Y,2.0,,,,82529
82539,"Nitrogen, Kjeldahl",2817,A,100,,Y,,,,,82539
82540,MB 121,11652,A,59,,Y,2.0,,,,82540
82541,Polyacrylamide chloride,12106,A,59,,Y,2.0,,,,82541
82545,Water level relative to mean sea level,12500,A,105,,Y,,,,,82545
82546,Elevation of original ground,11234,A,105,,Y,,,,,82546
82550,"Osmotic pressure, total, unf whl wtr",11912,A,18,,Y,,,,,82550
82558,Volatile halogenated hydrocarbons,12480,A,59,,Y,2.0,,,,82558
82559,Volatile hydrocarbons,11407,A,59,,Y,2.0,,,,82559
82560,Total pesticides,6662,A,59,,Y,2.0,,,,82560
82561,"Conductivity, net",11115,A,6,,Y,,,,,82561
82564,Lagoon freeboard,11637,A,32,,Y,,,,,82564
82565,Ciodrin,10721,A,59,,Y,,,,,82565
82575,pH exchange [su],12525,A,7,,N,,,,,82575
82576,Daily excursion time [min],11137,A,42,,Y,,,,,82576
82577,Month excursion time [min],11688,A,126,,Y,,,,,82577
82578,Day - max excursion time [min],11138,A,42,,Y,,,,,82578
82581,"pH range excursions, > 60 minutes",12526,A,141,,Y,,"pH range excursions, > 60 minutes",pH,pH,82581
82582,"pH range excursions, monthly total accum",12532,A,126,,Y,,"pH range excursions, monthly total accum",pH,pH,82582
82583,"pH, in soil",12528,A,7,,N,,,,,82583
82589,"Drilling fluids, free oil",11224,A,42,,Y,,,,,82589
82590,"Drilling fluids, toxicity",11226,A,55,,N,,,,,82590
82591,"Drilling fluids, end of well toxicity",11223,A,55,,N,,,,,82591
82592,"Drilling fluids, discharge rate",11222,A,65,,Y,,,,,82592
82593,"Drilling fluids, oil content",11225,A,16,,Y,,,,,82593
82594,"Drilling fluids, volume",11227,A,121,,Y,,,,,82594
82595,"Drill cuttings, free oil",11217,A,42,N,Y,,,,,82595
82596,"Drilling cuttings, volume",11219,A,121,,Y,,,,,82596
82597,"Deck drainage, free oil",11146,A,42,,Y,,,,,82597
82598,"Deck drainage, volume",11147,A,121,,Y,,,,,82598
82599,"Produced water, oil and grease",10364,A,59,,Y,,,,,82599
82600,"Produced water, flow",12131,A,65,,Y,,,,,82600
82601,"Produced sand, free oil",12127,A,42,,Y,,,,,82601
82602,"Produced sand, weight",12128,A,59,,Y,,,,,82602
82603,"Well fluids, free oil",12505,A,42,,Y,,,,,82603
82604,"Well fluids, volume",12507,A,121,,Y,,,,,82604
82605,"Sanitary waste, residual chlorine",12200,A,59,,Y,,,,,82605
82606,"Sanitary waste, flow",12199,A,65,,Y,,,,,82606
82607,"Sanitary waste, solids",12201,A,42,,Y,,,,,82607
82608,"Domestic waste, foam and floating solids",11215,A,42,,Y,,,,,82608
82609,"Desalinization unit, free oil",11153,A,42,,Y,,,,,82609
82616,Azinphos-methyl,10406,A,59,,Y,,Azinphos-methyl,Uncommon,Uncommon,82616
82625,Dibromochloropropane,10416,A,59,,Y,,Dibromochloropropane,Uncommon,Uncommon,82625
82627,p-Chloro-m-cresol,12036,A,59,,Y,,p-Chloro-m-cresol,Uncommon,Uncommon,82627
82629,"Backwash cycles, total number of",10864,A,84,,Y,,,,,82629
82630,Metribuzin,10628,A,59,,Y,2.0,,,,82630
82635,"Volatile halogenated organics [VHO], tot",12481,A,59,,Y,2.0,,,,82635
82637,"Benzene, 1-chloro-4-[trifluoromethyl]-",10915,A,59,,Y,,,,,82637
82666,"Linuron, total recoverable",12464,A,78,,Y,,,,,82666
82670,"Tebuthiuron, total recoverable",12470,A,78,,Y,,,,,82670
82676,"Pronamide, total recoverable",10873,A,78,,Y,,,,,82676
82682,"DCPA, total recoverable",10023,A,78,,Y,,,,,82682
82683,"Pendimethalin, total recoverable",10887,A,78,,Y,,,,,82683
82687,"Permethrin, total recoverable",11132,A,78,,Y,,,,,82687
82696,"Cyanazine, total recoverable",12154,A,78,,Y,,,,,82696
82698,TCDD equivalents,10711,A,59,,Y,2.0,TCDD equivalents,Toxic Organics,Toxic Organics,82698
82699,Endrin + endrin aldehyde [sum],10717,A,59,,Y,2.0,,,,82699
83503,Distance from shore,11208,A,32,,Y,,,,,83503
83512,Vegetative cover,12474,A,16,,Y,1.0,,,,83512
84066,Oil and grease visual,10364,A,155,,Y,1.0,,,,84066
84085,Volatile organics detected,10366,A,59,,Y,2.0,,,,84085
84103,Dioxin laboratory - alpha code,11194,A,78,N,Y,2.0,,,,84103
84105,Oil - separator obsv - assessment,11902,A,148,,N,,,,,84105
84106,Evaporator/bed obsv - assessment,11289,A,148,,N,,,,,84106
84107,Area inspection visual,10827,A,148,,N,,,,,84107
84108,Drain field insp assessment,11216,A,148,,N,,,,,84108
84109,Sludge buildup visual,12216,A,148,,N,,,,,84109
84110,Pond observation,12107,A,148,,N,,,,,84110
84130,"Outfall observation,visual, y/n response",11913,A,156,,N,,,,,84130
84165,Discharge event observation [Visual Monitoring],11203,A,155,,Y,,,,,84165
84367,Pollutant table from 503.13,12102,A,28,,N,,,,,84367
84368,Level of pathogen requirements achieved,11643,A,27,,N,,,,,84368
84369,Description of pathogen option used,11154,A,29,,N,,,,,84369
84370,Vector attraction reduction alternative used,12473,A,29,,N,,,,,84370
84381,Tidal stage,12409,A,159,,N,,,,,84381
85001,Suspended solids,10486,A,59,,Y,1.0,,,,85001
85002,Biochemical oxygen demand-5,10178,A,59,,Y,1.0,,,,85002
85047,"Animals, total estimated no. of",10811,A,45,,Y,,,,,85047
85209,Algal growth potential,10796,A,59,,Y,,,,,85209
85327,Water level at sample collection time,12499,A,105,,Y,,,,,85327
85539,Report due [yrmoda],12182,A,148,,N,,,,,85539
85662,"Flow, direction",11312,A,11,,N,,,,,85662
85663,Velocity of intake,12476,A,98,,Y,,,,,85663
85667,"1,1-Dichloro-1-fluoroethane",10260,A,59,,Y,2.0,,,,85667
85668,"1-Chloro-1,1-difluoroethane",11260,A,59,,Y,2.0,,,,85668
85669,"1,1,1-Trifluoroethane",11252,A,59,,Y,2.0,,,,85669
85670,"1,1,1,3,3-Pentafluorobutane",10991,A,59,,Y,2.0,,,,85670
85757,Fenvalerate,10941,A,78,,Y,,,,,85757
85771,Corrugated media - markt pulp air-dried,11117,A,59,,Y,,,,,85771
85772,Stickwater discharge,12271,A,65,,Y,,,,,85772
85773,De-inked washed fiber,11142,A,59,,Y,,,,,85773
85774,De-inked floatation fiber,11141,A,59,,Y,,,,,85774
85775,Purchased paper,12163,A,59,,Y,,,,,85775
85776,Fine paper machine - dried,11299,A,59,,Y,,,,,85776
85777,Raw materials processed,12179,A,59,,Y,,,,,85777
85778,Pulp Production,12161,A,59,,Y,,,,,85778
939,"Potassium, total recoverable",5948,A,59,,Y,1.0,"Potassium, total recoverable",Uncommon,Uncommon,939
77903,Bis[2-ethylhexyl] adipate,11395,A,78,,Y,,,,,77903
82204,2-Acetyl aminoflourcene,10780,A,59,,Y,2.0,,,,82204
71868,"Iodine, total",2208,A,59,,Y,2.0,,,,71868
71870,Bromide [as Br],724,A,59,,Y,1.0,,,,71870
71871,"Bromine, reported as the element",725,A,59,,Y,1.0,,,,71871
71872,Bromine chloride,10989,A,59,,Y,1.0,,,,71872
71875,Hydrogen sulfide,10309,A,59,,Y,1.0,,,,71875
71880,Formaldehyde,10288,A,59,,Y,2.0,,,,71880
71888,"Phosphorus, total soluble [as PO4]",5878,A,59,,Y,1.0,,,,71888
71890,"Mercury, dissolved [as Hg]",2448,A,59,,Y,2.0,,,,71890
71900,"Mercury, total [as Hg]",2448,A,59,,Y,2.0,,,,71900
71901,"Mercury, total recoverable",2448,A,59,,Y,2.0,"Mercury, total recoverable",Metals,Mercury,71901
71910,"Gold, total [as Au]",1942,A,59,,Y,2.0,,,,71910
71911,"Rare earth metals, total",12178,A,59,,Y,2.0,,,,71911
71921,"Mercury, tot in bot deposits [dry wgt]",2448,A,59,,Y,2.0,,,,71921
72009,Elevation of original ground,11234,A,105,,Y,,,,,72009
72019,Depth to water level ft below landsurface,11151,A,105,,Y,,,,,72019
72025,Depth of pond or reservoir in feet,11150,A,105,,Y,,,,,72025
72026,Detention time,11155,A,143,,Y,,,,,72026
72035,Pump hours,12162,A,134,,Y,,,,,72035
72047,"Gases, total dissolved",11344,A,59,,Y,,,,,72047
72048,Seawater in drilling fluids,12205,A,59,,Y,,,,,72048
72049,Freshwater in drilling fluids,4647,A,59,,Y,,,,,72049
72107,Length of longest pH excursion,11642,A,126,,Y,,,,,72107
72108,% of time exceeding pH limits,11996,A,16,,Y,,,,,72108
72110,Elevation of top of well casing,11235,A,105,,Y,,,,,72110
73010,"Ethyl ether, by gas chromatograph",10253,A,59,,Y,2.0,,,,73010
73037,"3,4,5-Trichlorocatechol",10634,A,59,,Y,,,,,73037
73047,Tetrachloroguaiacol,12003,A,59,,Y,,,,,73047
73050,Tetrachlorocatechol,10633,A,59,,Y,,,,,73050
73054,Trichlorosyringol,12020,A,59,,Y,,,,,73054
73088,"4,5,6-Trichloroguaiacol",12005,A,59,,Y,,,,,73088
73089,"4,5,6-Trichloroguaiacol",12005,I,59,,Y,,,,,73089
73128,Benzyl chloride,10124,A,59,,Y,2.0,,,,73128
73155,"PCB-1221, dry weight",4878,A,59,,Y,,,,,73155
85846,"1,2,3,6,7,8-HXCDF, total sludge",11176,A,59,,Y,,,,,85846
85847,"1,2,3,7,8,9-HXCDF, total sludge",11177,A,59,,Y,,,,,85847
85848,"2,3,4,6,7,8-HXCDF, total sludge",11179,A,59,,Y,,,,,85848
85849,"1,2,3,4,6,7,8-HPCDD, total sludge",11165,A,59,,Y,,,,,85849
85850,"1,2,3,4,6,7,8-HPCDF, total sludge",11173,A,59,,Y,,,,,85850
85851,"1,2,3,4,7,8,9-HPCDF, total sludge",11174,A,59,,Y,,,,,85851
85852,"3,3',4,4'-TCB, total sludge",10622,A,59,,Y,,,,,85852
85853,"3,4,4',5-TCB, total sludge",10623,A,59,,Y,,,,,85853
85854,"3,3',4,4',5-PECB, total sludge",10621,A,59,,Y,,,,,85854
85855,"2,3,3',4,4'-PECB, total sludge",10618,A,59,,Y,,,,,85855
85856,"2,3',4,4',5-PECB, total sludge",10614,A,59,,Y,,,,,85856
85857,"2,3',4,4',5'-PECB, total sludge",10612,A,59,,Y,,,,,85857
85858,"2,3,4,4',5-PECB, total sludge",10619,A,59,,Y,,,,,85858
85859,"3,3',4,4',5,5'-HXCB, total sludge",10620,A,59,,Y,,,,,85859
85860,"2,3,3',4,4',5-HXCB, total sludge",10617,A,59,,Y,,,,,85860
85861,"2,3,3',4,4',5'-HXCB, total sludge",10615,A,59,,Y,,,,,85861
85862,"2,3',4,4',5,5'-HXCB, total sludge",10613,A,59,,Y,,,,,85862
85863,"2,3,3',4,4',5,5'-HPCB, total sludge",10616,A,59,,Y,,,,,85863
85864,"2,3,3',4,4',5,5'-HPCB, total sludge",10616,A,59,,Y,,,,,85864
85865,"2,3,7,8-TCDD TTE, total sludge",10712,A,59,,Y,,,,,85865
TA1AA,LC50 Mycd Shrimp Static Defn,4677,A,16,,Y,,,,,TA1AA
TA1BA,LC50 Shee Minnow Static Defn,4677,A,16,,Y,,,,,TA1BA
TA1CA,LC50 Fthd Minnow Static Defn,4677,A,16,,Y,,,,,TA1CA
TAA1A,LC50 Static 48Hr Acute Selen. Capr.,4677,A,16,,Y,,,,,TAA1A
TAA1B,LC50 Static 48Hr Acute L. Minor,4677,A,16,,Y,,,,,TAA1B
TAA1C,LC50 Static 48Hr Acute Champia,4677,A,16,,Y,,,,,TAA1C
TAA3A,LC50 Static 48Hr Acute Arbacia,4677,A,16,,Y,,,,,TAA3A
TAA3B,LC50 Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TAA3B
TAA3C,LC50 Static 48Hr Acute D. Magna,4677,A,16,,Y,,,,,TAA3C
TAA3D,LC50 Static 48Hr Acute D. Pulex,4677,A,16,,Y,,,,,TAA3D
TAA3E,LC50 Static 48Hr Acute Mysid. Bahia,4677,A,16,,Y,,,,,TAA3E
TAA6A,LC50 Static 48Hr Acute Cyprinodon,4677,A,16,,Y,,,,,TAA6A
TAA6B,LC50 Static 48Hr Acute Menidia,4677,A,16,,Y,,,,,TAA6B
TAA6C,LC50 Static 48Hr Acute Pimephales,4677,A,16,,Y,,,,,TAA6C
TAA6D,LC50 Static 48Hr Acute Salmo Gair.,4677,A,16,,Y,,,,,TAA6D
TAA6E,LC50 Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TAA6E
TAA6F,LC50 Static 48Hr Acute Salvel. Salmonid,4677,A,16,,Y,,,,,TAA6F
TAA6H,LC50 Static 48Hr Acute Cyprinella Leedsi,4677,A,16,,Y,,,,,TAA6H
TBP3D,Noel Statre 7Day Chronic D. Pulex,4677,A,16,,Y,,,,,TBP3D
TBP3E,Noel Statre 7Day Chronic Mysid. Bahia,4677,A,16,,Y,,,,,TBP3E
TBP6A,Noel Statre 7Day Chronic Cyprinodon,4677,A,16,,Y,,,,,TBP6A
TBP6B,Noel Statre 7Day Chronic Menidia,4677,A,16,,Y,,,,,TBP6B
TBP6C,Noel Statre 7Day Chronic Pimephales,4677,A,16,,Y,,,,,TBP6C
TBP6D,Noel Statre 7Day Chronic Salmo Gair.,4677,A,16,,Y,,,,,TBP6D
TBP6E,Noel Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TBP6E
TBP6H,Noel Statre 7 Day Chronic Cyprinella Leedsi,4677,A,16,,Y,,,,,TBP6H
TBQ6F,Noel Statre 10Day Chronic Salvel. Salmonid,4677,A,16,,Y,,,,,TBQ6F
TBW6E,Noel Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TBW6E
TBX6E,Noel Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TBX6E
TBY1A,Noel Flth 4Day Chronic Selen. Capr.,4677,A,16,,Y,,,,,TBY1A
TBY1B,Noel Flth 4Day Chronic L. Minor,4677,A,16,,Y,,,,,TBY1B
TBY1C,Noel Flth 4Day Chronic Champia,4677,A,16,,Y,,,,,TBY1C
TBY3A,Noel Flth 4Day Chronic Arbacia,4677,A,16,,Y,,,,,TBY3A
TBY3B,Noel Flth 4Day Chronic Ceriodaphnia,4677,A,16,,Y,,,,,TBY3B
TBY3C,Noel Flth 4Day Chronic D. Magna,4677,A,16,,Y,,,,,TBY3C
TBY3D,Noel Flth 4Day Chronic D. Pulex,4677,A,16,,Y,,,,,TBY3D
TBY3E,Noel Flth 4Day Chronic Mysid. Bahia,4677,A,16,,Y,,,,,TBY3E
TBY6A,Noel Flth 4Day Chronic Cyprinodon,4677,A,16,,Y,,,,,TBY6A
TBY6B,Noel Flth 4Day Chronic Menidia,4677,A,16,,Y,,,,,TBY6B
TBY6C,Noel Flth 4Day Chronic Pimephales,4677,A,16,,Y,,,,,TBY6C
TBY6D,Noel Flth 4Day Chronic Salmo Gair.,4677,A,16,,Y,,,,,TBY6D
TBY6E,Noel Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TBY6E
TBZ1A,Noel Flth 7Day Chronic Selen. Capr.,4677,A,16,,Y,,,,,TBZ1A
TBZ1B,Noel Flth 7Day Chronic L. Minor,4677,A,16,,Y,,,,,TBZ1B
TBZ1C,Noel Flth 7Day Chronic Champia,4677,A,16,,Y,,,,,TBZ1C
TBZ3A,Noel Flth 7Day Chronic Arbacia,4677,A,16,,Y,,,,,TBZ3A
TBZ3B,Noel Flth 7Day Chronic Ceriodaphnia,4677,A,16,,Y,,,,,TBZ3B
TBZ3C,Noel Flth 7Day Chronic D. Magna,4677,A,16,,Y,,,,,TBZ3C
TBZ3D,Noel Flth 7Day Chronic D. Pulex,4677,A,16,,Y,,,,,TBZ3D
TBZ3E,Noel Flth 7Day Chronic Mysid. Bahia,4677,A,16,,Y,,,,,TBZ3E
TBZ6A,Noel Flth 7Day Chronic Cyprinodon,4677,A,16,,Y,,,,,TBZ6A
TBZ6B,Noel Flth 7Day Chronic Menidia,4677,A,16,,Y,,,,,TBZ6B
TBZ6C,Noel Flth 7Day Chronic Pimephales,4677,A,16,,Y,,,,,TBZ6C
TBZ6D,Noel Flth 7Day Chronic Salmo Gair.,4677,A,16,,Y,,,,,TBZ6D
TBZ6E,Noel Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TBZ6E
TCA3B,%Effect Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TCA3B
TCA6E,%Effect Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TCA6E
TCC6E,%Effect Static 4 Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TCC6E
TCD6E,%Effect Static 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TCD6E
TCE3B,%Effect Static 24Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TCE3B
TCE6C,%Effect Static 24Hr Acute Pimephales,4677,A,16,,Y,,,,,TCE6C
TCM1A,%Effect Statre 48Hr Acute Selen. Capr.,4677,A,16,,Y,,,,,TCM1A
TCM1B,%Effect Statre 48Hr Acute L. Minor,4677,A,16,,Y,,,,,TCM1B
TCM1C,%Effect Statre 48Hr Acu. Champia,4677,A,16,,Y,,,,,TCM1C
TCM3A,%Effect Statre 48Hr Acute Arbacia,4677,A,16,,Y,,,,,TCM3A
TCM3B,%Effect Statre 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TCM3B
TCM3C,%Effect Statre 48Hr Acute D. Magna,4677,A,16,,Y,,,,,TCM3C
TCM3D,%Effect Statre 48Hr Acute D. Pulex,4677,A,16,,Y,,,,,TCM3D
TCM3E,% Effect Statre 48Hr Acute Mysid. Bahia,4677,A,16,,Y,,,,,TCM3E
TCM6A,%Effect Statre 48Hr Acute Cyprinodon,4677,A,16,,Y,,,,,TCM6A
TCM6B,%Effect Statre 48Hr Acute Menidia,4677,A,16,,Y,,,,,TCM6B
TCM6C,%Effect Statre 48Hr Acute Pimephales,4677,A,16,,Y,,,,,TCM6C
TCM6E,%Effect Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TCM6E
TCN1A,%Effect Static Renewal 96Hr Acute Selenastrum capricoruntum,4677,I,16,,Y,,,,,TCN1A
TCN1B,%Effect Static Renewal 96Hr Acute L. Minor,4677,I,16,,Y,,,,,TCN1B
TCN1C,%Effect Static Renewal 96Hr Acute Champia parvula,4677,A,16,,Y,,,,,TCN1C
TCN3A,%Effect Static Renewal 96Hr Acute Arbacia punctulata,4677,A,16,,Y,,,,,TCN3A
TCN3B,%Effect Static Renewal 96Hr Acute Ceriodaphnia dubia,4677,A,16,,Y,,%Effect Static Renewal 96Hr Acute Ceriodaphnia dubia,Uncommon,Uncommon,TCN3B
TCN3C,%Effect Static Renewal 96Hr Acute Daphnia magna,4677,A,16,,Y,,,,,TCN3C
TCN3D,%Effect Static Renewal 96Hr Acute Daphnia pulex,4677,A,16,,Y,,,,,TCN3D
TCN3E,% Effect Static Renewal 96Hr Acute Mysidopsis bahia,4677,I,16,,Y,,,,,TCN3E
TCN6A,%Effect Static Renewal 96Hr Acute Cyprinodon variegatus,4677,A,16,,Y,,,,,TCN6A
TCN6B,%Effect Static Renewal 96Hr Acute Menidia menidia,4677,A,16,,Y,,,,,TCN6B
TCN6C,%Effect Static Renewal 96Hr Acute Pimephales promelas,4677,A,16,,Y,,,,,TCN6C
TCN6E,%Effect Static Renewal 96Hr Acute Lepomis macrochirus,4677,A,16,,Y,,,,,TCN6E
TCO1A,%Effect Statre 4Day Chronic Selen. Capr.,4677,A,16,,Y,,%Effect Statre 4Day Chronic Selen. Capr.,Uncommon,Uncommon,TCO1A
