PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG
77832,Oleic acid,10769,A,59,,Y,2
77835,"Hexachlorocyclohexane, total",11128,A,59,,Y,2
77856,Abietic acid,10683,A,59,,Y,2
77859,Docosane,11212,A,59,,Y,2
77860,Butachlor,10779,A,59,,Y,2
77881,Triphenyl phosphate,12062,A,59,,Y,2
77885,"Methanol, total",5617,A,59,,Y,2
77889,Octachlorocyclopentene,11131,A,59,,Y,2
77901,n-Hexacosane,11391,A,59,,Y,
79750,"DCBP, total",10611,A,59,,Y,2
79751,Guanidine nitrate,11352,A,59,,Y,2
79752,"N,N'-Diethylcarbanilide",12466,A,59,,Y,2
79753,Nitroguanidine,11353,A,59,,Y,2
79774,"Suspended solids, total discharge",12299,A,118,,Y,1
79775,"Suspended solids, total annual",12298,A,59,,Y,1
79776,"Oil and Grease, calculated limit",10364,A,59,,Y,2
79777,Precipitation volume,12114,A,69,,Y,
79778,Cresol,10394,A,59,,Y,2
79779,"Manure removed, gallons",2428,A,123,,Y,
79780,Tetramethylbenzene,10937,A,59,,Y,2
79781,Time each pumping rate utilized,12410,A,125,,Y,
79783,Quarternary ammonium compounds,12167,A,59,,Y,2
79817,"3,4-Dichlorophenol",12023,A,59,,Y,
79818,Flusilazole,10695,A,59,,Y,2
79819,Polychlorinated biphenyls [PCB] pg/L,10001,A,59,,Y,
79834,"Produced water, free oil",12132,A,42,,Y,
79848,"2,3,7,8-Tetrachlorodibenzofuran",11181,A,59,,Y,
79849,Trichlorosyringol,12020,I,59,,Y,
79850,Tetrachlorocatechol,10633,A,59,,Y,
79851,sec-Butyldiphenylmethane,10933,A,59,,Y,
