GLOBAL ID,REPORTING YEAR,FACILITY PLACE ID,SITE NAME,SITE TYPE,LEAD AGENCY,FAC PRODUCE REC WATER,SOLELY REC TREAT,FACILITY TYPE,SUBMIT DATE,LATITUDE,LONGITUDE
WDR100000849,2019,650554,Santa Paula WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,5/14/2020,34.3353,-119.08293
WDR100000849,2020,650554,Santa Paula WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,2/11/2021,34.3353,-119.08293
WDR100000849,2021,650554,Santa Paula WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/31/2022,34.3353,-119.08293
WDR100000849,2022,650554,Santa Paula WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/24/2023,34.3353,-119.08293
WDR100000869,2019,261253,Simi Valley WQCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/20/2020,34.28594,-118.814288
WDR100000869,2020,261253,Simi Valley WQCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/6/2021,34.28594,-118.814288
WDR100000869,2021,261253,Simi Valley WQCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/4/2022,34.28594,-118.814288
WDR100000869,2022,261253,Simi Valley WQCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,2/22/2023,34.28594,-118.814288
WDR100001741,2019,235826,Whittier Narrows Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/27/2020,34.021667,-118.072778
WDR100001741,2020,235826,Whittier Narrows Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2021,34.021667,-118.072778
WDR100001741,2021,235826,Whittier Narrows Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2022,34.021667,-118.072778
WDR100001741,2022,235826,Whittier Narrows Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2023,34.021667,-118.072778
WDR100001744,2019,238562,Long Beach WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/25/2020,33.804157,-118.090256
WDR100001744,2020,238562,Long Beach WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2021,33.804157,-118.090256
WDR100001744,2021,238562,Long Beach WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2022,33.804157,-118.090256
WDR100001744,2022,238562,Long Beach WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2023,33.804157,-118.090256
WDR100001745,2019,238646,Los Coyotes WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,9/23/2020,33.87972,-118.10722
WDR100001745,2020,238646,Los Coyotes WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/30/2021,33.87972,-118.10722
WDR100001745,2021,238646,Los Coyotes WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/1/2022,33.87972,-118.10722
WDR100001745,2022,238646,Los Coyotes WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2023,33.87972,-118.10722
WDR100001746,2019,250700,Pomona Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/25/2020,34.055874,-117.790379
WDR100001746,2020,250700,Pomona Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2021,34.055874,-117.790379
WDR100001746,2021,250700,Pomona Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2022,34.055874,-117.790379
WDR100001746,2022,250700,Pomona Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2023,34.055874,-117.790379
WDR100001753,2019,237922,Lake Hughes Community WWTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,9/3/2020,34.674201,-118.434688
WDR100001753,2020,237922,Lake Hughes Community WWTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/4/2021,34.674201,-118.434688
WDR100001753,2021,237922,Lake Hughes Community WWTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/1/2022,34.674201,-118.434688
WDR100001753,2022,237922,Lake Hughes Community WWTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/26/2023,34.674201,-118.434688
WDR100001778,2019,242162,Malibu Mesa WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,9/3/2020,34.035694,-118.710344
WDR100001778,2020,242162,Malibu Mesa WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/4/2021,34.035694,-118.710344
WDR100001778,2021,242162,Malibu Mesa WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/13/2022,34.035694,-118.710344
WDR100001778,2022,242162,Malibu Mesa WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/26/2023,34.035694,-118.710344
WDR100001788,2019,242186,Malibu WPCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,9/3/2020,34.036339,-118.697714
WDR100001788,2021,242186,Malibu WPCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/1/2022,34.036339,-118.697714
WDR100001788,2020,242186,Malibu WPCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/4/2021,34.036339,-118.697714
WDR100001788,2022,242186,Malibu WPCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/26/2023,34.036339,-118.697714
WDR100001622,2019,229051,Gorman WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,7/1/2020,34.793,-118.8447
WDR100001622,2020,229051,Gorman WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/28/2021,34.793,-118.8447
WDR100001622,2021,229051,Gorman WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,2/16/2022,34.793,-118.8447
WDR100001622,2022,229051,Gorman WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/11/2023,34.793,-118.8447
WDR100001669,2020,217620,Hallelujah Prayer Center USA,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,1/19/2021,34.32464,-118.32236
WDR100001669,2019,217620,Hallelujah Prayer Center USA,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,1/19/2021,34.32464,-118.32236
WDR100001669,2021,217620,Hallelujah Prayer Center USA,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/29/2022,34.32464,-118.32236
WDR100001669,2022,217620,Hallelujah Prayer Center USA,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/26/2023,34.32464,-118.32236
WDR100000084,2019,734616,New Piru WTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,5/18/2020,34.40082,-118.82542
WDR100000084,2020,734616,New Piru WTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/9/2021,34.40082,-118.82542
WDR100000084,2021,734616,New Piru WTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/22/2022,34.40082,-118.82542
WDR100000084,2022,734616,New Piru WTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/15/2023,34.40082,-118.82542
WDR100001453,2019,243377,Moorpark WRF - WRR,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2020,34.271889,-118.935988
WDR100001453,2020,243377,Moorpark WRF - WRR,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/16/2021,34.271889,-118.935988
WDR100001453,2021,243377,Moorpark WRF - WRR,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/22/2022,34.271889,-118.935988
WDR100001453,2022,243377,Moorpark WRF - WRR,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/15/2023,34.271889,-118.935988
WDR100001460,2019,267596,Todd Road Jail WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/29/2020,34.30704,-119.111235
WDR100001460,2020,267596,Todd Road Jail WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/9/2021,34.30704,-119.111235
WDR100001460,2021,267596,Todd Road Jail WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/22/2022,34.30704,-119.111235
WDR100001460,2022,267596,Todd Road Jail WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/15/2023,34.30704,-119.111235
WDR100001505,2019,268043,Encinal Canyon Water Recycling Plant on Tract 46277,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,6/29/2020,34.051389,-118.871667
WDR100001505,2020,268043,Encinal Canyon Water Recycling Plant on Tract 46277,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/26/2021,34.051389,-118.871667
WDR100001505,2021,268043,Encinal Canyon Water Recycling Plant on Tract 46277,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/14/2022,34.051389,-118.871667
WDR100001505,2022,268043,Encinal Canyon Water Recycling Plant on Tract 46277,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,1/12/2023,34.051389,-118.871667
WDR100000132,2019,212135,Burbank WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,5/12/2020,34.18195,-118.319332
WDR100000132,2020,212135,Burbank WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/6/2021,34.18195,-118.319332
WDR100000132,2021,212135,Burbank WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/1/2022,34.18195,-118.319332
WDR100000132,2022,212135,Burbank WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/14/2023,34.18195,-118.319332
WDR100000191,2019,216832,Camrosa Water Reclamation Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/27/2020,34.17162,-119.053202
WDR100000191,2021,216832,Camrosa Water Reclamation Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,1/27/2022,34.17162,-119.053202
WDR100000191,2020,216832,Camrosa Water Reclamation Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/18/2021,34.17162,-119.053202
WDR100000191,2022,216832,Camrosa Water Reclamation Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,1/11/2023,34.17162,-119.053202
WDR100000266,2019,238163,Leachate Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,5/18/2020,34.026702,-117.916751
WDR100000266,2020,238163,Leachate Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/29/2021,34.026702,-117.916751
WDR100000266,2021,238163,Leachate Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/21/2022,34.026702,-117.916751
WDR100000266,2022,238163,Leachate Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/6/2023,34.026702,-117.916751
WDR100000359,2019,766648,Malibu Civic Center Wastewater Treatment Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,7/24/2020,34.035804,-118.697727
WDR100000359,2020,766648,Malibu Civic Center Wastewater Treatment Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/30/2021,34.035804,-118.697727
WDR100000359,2021,766648,Malibu Civic Center Wastewater Treatment Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/4/2022,34.035804,-118.697727
WDR100000359,2022,766648,Malibu Civic Center Wastewater Treatment Facility,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,2/23/2023,34.035804,-118.697727
WDR100000408,2019,246946,Oxnard WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/30/2020,34.141648,-119.185403
WDR100000408,2020,246946,Oxnard WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2021,34.141648,-119.185403
WDR100000408,2021,246946,Oxnard WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/30/2022,34.141648,-119.185403
WDR100000408,2022,246946,Oxnard WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/11/2023,34.141648,-119.185403
WDR100000593,2019,260064,San Clemente Island WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,9/9/2020,32.99722,-118.54583
WDR100000593,2020,260064,San Clemente Island WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/27/2021,32.99722,-118.54583
WDR100000593,2021,260064,San Clemente Island WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/29/2022,32.99722,-118.54583
WDR100000593,2022,260064,San Clemente Island WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/11/2023,32.99722,-118.54583
WDR100000609,2019,226149,Hope Gardens Family Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/5/2020,34.298988,-118.400029
WDR100000609,2020,226149,Hope Gardens Family Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/26/2021,34.298988,-118.400029
WDR100000609,2021,226149,Hope Gardens Family Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/22/2022,34.298988,-118.400029
WDR100000609,2022,226149,Hope Gardens Family Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/8/2023,34.298988,-118.400029
WDR100000656,2019,271054,Ventura WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/30/2020,34.23639,-119.25861
WDR100000656,2020,271054,Ventura WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/31/2021,34.23639,-119.25861
WDR100000656,2021,271054,Ventura WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/30/2022,34.23639,-119.25861
WDR100000656,2022,271054,Ventura WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/10/2023,34.23639,-119.25861
WDR100000725,2019,267429,The Thacher School Wastewater Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/27/2020,34.464179,-119.179272
WDR100000725,2021,267429,The Thacher School Wastewater Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/18/2022,34.464179,-119.179272
WDR100000725,2020,267429,The Thacher School Wastewater Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/15/2021,34.464179,-119.179272
WDR100000725,2022,267429,The Thacher School Wastewater Treatment Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/28/2023,34.464179,-119.179272
WDR100000730,2019,260412,Thomas Aquinas College,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/27/2020,34.42911,-119.08668
WDR100000730,2021,260412,Thomas Aquinas College,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/18/2022,34.42911,-119.08668
WDR100000730,2020,260412,Thomas Aquinas College,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/15/2021,34.42911,-119.08668
WDR100000730,2022,260412,Thomas Aquinas College,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/28/2023,34.42911,-119.08668
WDR100000740,2019,267585,Tivoli Cove WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,9/2/2020,34.029114,-118.753541
WDR100000740,2020,267585,Tivoli Cove WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/28/2021,34.029114,-118.753541
WDR100000740,2021,267585,Tivoli Cove WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,8/15/2022,34.029114,-118.753541
WDR100000740,2022,267585,Tivoli Cove WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/1/2023,34.029114,-118.753541
WDR100000744,2019,267637,Top O'Topanga Community Association WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/27/2020,34.137007,-118.599355
WDR100000744,2020,267637,Top O'Topanga Community Association WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/30/2021,34.137007,-118.599355
WDR100000744,2021,267637,Top O'Topanga Community Association WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/25/2022,34.137007,-118.599355
WDR100000744,2022,267637,Top O'Topanga Community Association WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/15/2023,34.137007,-118.599355
WDR100000800,2019,251021,Point Dume Club WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2020,34.014191,-118.811949
WDR100000800,2020,251021,Point Dume Club WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,9/27/2021,34.014191,-118.811949
WDR100000800,2021,251021,Point Dume Club WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,5/13/2022,34.014191,-118.811949
WDR100014231,2019,268842,"Two Harbors STP, Catalina Island",* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/3/2020,33.438661,-118.495086
WDR100014231,2020,268842,"Two Harbors STP, Catalina Island",* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2021,33.438661,-118.495086
WDR100014231,2021,268842,"Two Harbors STP, Catalina Island",* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,8/15/2022,33.438661,-118.495086
WDR100014231,2022,268842,"Two Harbors STP, Catalina Island",* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,2/28/2023,33.438661,-118.495086
WDR100001039,2019,266940,Tapia WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,2/13/2020,34.081499,-118.704268
WDR100001039,2020,266940,Tapia WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/7/2021,34.081499,-118.704268
WDR100001039,2021,266940,Tapia WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/13/2022,34.081499,-118.704268
WDR100001039,2022,266940,Tapia WRF,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/10/2023,34.081499,-118.704268
WDR100001067,2019,237748,La Canada WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/11/2020,34.211959,-118.181743
WDR100001067,2020,237748,La Canada WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2021,34.211959,-118.181743
WDR100001067,2021,237748,La Canada WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2022,34.211959,-118.181743
WDR100001067,2022,237748,La Canada WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/27/2023,34.211959,-118.181743
WDR100001083,2019,260156,San Jose Creek Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/29/2020,33.93056,-118.10667
WDR100001083,2020,260156,San Jose Creek Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2021,33.93056,-118.10667
WDR100001083,2021,260156,San Jose Creek Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2022,33.93056,-118.10667
WDR100001083,2022,260156,San Jose Creek Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2023,33.93056,-118.10667
WDR100001085,2019,260494,Saugus Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/16/2020,34.413831,-118.539766
WDR100001085,2020,260494,Saugus Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2021,34.413831,-118.539766
WDR100001085,2021,260494,Saugus Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2022,34.413831,-118.539766
WDR100001085,2022,260494,Saugus Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2023,34.413831,-118.539766
WDR100001834,2019,249771,Paradise Ranch WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/16/2020,34.572265,-118.689749
WDR100001834,2020,249771,Paradise Ranch WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/20/2021,34.572265,-118.689749
WDR100001834,2021,249771,Paradise Ranch WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/21/2022,34.572265,-118.689749
WDR100001834,2022,249771,Paradise Ranch WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/20/2023,34.572265,-118.689749
WDR100001103,2019,270849,Valencia WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/16/2020,34.43314,-118.592712
WDR100001103,2020,270849,Valencia WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2021,34.43314,-118.592712
WDR100001103,2021,270849,Valencia WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/29/2022,34.43314,-118.592712
WDR100001103,2022,270849,Valencia WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2023,34.43314,-118.592712
WDR100001584,2019,225881,Fillmore WWTP and Wastewater Recycling Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,6/29/2020,34.39048,-118.94034
WDR100001584,2021,225881,Fillmore WWTP and Wastewater Recycling Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,2/15/2022,34.39048,-118.94034
WDR100001584,2020,225881,Fillmore WWTP and Wastewater Recycling Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/30/2021,34.39048,-118.94034
WDR100001584,2022,225881,Fillmore WWTP and Wastewater Recycling Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,2/23/2023,34.39048,-118.94034
WDR100001153,2019,267571,Donald C. Tillman WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,8/7/2020,34.179565,-118.481951
WDR100001153,2021,267571,Donald C. Tillman WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/30/2022,34.179565,-118.481951
WDR100001153,2020,267571,Donald C. Tillman WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/6/2021,34.179565,-118.481951
WDR100001153,2022,267571,Donald C. Tillman WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/13/2023,34.179565,-118.481951
WDR100001158,2019,232063,Hyperion WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2020,33.924482,-118.431805
WDR100001158,2021,232063,Hyperion WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/18/2022,33.924482,-118.431805
WDR100001158,2020,232063,Hyperion WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/25/2021,33.924482,-118.431805
WDR100001158,2022,232063,Hyperion WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/21/2023,33.924482,-118.431805
WDR100001164,2019,235738,Los Angeles-Glendale WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/23/2020,34.14081,-118.273975
WDR100001164,2020,235738,Los Angeles-Glendale WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/6/2021,34.14081,-118.273975
WDR100001164,2021,235738,Los Angeles-Glendale WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,3/30/2022,34.14081,-118.273975
WDR100001164,2022,235738,Los Angeles-Glendale WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/13/2023,34.14081,-118.273975
WDR100001228,2019,207053,Acton Rehabilitation Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/28/2020,34.449529,-118.198376
WDR100001228,2020,207053,Acton Rehabilitation Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/30/2021,34.449529,-118.198376
WDR100001228,2021,207053,Acton Rehabilitation Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,2/17/2022,34.449529,-118.198376
WDR100001228,2022,207053,Acton Rehabilitation Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/22/2023,34.449529,-118.198376
WDR100001229,2019,273397,Warm Springs Rehabilition Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,WWTP RW,4/28/2020,34.60694,-118.55833
WDR100001229,2020,273397,Warm Springs Rehabilition Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/30/2021,34.60694,-118.55833
WDR100001229,2021,273397,Warm Springs Rehabilition Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,2/17/2022,34.60694,-118.55833
WDR100001229,2022,273397,Warm Springs Rehabilition Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/22/2023,34.60694,-118.55833
WDR100005138,2019,242135,Malibu Bay Club WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/27/2020,34.04946,-118.95381
WDR100005138,2021,242135,Malibu Bay Club WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/18/2022,34.04946,-118.95381
WDR100005138,2020,242135,Malibu Bay Club WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/15/2021,34.04946,-118.95381
WDR100005138,2022,242135,Malibu Bay Club WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/15/2023,34.04946,-118.95381
