Appendix A: Final 2024 303(d) List ,,,,,,,,,,,,,,,,,,,,,,,,
Regional Board,Regional Board Name,Waterbody Name,Waterbody ID,Waterbody Type,Estimated Size Affected,Unit,Integrated Report Category,Water Body CALWNUMS,Water Body Reach Codes,Water Body WBD Codes,Waterbody Counties,Decision ID,Pollutant,Pollutant Category,Sources,Final Listing Decision,Decision Status,TMDL Requirement Status,TMDL Project Name,Expected TMDL Completion Date,Expected Attainment Date,Date TMDL Approved by USEPA,Implementation Action Other than a TMDL,Comments
3,Regional Board 3 - Central Coast Region,Arroyo Grande Creek (below Lopez Lake),CAR3103101419980804113947,River & Stream,13.2,Miles,5,"3310.310104, 3310.310203, 3310.310205, 3310.310206","18060006000003, 18060006000005, 18060006000011, 18060006000012, 18060006000013, 18060006000014, 18060006000015, 18060006001301, 18060006001341","180600060602, 180600060605",San Luis Obispo,132060,Benthic Community Effects,Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Arroyo Grande Creek (below Lopez Lake),CAR3103101419980804113947,River & Stream,13.2,Miles,5,"3310.310104, 3310.310203, 3310.310205, 3310.310206","18060006000003, 18060006000005, 18060006000011, 18060006000012, 18060006000013, 18060006000014, 18060006000015, 18060006001301, 18060006001341","180600060602, 180600060605",San Luis Obispo,125733,Escherichia coli (E. coli),Pathogens,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Arroyo Grande Creek (below Lopez Lake),CAR3103101419980804113947,River & Stream,13.2,Miles,5,"3310.310104, 3310.310203, 3310.310205, 3310.310206","18060006000003, 18060006000005, 18060006000011, 18060006000012, 18060006000013, 18060006000014, 18060006000015, 18060006001301, 18060006001341","180600060602, 180600060605",San Luis Obispo,109429,Nickel,Metals,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Arroyo Grande Creek (below Lopez Lake),CAR3103101419980804113947,River & Stream,13.2,Miles,5,"3310.310104, 3310.310203, 3310.310205, 3310.310206","18060006000003, 18060006000005, 18060006000011, 18060006000012, 18060006000013, 18060006000014, 18060006000015, 18060006001301, 18060006001341","180600060602, 180600060605",San Luis Obispo,115605,Nitrate,Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Arroyo Grande Creek (below Lopez Lake),CAR3103101419980804113947,River & Stream,13.2,Miles,5,"3310.310104, 3310.310203, 3310.310205, 3310.310206","18060006000003, 18060006000005, 18060006000011, 18060006000012, 18060006000013, 18060006000014, 18060006000015, 18060006001301, 18060006001341","180600060602, 180600060605",San Luis Obispo,109448,Toxicity,Total Toxics,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Arroyo Paredon,CAR3153401019990222143223,River & Stream,5.33,Miles,5,"3315.340003, 3315.340004","18060013000555, 18060013000556, 18060013000557",1.81E+11,Santa Barbara,110771,Boron,Metals,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Arroyo Paredon,CAR3153401019990222143223,River & Stream,5.33,Miles,5,"3315.340003, 3315.340004","18060013000555, 18060013000556, 18060013000557",1.81E+11,Santa Barbara,110776,Chloride,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Arroyo Paredon,CAR3153401019990222143223,River & Stream,5.33,Miles,5,"3315.340003, 3315.340004","18060013000555, 18060013000556, 18060013000557",1.81E+11,Santa Barbara,130159,Fecal Coliform,Pathogens,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Arroyo Paredon,CAR3153401019990222143223,River & Stream,5.33,Miles,5,"3315.340003, 3315.340004","18060013000555, 18060013000556, 18060013000557",1.81E+11,Santa Barbara,110812,Sodium,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Arroyo Seco River,CAR3096003219990222144047,River & Stream,43.32,Miles,5,"3309.300000, 3309.600301, 3309.600302, 3309.600303, 3309.600306, 3309.600307, 3309.600308, 3309.600403","18060005000047, 18060005000048, 18060005000051, 18060005000052, 18060005000058, 18060005000079, 18060005000080, 18060005000081, 18060005000082, 18060005000083, (Total Count: 56)","180600051303, 180600051307, 180600051309, 180600051311, 180600051405",Monterey,126139,"Temperature, water",Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,Impaired reach is from the confluence with Tassajara Creek downstream to the confluence with the Salinas River.
3,Regional Board 3 - Central Coast Region,Atascadero Creek (San Luis Obispo County),CAR3098112419990222145136,River & Stream,5.47,Miles,5,3309.811404,"18060005000770, 18060005000771","180600050204, 180600050205, 180600050403",San Luis Obispo,125736,Escherichia coli (E. coli),Pathogens,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Atascadero Creek (San Luis Obispo County),CAR3098112419990222145136,River & Stream,5.47,Miles,5,3309.811404,"18060005000770, 18060005000771","180600050204, 180600050205, 180600050403",San Luis Obispo,108817,"Oxygen, Dissolved",Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Atascadero Creek (Santa Barbara County),CAR3153101119990222145750,River & Stream,6.18,Miles,5,"3315.310001, 3315.310003","18060013000423, 18060013000427, 18060013000428, 18060013000432",1.81E+11,Santa Barbara,100154,Benthic Community Effects,Other Cause,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2034,,,,
3,Regional Board 3 - Central Coast Region,Atascadero Creek (Santa Barbara County),CAR3153101119990222145750,River & Stream,6.18,Miles,5,"3315.310001, 3315.310003","18060013000423, 18060013000427, 18060013000428, 18060013000432",1.81E+11,Santa Barbara,110533,Chloride,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Atascadero Creek (Santa Barbara County),CAR3153101119990222145750,River & Stream,6.18,Miles,5,"3315.310001, 3315.310003","18060013000423, 18060013000427, 18060013000428, 18060013000432",1.81E+11,Santa Barbara,121593,Nitrate,Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Atascadero Creek (Santa Barbara County),CAR3153101119990222145750,River & Stream,6.18,Miles,5,"3315.310001, 3315.310003","18060013000423, 18060013000427, 18060013000428, 18060013000432",1.81E+11,Santa Barbara,110556,"Oxygen, Dissolved",Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Atascadero Creek (Santa Barbara County),CAR3153101119990222145750,River & Stream,6.18,Miles,5,"3315.310001, 3315.310003","18060013000423, 18060013000427, 18060013000428, 18060013000432",1.81E+11,Santa Barbara,110563,Sodium,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Atascadero Creek (Santa Barbara County),CAR3153101119990222145750,River & Stream,6.18,Miles,5,"3315.310001, 3315.310003","18060013000423, 18060013000427, 18060013000428, 18060013000432",1.81E+11,Santa Barbara,126184,"Temperature, water",Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Atascadero Creek (Santa Barbara County),CAR3153101119990222145750,River & Stream,6.18,Miles,5,"3315.310001, 3315.310003","18060013000423, 18060013000427, 18060013000428, 18060013000432",1.81E+11,Santa Barbara,110566,Toxicity,Total Toxics,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Atascadero Creek (Santa Barbara County),CAR3153101119990222145750,River & Stream,6.18,Miles,5,"3315.310001, 3315.310003","18060013000423, 18060013000427, 18060013000428, 18060013000432",1.81E+11,Santa Barbara,110557,pH,Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Bell Creek (Santa Barbara Co),CAR3151001320050531122629,River & Stream,1.03,Miles,5,3315.100103,1.81E+13,1.81E+11,Santa Barbara,110442,Toxicity,Total Toxics,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Bennett Slough,CAR3060001420080611160605,River & Stream,1.93,Miles,5,3306.000004,"18060015000692, 18060015000743",1.81E+11,Monterey,72421,Chlorophyll-a,Nutrients,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2018,,,,
3,Regional Board 3 - Central Coast Region,Bennett Slough,CAR3060001420080611160605,River & Stream,1.93,Miles,5,3306.000004,"18060015000692, 18060015000743",1.81E+11,Monterey,71858,"Oxygen, Dissolved",Nutrients,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2018,,,,
3,Regional Board 3 - Central Coast Region,Bennett Slough,CAR3060001420080611160605,River & Stream,1.93,Miles,5,3306.000004,"18060015000692, 18060015000743",1.81E+11,Monterey,72146,pH,Other Cause,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2018,,,,
3,Regional Board 3 - Central Coast Region,Big Creek (Big Sur Coast),CAR3080005019990223091332,River & Stream,6.58,Miles,5,"3308.000501, 3308.000503","18060006000199, 18060006000568, 18060006000569, 18060006000571, 18060006000572, 18060006000573, 18060006000577, 18060006000579, 18060006000580","180600060303, 180600060305",Monterey,107794,pH,Other Cause,Natural Sources,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Blanco Drain,CAR3091101019981209161509,River & Stream,9.17,Miles,5,3309.11,"18060005004407, 18060005022081, 18060005022092, 18060005022141, 18060005022168, 18060005022223, 18060005022251",1.81E+11,Monterey,130033,DDD (Dichlorodiphenyldichloroethane),Pesticides,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Blanco Drain,CAR3091101019981209161509,River & Stream,9.17,Miles,5,3309.11,"18060005004407, 18060005022081, 18060005022092, 18060005022141, 18060005022168, 18060005022223, 18060005022251",1.81E+11,Monterey,130092,DDE (Dichlorodiphenyldichloroethylene),Pesticides,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Blanco Drain,CAR3091101019981209161509,River & Stream,9.17,Miles,5,3309.11,"18060005004407, 18060005022081, 18060005022092, 18060005022141, 18060005022168, 18060005022223, 18060005022251",1.81E+11,Monterey,125664,Turbidity,Sediment,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Blosser Channel,CAR3121003020011121135941,River & Stream,2.04,Miles,5,3312.1003,,"180600080601, 180600080603","San Luis Obispo, Santa Barbara",126168,"Temperature, water",Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Blosser Channel,CAR3121003020011121135941,River & Stream,2.04,Miles,5,3312.1003,,"180600080601, 180600080603","San Luis Obispo, Santa Barbara",109544,Turbidity,Sediment,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Blosser Channel,CAR3121003020011121135941,River & Stream,2.04,Miles,5,3312.1003,,"180600080601, 180600080603","San Luis Obispo, Santa Barbara",109539,pH,Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Bradley Canyon Creek,CAR3121003020011121144840,River & Stream,20.2,Miles,5,"3312.100204, 3312.100300","18060008000266, 18060008000987, 18060008000988, 18060008000990, 18060008000991, 18060008000996, 18060008000998, 18060008000999, 18060008001008","180600080503, 180600080602",Santa Barbara,109599,Turbidity,Sediment,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Bradley Canyon Creek,CAR3121003020011121144840,River & Stream,20.2,Miles,5,"3312.100204, 3312.100300","18060008000266, 18060008000987, 18060008000988, 18060008000990, 18060008000991, 18060008000996, 18060008000998, 18060008000999, 18060008001008","180600080503, 180600080602",Santa Barbara,109594,pH,Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Bradley Channel,CAR3121003020021002233532,River & Stream,3.68,Miles,5,31210030,,,Santa Barbara,110043,Turbidity,Sediment,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Bradley Channel,CAR3121003020021002233532,River & Stream,3.68,Miles,5,31210030,,,Santa Barbara,110034,pH,Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,"Cachuma, Lake",CAL3145106519980805101508,Lake & Reservoir,3168.71,Acres,5,"3314.400101, 3314.400102, 3314.510504, 3314.510605, 3314.510702, 3314.510800, 3314.510901, 3314.510902, 3314.520000",1.81E+13,"180600100304, 180600100402, 180600100501, 180600100505",Santa Barbara,131068,Mercury,Metals,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Camp Evers Creek,CAR3041204120080603112335,River & Stream,0.81,Miles,5,3304.120504,1.81E+13,1.81E+11,Santa Cruz,125625,Escherichia coli (E. coli),Pathogens,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Canada De La Gaviota,CAR3151003119990223115746,River & Stream,7.13,Miles,5,"3315.100301, 3315.100302, 3315.100403","18060013000283, 18060013000284, 18060013000285, 18060013000294, 18060013000295, 18060013000296, 18060013000299, 18060013000301","180600130103, 180600130104, 180600130105",Santa Barbara,110482,Boron,Metals,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Canada De La Gaviota,CAR3151003119990223115746,River & Stream,7.13,Miles,5,"3315.100301, 3315.100302, 3315.100403","18060013000283, 18060013000284, 18060013000285, 18060013000294, 18060013000295, 18060013000296, 18060013000299, 18060013000301","180600130103, 180600130104, 180600130105",Santa Barbara,110484,Chloride,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Canada De La Gaviota,CAR3151003119990223115746,River & Stream,7.13,Miles,5,"3315.100301, 3315.100302, 3315.100403","18060013000283, 18060013000284, 18060013000285, 18060013000294, 18060013000295, 18060013000296, 18060013000299, 18060013000301","180600130103, 180600130104, 180600130105",Santa Barbara,110495,Sodium,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Canada Del Refugio,CAR3151002219990223132423,River & Stream,6.89,Miles,5,3315.100202,"18060013000350, 18060013000352, 18060013000357, 18060013000359",1.81E+11,Santa Barbara,110471,Chloride,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Canada Del Refugio,CAR3151002219990223132423,River & Stream,6.89,Miles,5,3315.100202,"18060013000350, 18060013000352, 18060013000357, 18060013000359",1.81E+11,Santa Barbara,110475,Sodium,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carnadero Creek (Uvas Creek below Bloomfield Road),CAR3053002019990223155037,River & Stream,3.18,Miles,5,3305.3002,"18060002000350, 18060002000351, 18060002000352, 18060002000353, 18060002002349, 18060002002358","180600020402, 180600020801","San Benito, Santa Clara",107393,Turbidity,Sediment,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carneros Creek (Monterey County),CAR3060001020090115165216,River & Stream,12.2,Miles,5,"3306.000001, 3306.000002, 3306.000004, 3306.000006","18060015000607, 18060015000725, 18060015000834, 18060015001017, 18060015001039, 18060015001051, 18060015001086, 18060015001239, 18060015001314, 18060015001354, (Total Count: 11)",1.81E+11,"Monterey, San Benito",126618,Ammonia,Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2025,,,,
3,Regional Board 3 - Central Coast Region,Carneros Creek (Monterey County),CAR3060001020090115165216,River & Stream,12.2,Miles,5,"3306.000001, 3306.000002, 3306.000004, 3306.000006","18060015000607, 18060015000725, 18060015000834, 18060015001017, 18060015001039, 18060015001051, 18060015001086, 18060015001239, 18060015001314, 18060015001354, (Total Count: 11)",1.81E+11,"Monterey, San Benito",113586,Chlorophyll-a,Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2018,,,,
3,Regional Board 3 - Central Coast Region,Carneros Creek (Monterey County),CAR3060001020090115165216,River & Stream,12.2,Miles,5,"3306.000001, 3306.000002, 3306.000004, 3306.000006","18060015000607, 18060015000725, 18060015000834, 18060015001017, 18060015001039, 18060015001051, 18060015001086, 18060015001239, 18060015001314, 18060015001354, (Total Count: 11)",1.81E+11,"Monterey, San Benito",125752,Nitrate,Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2025,,,,
3,Regional Board 3 - Central Coast Region,Carneros Creek (Monterey County),CAR3060001020090115165216,River & Stream,12.2,Miles,5,"3306.000001, 3306.000002, 3306.000004, 3306.000006","18060015000607, 18060015000725, 18060015000834, 18060015001017, 18060015001039, 18060015001051, 18060015001086, 18060015001239, 18060015001314, 18060015001354, (Total Count: 11)",1.81E+11,"Monterey, San Benito",113606,"Oxygen, Dissolved",Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2025,,,,
3,Regional Board 3 - Central Coast Region,Carneros Creek (Monterey County),CAR3060001020090115165216,River & Stream,12.2,Miles,5,"3306.000001, 3306.000002, 3306.000004, 3306.000006","18060015000607, 18060015000725, 18060015000834, 18060015001017, 18060015001039, 18060015001051, 18060015001086, 18060015001239, 18060015001314, 18060015001354, (Total Count: 11)",1.81E+11,"Monterey, San Benito",113611,Turbidity,Sediment,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carneros Creek (Monterey County),CAR3060001020090115165216,River & Stream,12.2,Miles,5,"3306.000001, 3306.000002, 3306.000004, 3306.000006","18060015000607, 18060015000725, 18060015000834, 18060015001017, 18060015001039, 18060015001051, 18060015001086, 18060015001239, 18060015001314, 18060015001354, (Total Count: 11)",1.81E+11,"Monterey, San Benito",113608,pH,Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carneros Creek (Santa Barbara County),CAR3153102019990304143658,River & Stream,6.11,Miles,5,"3315.310002, 3315.310003","18060013000474, 18060013000667",1.81E+11,Santa Barbara,125746,Escherichia coli (E. coli),Pathogens,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carneros Creek (Santa Barbara County),CAR3153102019990304143658,River & Stream,6.11,Miles,5,"3315.310002, 3315.310003","18060013000474, 18060013000667",1.81E+11,Santa Barbara,126308,Specific Conductivity,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carpinteria Creek (below Gobernador Creek),CAR3153400020150114040512,River & Stream,2.31,Miles,5,"3315.340001, 3315.340003",1.81E+13,"180600130204, 180600130205",Santa Barbara,125747,Escherichia coli (E. coli),Pathogens,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carpinteria Creek (below Gobernador Creek),CAR3153400020150114040512,River & Stream,2.31,Miles,5,"3315.340001, 3315.340003",1.81E+13,"180600130204, 180600130205",Santa Barbara,125759,Nitrate,Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carpinteria Creek (below Gobernador Creek),CAR3153400020150114040512,River & Stream,2.31,Miles,5,"3315.340001, 3315.340003",1.81E+13,"180600130204, 180600130205",Santa Barbara,114304,"Oxygen, Dissolved",Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carpinteria Creek (below Gobernador Creek),CAR3153400020150114040512,River & Stream,2.31,Miles,5,"3315.340001, 3315.340003",1.81E+13,"180600130204, 180600130205",Santa Barbara,84118,Sodium,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2027,,,,
3,Regional Board 3 - Central Coast Region,Carpinteria Creek (below Gobernador Creek),CAR3153400020150114040512,River & Stream,2.31,Miles,5,"3315.340001, 3315.340003",1.81E+13,"180600130204, 180600130205",Santa Barbara,114309,Toxicity,Total Toxics,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carpinteria Marsh (El Estero),CAE3153402019980827165144,Estuary,200.96,Acres,5,3315.340003,,1.81E+11,Santa Barbara,129364,Nutrients,Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Carpinteria Marsh (El Estero),CAE3153402019980827165144,Estuary,200.96,Acres,5,3315.340003,,1.81E+11,Santa Barbara,106051,"Oxygen, Dissolved",Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Chesbro Reservoir,CAL3052001420020124162255,Lake & Reservoir,235.15,Acres,5,"3305.200104, 3305.300200","18060002001928, 18060002001930, 18060002001932",1.81E+11,Santa Clara,131322,Mercury,Metals,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Cholame Creek,CAR3170008120011127080727,River & Stream,8.84,Miles,5,"3317.000503, 3317.000904, 3317.000906","18060004000095, 18060004000096, 18060004000097","180600040206, 180600040207, 180600040402",San Luis Obispo,80597,Chloride,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2027,,,,
3,Regional Board 3 - Central Coast Region,Cholame Creek,CAR3170008120011127080727,River & Stream,8.84,Miles,5,"3317.000503, 3317.000904, 3317.000906","18060004000095, 18060004000096, 18060004000097","180600040206, 180600040207, 180600040402",San Luis Obispo,111081,"Oxygen, Dissolved",Nutrients,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,The impaired reach length is 1 mile and centered on Bitterwater Road.
3,Regional Board 3 - Central Coast Region,Cholame Creek,CAR3170008120011127080727,River & Stream,8.84,Miles,5,"3317.000503, 3317.000904, 3317.000906","18060004000095, 18060004000096, 18060004000097","180600040206, 180600040207, 180600040402",San Luis Obispo,73038,Sodium,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2027,,,,
3,Regional Board 3 - Central Coast Region,Cholame Creek,CAR3170008120011127080727,River & Stream,8.84,Miles,5,"3317.000503, 3317.000904, 3317.000906","18060004000095, 18060004000096, 18060004000097","180600040206, 180600040207, 180600040402",San Luis Obispo,72894,Specific Conductivity,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2027,,,,
3,Regional Board 3 - Central Coast Region,Chorro Creek,CAR3102201219980825120817,River & Stream,14.86,Miles,5,"3310.220001, 3310.220002, 3310.220003, 3310.270000","18060006000063, 18060006000064, 18060006000065, 18060006000066, 18060006000067, 18060006000904, 18060006000905, 18060006000906, 18060006000907, 18060006000908, (Total Count: 11)",1.81E+11,San Luis Obispo,131911,Benthic Community Effects,Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Chorro Creek,CAR3102201219980825120817,River & Stream,14.86,Miles,5,"3310.220001, 3310.220002, 3310.220003, 3310.270000","18060006000063, 18060006000064, 18060006000065, 18060006000066, 18060006000067, 18060006000904, 18060006000905, 18060006000906, 18060006000907, 18060006000908, (Total Count: 11)",1.81E+11,San Luis Obispo,109074,Toxicity,Total Toxics,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Chualar Creek,CAR3091900020080604161337,River & Stream,13.7,Miles,5,30919000,,,Monterey,112268,Dimethoate,Pesticides,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Chualar Creek,CAR3091900020080604161337,River & Stream,13.7,Miles,5,30919000,,,Monterey,112249,Malathion,Pesticides,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2025,,,,
3,Regional Board 3 - Central Coast Region,Chualar Creek,CAR3091900020080604161337,River & Stream,13.7,Miles,5,30919000,,,Monterey,112258,Turbidity,Sediment,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,Chualar Creek,CAR3091900020080604161337,River & Stream,13.7,Miles,5,30919000,,,Monterey,112254,pH,Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
3,Regional Board 3 - Central Coast Region,"Chualar Creek, South Branch",CAR3091101020080604161515,River & Stream,3.1,Miles,5,30911010,,,Monterey,126200,"Temperature, water",Other Cause,No Source Analysis Available,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2035,,,,
