CITY,COUNTY_NAME,CURRENT_DESIGN_FLOW,CWNS_ID,FACILITY_NAME,FACILITY_TYPE,LATITUDE,LONGITUDE,PERMIT_NUMBER,POP_PERCENT_INCREASE,STATE_CODE,TOTAL_RES_POPULATION_2022,TOTAL_RES_POPULATION_2042
Churubusco,Whitley,0.41,18005831001,CHURUBUSCO WWTP,Collection: Separate Sewers,41.2331,-85.3098,IN0021113,28.88,IN,2607.0,3360.0
Churubusco,Whitley,0.41,18005831001,CHURUBUSCO WWTP,Treatment Plant,41.2331,-85.3098,IN0021113,28.88,IN,2607.0,3360.0
Churubusco,Whitley,0.41,18005831001,CHURUBUSCO WWTP,Ocean Discharge,41.2331,-85.3098,IN0021113,28.88,IN,2607.0,3360.0
Larwill,,,18005832001,LARWILL CS,Collection: Separate Sewers,41.177738,-85.62514,,0.0,IN,273.0,273.0
Columbia City,Whitley,0.35,18005835001,TRI LAKES RSD WWTP,Collection: Separate Sewers,41.2109,-85.4207,IN0055166,0.0,IN,1329.0,1329.0
Columbia City,Whitley,0.35,18005835001,TRI LAKES RSD WWTP,Treatment Plant,41.2109,-85.4207,IN0055166,0.0,IN,1329.0,1329.0
Columbia City,Whitley,0.35,18005835001,TRI LAKES RSD WWTP,Ocean Discharge,41.2109,-85.4207,IN0055166,0.0,IN,1329.0,1329.0
Windfall,Tipton,0.13,18005993001,WINDFALL WWTP,Collection: Separate Sewers,40.4801,-85.9639,IN0040762,0.0,IN,696.0,696.0
Windfall,Tipton,0.13,18005993001,WINDFALL WWTP,Treatment Plant,40.4801,-85.9639,IN0040762,0.0,IN,696.0,696.0
Windfall,Tipton,0.13,18005993001,WINDFALL WWTP,Ocean Discharge,40.4801,-85.9639,IN0040762,0.0,IN,696.0,696.0
Wolcottville,,0.069,18005994011,ADAMS LAKE RSD,Collection: Separate Sewers,41.5405,-85.3332,IN0055123,0.0,IN,700.0,700.0
Wolcottville,,0.069,18005994011,ADAMS LAKE RSD,Treatment Plant,41.5405,-85.3332,IN0055123,0.0,IN,700.0,700.0
Wolcottville,,0.069,18005994011,ADAMS LAKE RSD,Ocean Discharge,41.5405,-85.3332,IN0055123,0.0,IN,700.0,700.0
Gosport,,0.061,18005995011,GOSPORT WWTP,Collection: Separate Sewers,39.3432,-86.66,IN0040088,0.0,IN,842.0,842.0
Gosport,,0.061,18005995011,GOSPORT WWTP,Treatment Plant,39.3432,-86.66,IN0040088,0.0,IN,842.0,842.0
Gosport,,0.061,18005995011,GOSPORT WWTP,Ocean Discharge,39.3432,-86.66,IN0040088,0.0,IN,842.0,842.0
Huntington,Huntington,2.6,18006011001,HUNTINGTON WWTP,Collection: Combined Sewers,40.8766,-85.5319,IN0023132,0.75,IN,18823.0,18964.0
Huntington,Huntington,2.6,18006011001,HUNTINGTON WWTP,Collection: Separate Sewers,40.8766,-85.5319,IN0023132,0.75,IN,18823.0,18964.0
Huntington,Huntington,2.6,18006011001,HUNTINGTON WWTP,Treatment Plant,40.8766,-85.5319,IN0023132,0.75,IN,18823.0,18964.0
Huntington,Huntington,2.6,18006011001,HUNTINGTON WWTP,Ocean Discharge,40.8766,-85.5319,IN0023132,0.75,IN,18823.0,18964.0
Huntington,Huntington,,18006013001,Rural Huntington RWSD,Collection: Separate Sewers,40.911696,-85.528908,,0.0,IN,579.0,579.0
Huntington,,,18006014001,Norwood RWSD CS,Collection: Separate Sewers,40.7144,-85.5054,,0.0,IN,750.0,750.0
Boonville,,,18006015001,German Township SD C.S.,Collection: Separate Sewers,38.04363,-87.272301,,0.0,IN,7384.0,7384.0
Wadesville,,0.21,18006016001,Posey County RSD - Wadesville and Blairsville,Collection: Separate Sewers,38.102548,-87.789173,INRA06921,0.0,IN,912.0,912.0
Wadesville,,0.21,18006016001,Posey County RSD - Wadesville and Blairsville,Treatment Plant,38.102548,-87.789173,INRA06921,0.0,IN,912.0,912.0
Wadesville,,0.21,18006016001,Posey County RSD - Wadesville and Blairsville,Ocean Discharge,38.102548,-87.789173,INRA06921,0.0,IN,912.0,912.0
Fremont,,,18006017001,Clear Lake CS,Collection: Separate Sewers,41.721618,-84.937878,,0.0,IN,354.0,354.0
Albion,Noble,0.1,18006019001,"Bear, High, Wolf Lake RSD",Collection: Separate Sewers,41.3192,-85.5098,IN0038822,64.76,IN,210.0,346.0
Albion,Noble,0.1,18006019001,"Bear, High, Wolf Lake RSD",Treatment Plant,41.3192,-85.5098,IN0038822,64.76,IN,210.0,346.0
Albion,Noble,0.1,18006019001,"Bear, High, Wolf Lake RSD",Ocean Discharge,41.3192,-85.5098,IN0038822,64.76,IN,210.0,346.0
Stinesville,,0.01,18006020001,Monroe County RSD,Collection: Separate Sewers,39.0656,-86.457,IN0050105,0.0,IN,125.0,125.0
Stinesville,,0.01,18006020001,Monroe County RSD,Treatment Plant,39.0656,-86.457,IN0050105,0.0,IN,125.0,125.0
Stinesville,,0.01,18006020001,Monroe County RSD,Ocean Discharge,39.0656,-86.457,IN0050105,0.0,IN,125.0,125.0
Richland,Spencer,,18006030001,Luce Township,Collection: Separate Sewers,37.902491,-87.212906,,0.0,IN,1685.0,1685.0
Fulda,Spencer,0.012,18006040001,Fulda RSD,Collection: Separate Sewers,38.1128,-86.8389,,0.0,IN,167.0,167.0
Fulda,Spencer,0.012,18006040001,Fulda RSD,Treatment Plant,38.1128,-86.8389,,0.0,IN,167.0,167.0
Fulda,Spencer,0.012,18006040001,Fulda RSD,Water Reuse,38.1128,-86.8389,,0.0,IN,167.0,167.0
Avon,,5.0,18006050001,West Central Consercancy District,Collection: Separate Sewers,39.7585,-86.4143,IN0051632,0.0,IN,11000.0,11000.0
Avon,,5.0,18006050001,West Central Consercancy District,Treatment Plant,39.7585,-86.4143,IN0051632,0.0,IN,11000.0,11000.0
Avon,,5.0,18006050001,West Central Consercancy District,Ocean Discharge,39.7585,-86.4143,IN0051632,0.0,IN,11000.0,11000.0
Alexandria,,,18008001001,Orestes CS,Collection: Separate Sewers,40.270096,-85.725546,,0.0,IN,450.0,450.0
Jeffersonville,,9.0,18080000016,Jeffersonville Downtown WWTP,Collection: Separate Sewers,38.3654,-85.6986,IN0023302,0.0,IN,33543.0,33543.0
Jeffersonville,,9.0,18080000016,Jeffersonville Downtown WWTP,Collection: Combined Sewers,38.3654,-85.6986,IN0023302,0.0,IN,33543.0,33543.0
Jeffersonville,,9.0,18080000016,Jeffersonville Downtown WWTP,Treatment Plant,38.3654,-85.6986,IN0023302,0.0,IN,33543.0,33543.0
Jeffersonville,,9.0,18080000016,Jeffersonville Downtown WWTP,Ocean Discharge,38.3654,-85.6986,IN0023302,0.0,IN,33543.0,33543.0
Bryant,,0.08,18080000017,Bryant WWTP,Collection: Separate Sewers,40.5295,-84.9563,IN0055158,0.0,IN,239.0,239.0
Bryant,,0.08,18080000017,Bryant WWTP,Treatment Plant,40.5295,-84.9563,IN0055158,0.0,IN,239.0,239.0
Bryant,,0.08,18080000017,Bryant WWTP,Ocean Discharge,40.5295,-84.9563,IN0055158,0.0,IN,239.0,239.0
New Salisbury,Harrison,0.06,18080000018,Harrison County RSD,Collection: Separate Sewers,38.3204,-86.0709,IN0042005,0.0,IN,1280.0,1280.0
New Salisbury,Harrison,0.06,18080000018,Harrison County RSD,Treatment Plant,38.3204,-86.0709,IN0042005,0.0,IN,1280.0,1280.0
New Salisbury,Harrison,0.06,18080000018,Harrison County RSD,Ocean Discharge,38.3204,-86.0709,IN0042005,0.0,IN,1280.0,1280.0
Mexico,,0.1,18080000020,Mexico WWTP,Collection: Separate Sewers,40.823115,-86.117597,IN0063959,0.0,IN,915.0,915.0
Mexico,,0.1,18080000020,Mexico WWTP,Treatment Plant,40.823115,-86.117597,IN0063959,0.0,IN,915.0,915.0
Mexico,,0.1,18080000020,Mexico WWTP,Ocean Discharge,40.823115,-86.117597,IN0063959,0.0,IN,915.0,915.0
Lexington,,0.041,18080000021,Scott County Regional Sewer Dist,Collection: Separate Sewers,38.6592,-85.6286,IN0062251,0.0,IN,132.0,132.0
Lexington,,0.041,18080000021,Scott County Regional Sewer Dist,Treatment Plant,38.6592,-85.6286,IN0062251,0.0,IN,132.0,132.0
Lexington,,0.041,18080000021,Scott County Regional Sewer Dist,Ocean Discharge,38.6592,-85.6286,IN0062251,0.0,IN,132.0,132.0
Bloomington,,0.3,18080000022,Caslon WWTP,Collection: Separate Sewers,39.014,-86.5319,IN0045187,0.0,IN,3117.0,3117.0
Bloomington,,0.3,18080000022,Caslon WWTP,Treatment Plant,39.014,-86.5319,IN0045187,0.0,IN,3117.0,3117.0
Bloomington,,0.3,18080000022,Caslon WWTP,Ocean Discharge,39.014,-86.5319,IN0045187,0.0,IN,3117.0,3117.0
Bedford,,0.037,18080000023,Briarwood WWTP,Collection: Separate Sewers,38.9764,-86.5505,IN0038920,0.0,IN,210.0,210.0
Bedford,,0.037,18080000023,Briarwood WWTP,Treatment Plant,38.9764,-86.5505,IN0038920,0.0,IN,210.0,210.0
Bedford,,0.037,18080000023,Briarwood WWTP,Ocean Discharge,38.9764,-86.5505,IN0038920,0.0,IN,210.0,210.0
West Harrison,,0.57,18080000024,St Leon WWTP,Collection: Separate Sewers,39.2796,-84.8749,IN0058408,0.0,IN,3032.0,3032.0
West Harrison,,0.57,18080000024,St Leon WWTP,Treatment Plant,39.2796,-84.8749,IN0058408,0.0,IN,3032.0,3032.0
West Harrison,,0.57,18080000024,St Leon WWTP,Ocean Discharge,39.2796,-84.8749,IN0058408,0.0,IN,3032.0,3032.0
Saint Mary Of The Woods,,0.15,18080000025,Thralls Station RSD,Collection: Separate Sewers,39.509537,-87.460828,IN0109592,0.0,IN,767.0,767.0
Saint Mary Of The Woods,,0.15,18080000025,Thralls Station RSD,Treatment Plant,39.509537,-87.460828,IN0109592,0.0,IN,767.0,767.0
Saint Mary Of The Woods,,0.15,18080000025,Thralls Station RSD,Ocean Discharge,39.509537,-87.460828,IN0109592,0.0,IN,767.0,767.0
Walkerton,,0.219,18120000001,Koontz Lake RSD,Collection: Separate Sewers,41.404,-86.4748,IN0063606,0.0,IN,1667.0,1667.0
Walkerton,,0.219,18120000001,Koontz Lake RSD,Treatment Plant,41.404,-86.4748,IN0063606,0.0,IN,1667.0,1667.0
Walkerton,,0.219,18120000001,Koontz Lake RSD,Ocean Discharge,41.404,-86.4748,IN0063606,0.0,IN,1667.0,1667.0
Bippus,,0.02,18120000002,BIPPUS RSD,Collection: Separate Sewers,40.9604,-85.6241,IN0061310,0.0,IN,661.0,661.0
Bippus,,0.02,18120000002,BIPPUS RSD,Treatment Plant,40.9604,-85.6241,IN0061310,0.0,IN,661.0,661.0
Bippus,,0.02,18120000002,BIPPUS RSD,Ocean Discharge,40.9604,-85.6241,IN0061310,0.0,IN,661.0,661.0
Zionsville,Boone,5.72,18120000003,TriCo RSD,Collection: Separate Sewers,39.9407,-86.2643,IN0055760,0.0,IN,15149.0,15149.0
Zionsville,Boone,5.72,18120000003,TriCo RSD,Treatment Plant,39.9407,-86.2643,IN0055760,0.0,IN,15149.0,15149.0
Zionsville,Boone,5.72,18120000003,TriCo RSD,Ocean Discharge,39.9407,-86.2643,IN0055760,0.0,IN,15149.0,15149.0
Huntington,Huntington,0.018,18120000004,Dawn Lakes RSD,Collection: Separate Sewers,40.9606,-85.5162,IN0051187,0.0,IN,141.0,141.0
Huntington,Huntington,0.018,18120000004,Dawn Lakes RSD,Treatment Plant,40.9606,-85.5162,IN0051187,0.0,IN,141.0,141.0
Huntington,Huntington,0.018,18120000004,Dawn Lakes RSD,Ocean Discharge,40.9606,-85.5162,IN0051187,0.0,IN,141.0,141.0
Bennington,,0.04,18120000005,East Enterprise RSD,Collection: Separate Sewers,38.8968,-84.9783,IN0058041,0.0,IN,418.0,418.0
Bennington,,0.04,18120000005,East Enterprise RSD,Treatment Plant,38.8968,-84.9783,IN0058041,0.0,IN,418.0,418.0
Bennington,,0.04,18120000005,East Enterprise RSD,Ocean Discharge,38.8968,-84.9783,IN0058041,0.0,IN,418.0,418.0
Florence,Switzerland,0.23,18120000006,Florence RSD,Collection: Separate Sewers,38.7872,-84.9309,IN0059200,0.0,IN,5018.0,5018.0
Florence,Switzerland,0.23,18120000006,Florence RSD,Treatment Plant,38.7872,-84.9309,IN0059200,0.0,IN,5018.0,5018.0
Florence,Switzerland,0.23,18120000006,Florence RSD,Ocean Discharge,38.7872,-84.9309,IN0059200,0.0,IN,5018.0,5018.0
Friendship,Ripley,0.03,18120000007,Friendship RSD,Collection: Separate Sewers,38.9652,-85.1382,IN0060411,0.0,IN,175.0,175.0
Friendship,Ripley,0.03,18120000007,Friendship RSD,Treatment Plant,38.9652,-85.1382,IN0060411,0.0,IN,175.0,175.0
Friendship,Ripley,0.03,18120000007,Friendship RSD,Ocean Discharge,38.9652,-85.1382,IN0060411,0.0,IN,175.0,175.0
Nashville,,0.05,18120000008,Gnaw Bone RSD,Collection: Separate Sewers,39.1906,-86.1529,IN0060526,0.0,IN,200.0,200.0
Nashville,,0.05,18120000008,Gnaw Bone RSD,Treatment Plant,39.1906,-86.1529,IN0060526,0.0,IN,200.0,200.0
Nashville,,0.05,18120000008,Gnaw Bone RSD,Ocean Discharge,39.1906,-86.1529,IN0060526,0.0,IN,200.0,200.0
Hartford City,,0.013,18120000009,Jackson Township RSD,Collection: Separate Sewers,40.3944,-85.279,IN0061000,0.0,IN,125.0,125.0
Hartford City,,0.013,18120000009,Jackson Township RSD,Treatment Plant,40.3944,-85.279,IN0061000,0.0,IN,125.0,125.0
Hartford City,,0.013,18120000009,Jackson Township RSD,Ocean Discharge,40.3944,-85.279,IN0061000,0.0,IN,125.0,125.0
Otwell,,0.075,18120000010,Jefferson Township RSD,Collection: Separate Sewers,38.4476,-87.0733,IN0046361,0.0,IN,766.0,766.0
Otwell,,0.075,18120000010,Jefferson Township RSD,Treatment Plant,38.4476,-87.0733,IN0046361,0.0,IN,766.0,766.0
Otwell,,0.075,18120000010,Jefferson Township RSD,Ocean Discharge,38.4476,-87.0733,IN0046361,0.0,IN,766.0,766.0
Greensburg,Decatur,0.1,18120000011,Lake Santee RWWD,Collection: Separate Sewers,39.4366,-85.3,IN0060704,0.0,IN,889.0,889.0
Greensburg,Decatur,0.1,18120000011,Lake Santee RWWD,Treatment Plant,39.4366,-85.3,IN0060704,0.0,IN,889.0,889.0
Greensburg,Decatur,0.1,18120000011,Lake Santee RWWD,Ocean Discharge,39.4366,-85.3,IN0060704,0.0,IN,889.0,889.0
Laotto,,0.05,18120000012,La Otto RSD,Collection: Separate Sewers,41.284813,-85.207246,IN0058611,0.0,IN,1684.0,1684.0
Laotto,,0.05,18120000012,La Otto RSD,Treatment Plant,41.284813,-85.207246,IN0058611,0.0,IN,1684.0,1684.0
Laotto,,0.05,18120000012,La Otto RSD,Ocean Discharge,41.284813,-85.207246,IN0058611,0.0,IN,1684.0,1684.0
Stockwell,,0.072,18120000013,Lauramie Township RSD WWTP,Collection: Separate Sewers,40.2874,-86.7628,IN0061964,0.0,IN,232.0,232.0
Stockwell,,0.072,18120000013,Lauramie Township RSD WWTP,Treatment Plant,40.2874,-86.7628,IN0061964,0.0,IN,232.0,232.0
Stockwell,,0.072,18120000013,Lauramie Township RSD WWTP,Ocean Discharge,40.2874,-86.7628,IN0061964,0.0,IN,232.0,232.0
Metamora,,0.06,18120000014,Metamora RSD,Collection: Separate Sewers,39.4497,-85.1483,IN0062391,0.0,IN,767.0,767.0
Metamora,,0.06,18120000014,Metamora RSD,Treatment Plant,39.4497,-85.1483,IN0062391,0.0,IN,767.0,767.0
Metamora,,0.06,18120000014,Metamora RSD,Ocean Discharge,39.4497,-85.1483,IN0062391,0.0,IN,767.0,767.0
Brook,,0.01,18120000015,Newton County RW & SD,Collection: Separate Sewers,40.9175,-87.3336,IN0063584,0.0,IN,52.0,52.0
Brook,,0.01,18120000015,Newton County RW & SD,Treatment Plant,40.9175,-87.3336,IN0063584,0.0,IN,52.0,52.0
Brook,,0.01,18120000015,Newton County RW & SD,Ocean Discharge,40.9175,-87.3336,IN0063584,0.0,IN,52.0,52.0
Rockfield,,0.03,18120000016,Rockfield RSD,Collection: Separate Sewers,40.6521,-86.5546,IN0061921,0.0,IN,251.0,251.0
Rockfield,,0.03,18120000016,Rockfield RSD,Treatment Plant,40.6521,-86.5546,IN0061921,0.0,IN,251.0,251.0
Rockfield,,0.03,18120000016,Rockfield RSD,Ocean Discharge,40.6521,-86.5546,IN0061921,0.0,IN,251.0,251.0
Wyatt,,0.036,18120000017,St. Joseph County RWSD,Collection: Separate Sewers,41.4938,-86.159,IN0063258,0.0,IN,268.0,268.0
Wyatt,,0.036,18120000017,St. Joseph County RWSD,Treatment Plant,41.4938,-86.159,IN0063258,0.0,IN,268.0,268.0
Wyatt,,0.036,18120000017,St. Joseph County RWSD,Ocean Discharge,41.4938,-86.159,IN0063258,0.0,IN,268.0,268.0
Albion,,0.145,18120000018,West Lakes RSD,Collection: Separate Sewers,41.4749,-85.4818,IN0063088,0.0,IN,1400.0,1400.0
Albion,,0.145,18120000018,West Lakes RSD,Treatment Plant,41.4749,-85.4818,IN0063088,0.0,IN,1400.0,1400.0
Albion,,0.145,18120000018,West Lakes RSD,Ocean Discharge,41.4749,-85.4818,IN0063088,0.0,IN,1400.0,1400.0
Knox,,0.284,18120000019,Bass Lake CD,Collection: Separate Sewers,41.2373,-86.7854,IN0058289,0.0,IN,1384.0,1384.0
Knox,,0.284,18120000019,Bass Lake CD,Treatment Plant,41.2373,-86.7854,IN0058289,0.0,IN,1384.0,1384.0
Knox,,0.284,18120000019,Bass Lake CD,Ocean Discharge,41.2373,-86.7854,IN0058289,0.0,IN,1384.0,1384.0
Madison,,0.02,18120000020,Brooksburg WWTP,Collection: Separate Sewers,38.735473,-85.240517,IN0060470,0.0,IN,72.0,72.0
Madison,,0.02,18120000020,Brooksburg WWTP,Treatment Plant,38.735473,-85.240517,IN0060470,0.0,IN,72.0,72.0
Madison,,0.02,18120000020,Brooksburg WWTP,Ocean Discharge,38.735473,-85.240517,IN0060470,0.0,IN,72.0,72.0
Fillmore,Putnam,0.4,18120000021,Clear Creek CD,Collection: Separate Sewers,39.717,-86.7159,IN0045527,0.0,IN,3830.0,3830.0
Fillmore,Putnam,0.4,18120000021,Clear Creek CD,Treatment Plant,39.717,-86.7159,IN0045527,0.0,IN,3830.0,3830.0
Fillmore,Putnam,0.4,18120000021,Clear Creek CD,Ocean Discharge,39.717,-86.7159,IN0045527,0.0,IN,3830.0,3830.0
Corunna,,0.024,18120000022,Corunna WWTP,Collection: Separate Sewers,41.4346,-85.1557,IN0047473,0.0,IN,227.0,227.0
Corunna,,0.024,18120000022,Corunna WWTP,Treatment Plant,41.4346,-85.1557,IN0047473,0.0,IN,227.0,227.0
Corunna,,0.024,18120000022,Corunna WWTP,Ocean Discharge,41.4346,-85.1557,IN0047473,0.0,IN,227.0,227.0
Fowlerton,,0.035,18120000023,Fowlerton WWTP,Collection: Separate Sewers,40.4139,-85.5784,IN0062286,0.0,IN,268.0,268.0
Fowlerton,,0.035,18120000023,Fowlerton WWTP,Treatment Plant,40.4139,-85.5784,IN0062286,0.0,IN,268.0,268.0
Fowlerton,,0.035,18120000023,Fowlerton WWTP,Ocean Discharge,40.4139,-85.5784,IN0062286,0.0,IN,268.0,268.0
Fulton,,0.033,18120000024,Fulton Municipal WWTP,Collection: Separate Sewers,40.9563,-86.2902,IN0060101,0.0,IN,188.0,188.0
Fulton,,0.033,18120000024,Fulton Municipal WWTP,Treatment Plant,40.9563,-86.2902,IN0060101,0.0,IN,188.0,188.0
Fulton,,0.033,18120000024,Fulton Municipal WWTP,Ocean Discharge,40.9563,-86.2902,IN0060101,0.0,IN,188.0,188.0
Glenwood,,0.045,18120000025,Glenwood WWTP,Collection: Separate Sewers,39.6063,-85.4501,IN0061778,0.0,IN,245.0,245.0
Glenwood,,0.045,18120000025,Glenwood WWTP,Treatment Plant,39.6063,-85.4501,IN0061778,0.0,IN,245.0,245.0
Glenwood,,0.045,18120000025,Glenwood WWTP,Ocean Discharge,39.6063,-85.4501,IN0061778,0.0,IN,245.0,245.0
Greens Fork,,0.04,18120000026,Greens Fork WWTP,Collection: Separate Sewers,39.8924,-85.0435,IN0061841,0.0,IN,150.0,150.0
Greens Fork,,0.04,18120000026,Greens Fork WWTP,Treatment Plant,39.8924,-85.0435,IN0061841,0.0,IN,150.0,150.0
Greens Fork,,0.04,18120000026,Greens Fork WWTP,Ocean Discharge,39.8924,-85.0435,IN0061841,0.0,IN,150.0,150.0
Dillsboro,Dearborn,0.02,18120000027,High Ridge WWTP,Collection: Separate Sewers,39.0386,-85.0414,IN0063525,0.0,IN,200.0,200.0
Dillsboro,Dearborn,0.02,18120000027,High Ridge WWTP,Treatment Plant,39.0386,-85.0414,IN0063525,0.0,IN,200.0,200.0
Dillsboro,Dearborn,0.02,18120000027,High Ridge WWTP,Ocean Discharge,39.0386,-85.0414,IN0063525,0.0,IN,200.0,200.0
Idaville,,,18120000028,Idaville,Collection: Separate Sewers,40.7518,-86.6674,,0.0,IN,440.0,440.0
Laconia,Harrison,0.01,18120000029,Laconia Municipal WWTP,Collection: Separate Sewers,38.0302,-86.0857,IN0061239,0.0,IN,73.0,73.0
Laconia,Harrison,0.01,18120000029,Laconia Municipal WWTP,Treatment Plant,38.0302,-86.0857,IN0061239,0.0,IN,73.0,73.0
Laconia,Harrison,0.01,18120000029,Laconia Municipal WWTP,Ocean Discharge,38.0302,-86.0857,IN0061239,0.0,IN,73.0,73.0
Kewanna,,0.065,18120000030,Lake Bruce CD WWTP,Collection: Separate Sewers,41.0823,-86.4708,IN0062855,0.0,IN,869.0,869.0
Kewanna,,0.065,18120000030,Lake Bruce CD WWTP,Treatment Plant,41.0823,-86.4708,IN0062855,0.0,IN,869.0,869.0
Kewanna,,0.065,18120000030,Lake Bruce CD WWTP,Ocean Discharge,41.0823,-86.4708,IN0062855,0.0,IN,869.0,869.0
Huntington,Huntington,0.04,18120000031,Mt Etna,Collection: Separate Sewers,40.7389,-85.5454,IN0058963,0.0,IN,111.0,111.0
Huntington,Huntington,0.04,18120000031,Mt Etna,Treatment Plant,40.7389,-85.5454,IN0058963,0.0,IN,111.0,111.0
Huntington,Huntington,0.04,18120000031,Mt Etna,Ocean Discharge,40.7389,-85.5454,IN0058963,0.0,IN,111.0,111.0
Valparaiso,,0.35,18120000032,Nature Works CD,Collection: Separate Sewers,41.4456,-87.1145,IN0058475,0.0,IN,1700.0,1700.0
Valparaiso,,0.35,18120000032,Nature Works CD,Treatment Plant,41.4456,-87.1145,IN0058475,0.0,IN,1700.0,1700.0
Valparaiso,,0.35,18120000032,Nature Works CD,Ocean Discharge,41.4456,-87.1145,IN0058475,0.0,IN,1700.0,1700.0
New Ross,Montgomery,0.02,18120000033,New Ross WWTP,Collection: Separate Sewers,39.9571,-86.6972,IN0059790,0.0,IN,220.0,220.0
New Ross,Montgomery,0.02,18120000033,New Ross WWTP,Treatment Plant,39.9571,-86.6972,IN0059790,0.0,IN,220.0,220.0
New Ross,Montgomery,0.02,18120000033,New Ross WWTP,Ocean Discharge,39.9571,-86.6972,IN0059790,0.0,IN,220.0,220.0
Macy,,0.118,18120000034,Nyona/ South Mud Lake CD,Collection: Separate Sewers,40.9576,-86.1881,IN0062464,0.0,IN,1200.0,1200.0
Macy,,0.118,18120000034,Nyona/ South Mud Lake CD,Treatment Plant,40.9576,-86.1881,IN0062464,0.0,IN,1200.0,1200.0
Macy,,0.118,18120000034,Nyona/ South Mud Lake CD,Ocean Discharge,40.9576,-86.1881,IN0062464,0.0,IN,1200.0,1200.0
Oldenburg,,0.15,18120000035,Oldenburg WWTP,Collection: Separate Sewers,39.3434,-85.2064,IN0023973,0.0,IN,647.0,647.0
Oldenburg,,0.15,18120000035,Oldenburg WWTP,Treatment Plant,39.3434,-85.2064,IN0023973,0.0,IN,647.0,647.0
Oldenburg,,0.15,18120000035,Oldenburg WWTP,Ocean Discharge,39.3434,-85.2064,IN0023973,0.0,IN,647.0,647.0
Poneto,Wells,0.024,18120000036,Poneto Municipal STP,Collection: Separate Sewers,40.6617,-85.2253,IN0059048,0.0,IN,174.0,174.0
Poneto,Wells,0.024,18120000036,Poneto Municipal STP,Treatment Plant,40.6617,-85.2253,IN0059048,0.0,IN,174.0,174.0
Poneto,Wells,0.024,18120000036,Poneto Municipal STP,Ocean Discharge,40.6617,-85.2253,IN0059048,0.0,IN,174.0,174.0
Rockport,Spencer,0.3,18120000037,Rockport North WWTP,Collection: Separate Sewers,37.9017,-87.0553,IN0061662,59.04,IN,3845.0,6115.0
Rockport,Spencer,0.3,18120000037,Rockport North WWTP,Collection: Combined Sewers,37.9017,-87.0553,IN0061662,59.04,IN,3845.0,6115.0
Rockport,Spencer,0.3,18120000037,Rockport North WWTP,Treatment Plant,37.9017,-87.0553,IN0061662,59.04,IN,3845.0,6115.0
Rockport,Spencer,0.3,18120000037,Rockport North WWTP,Ocean Discharge,37.9017,-87.0553,IN0061662,59.04,IN,3845.0,6115.0
Salamonia,,0.018,18120000038,Salamonia WWTP,Collection: Separate Sewers,40.3713,-84.8549,IN0060437,0.0,IN,151.0,151.0
Salamonia,,0.018,18120000038,Salamonia WWTP,Treatment Plant,40.3713,-84.8549,IN0060437,0.0,IN,151.0,151.0
Salamonia,,0.018,18120000038,Salamonia WWTP,Ocean Discharge,40.3713,-84.8549,IN0060437,0.0,IN,151.0,151.0
Pierceton,,0.025,18120000039,Sidney Municipal WWTP,Collection: Separate Sewers,41.105161,-85.743399,IN0062642,0.0,IN,193.0,193.0
Pierceton,,0.025,18120000039,Sidney Municipal WWTP,Treatment Plant,41.105161,-85.743399,IN0062642,0.0,IN,193.0,193.0
Pierceton,,0.025,18120000039,Sidney Municipal WWTP,Ocean Discharge,41.105161,-85.743399,IN0062642,0.0,IN,193.0,193.0
Stilesville,,0.035,18120000040,Stilesville WWTP,Collection: Separate Sewers,39.6304,-86.6415,IN0059986,0.0,IN,330.0,330.0
Stilesville,,0.035,18120000040,Stilesville WWTP,Treatment Plant,39.6304,-86.6415,IN0059986,0.0,IN,330.0,330.0
Stilesville,,0.035,18120000040,Stilesville WWTP,Ocean Discharge,39.6304,-86.6415,IN0059986,0.0,IN,330.0,330.0
Monterey,,0.03,18120000041,Monterey WWTP,Collection: Separate Sewers,41.1597,-86.4833,IN0060852,0.0,IN,267.0,267.0
Monterey,,0.03,18120000041,Monterey WWTP,Treatment Plant,41.1597,-86.4833,IN0060852,0.0,IN,267.0,267.0
Monterey,,0.03,18120000041,Monterey WWTP,Ocean Discharge,41.1597,-86.4833,IN0060852,0.0,IN,267.0,267.0
Monticello,,0.792,18120000042,Twin Lakes RSD - Big Monon Bay,Collection: Separate Sewers,40.8382,-86.788,IN0060887,0.0,IN,5769.0,5769.0
Monticello,,0.792,18120000042,Twin Lakes RSD - Big Monon Bay,Treatment Plant,40.8382,-86.788,IN0060887,0.0,IN,5769.0,5769.0
Monticello,,0.792,18120000042,Twin Lakes RSD - Big Monon Bay,Ocean Discharge,40.8382,-86.788,IN0060887,0.0,IN,5769.0,5769.0
Monticello,,0.37,18120000043,Twin Lakes RSD Rattlesnake Creek,Collection: Separate Sewers,40.7559,-86.7168,IN0062367,0.0,IN,4916.0,4916.0
Monticello,,0.37,18120000043,Twin Lakes RSD Rattlesnake Creek,Treatment Plant,40.7559,-86.7168,IN0062367,0.0,IN,4916.0,4916.0
Monticello,,0.37,18120000043,Twin Lakes RSD Rattlesnake Creek,Ocean Discharge,40.7559,-86.7168,IN0062367,0.0,IN,4916.0,4916.0
Greencastle,Putnam,0.1,18120000044,Van Bibber Lake CD,Collection: Separate Sewers,39.7284,-86.9364,IN0039624,0.0,IN,460.0,460.0
