"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","FACILITY_NAME","DESCRIPTION","OWNER_TYPE","SUPERFUND_FLAG","SEMS_ID","SCF_ELIGIBLE","REVIEW_STATUS","REVIEW_TYPE","DATE_LAST_MODIFIED","NO_NEEDS"
"06005340001",1175776,"CA","Wastewater","Sierra Lakes Collection System","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06005098002",3479031,"CA","Wastewater","Stillwater WWTF","","Public","N","","N","FA","Partial",01-DEC-22,""
"06002001001",1175262,"CA","Wastewater","Castro Valley (Collection)","","Public","N","","N","FA","Partial",29-AUG-22,"Y"
"06003043001",1175410,"CA","Wastewater","Templeton WW Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06004009004",1175480,"CA","Wastewater","LACSD (Whittier Narrows WRP)","","Public","N","","N","FA","Full",29-AUG-22,""
"06004009007",1175483,"CA","Wastewater","LACSD (Saugus WRP)","","Public","N","","N","FA","Full",29-AUG-22,""
"06005021001",1175542,"CA","Wastewater","Winton Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06003035001",1238813,"CA","Wastewater","SAN MIGUEL STP","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06001006001",1175172,"CA","Wastewater","Humboldt CSD Collection System","","Public","N","","N","FA","Full",01-DEC-22,""
"06003042001",1175409,"CA","Wastewater","Summerland WWTP","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06004008010",1175469,"CA","Wastewater","MALIBU WWTF","","Public","N","","N","FA","Full",01-MAR-23,""
"06005023002",1175544,"CA","Wastewater","Anderson WWTF","","Public","N","","N","FA","Partial",01-DEC-22,"Y"
"06008018001",1175971,"CA","Wastewater","Upland Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06008036001",1175991,"CA","Wastewater","Seal Beach, City of (Collection)","","Public","N","","N","FA","Partial",01-MAR-23,""
"06008068001",1176014,"CA","Wastewater","Anaheim Collection System","","Public","N","","N","FA","Partial",29-AUG-22,""
"06008073001",1176019,"CA","Wastewater","Yorba Linda Collection System","","Public","N","","N","FA","Partial",01-DEC-22,""
"06009049001",1176086,"CA","Wastewater","Imperial Beach Collection System","","Public","N","","N","FA","Partial",29-AUG-22,""
"06008017001",1175970,"CA","Wastewater","Grand Terrace Collection System","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06005004001",1238814,"CA","Wastewater","WOODLAND WWTF","","Public","N","","N","FA","Partial",01-DEC-22,""
"06003062001",1175429,"CA","Wastewater","Goleta West SD Collection System","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06005009001",1175529,"CA","Wastewater","Sacramento Regional County Sanitation District (Sacramento Regional Treatment Plant)","","Public","N","","N","FA","Full",01-JUN-22,""
"06005010001",1175530,"CA","Wastewater","Bakersfield WWTP #2","","Public","N","","N","FA","Partial",29-AUG-22,""
"06005026001",1175548,"CA","Wastewater","LOS BANOS WWTF","","Public","N","","N","FA","Partial",01-SEP-22,""
"06005218001",1175712,"CA","Wastewater","Sheridan WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005265001",1175744,"CA","Wastewater","BIGGS WWTF","","Public","N","","Y","FA","Partial",01-MAR-23,"Y"
"06005783001",1175853,"CA","Wastewater","Stallion Springs CSD WWTF","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06008066001",1176012,"CA","Wastewater","La Palma Collection System","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06001062001",1175222,"CA","Wastewater","Cotati Collection System","","Public","N","","N","FA","Partial",01-MAR-23,""
"06002060007",1175319,"CA","Wastewater","Tomales WWTP","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06002110001",1175349,"CA","Wastewater","Los Altos Collection System","","Public","N","","N","FA","Partial",29-AUG-22,""
"06002156001",1175366,"CA","Wastewater","Tamalpais Valley Collection System","","Public","N","","N","FA","Partial",29-AUG-22,""
"06005012001",1175534,"CA","Wastewater","KERMAN WWTF","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06005077001",1175595,"CA","Wastewater","TURLOCK WWTF","","Public","N","","N","FA","Partial",29-AUG-22,""
"06005105001",1175637,"CA","Wastewater","Tracy WWTP","","Public","N","","N","FA","Full",01-DEC-22,""
"06002174001",3008943,"CA","Wastewater","Albany Collection System","","Public","N","","N","FA","Partial",29-AUG-22,""
"06025023002",2875505,"CA","Stormwater","Anderson Storm Water System","","Public","N","","N","FA","None",01-MAR-23,"Y"
"06006028002",3349051,"CA","Wastewater","Leavitt Lake Evaporation Ponds","","Public","N","","Y","FA","Partial",01-MAR-23,"Y"
"06004017001",1175504,"CA","Wastewater","FILLMORE WWTF","","Public","N","","N","FA","Partial",01-MAR-23,""
"06005030001",1175552,"CA","Wastewater","Parksdale Collection System","","Public","N","","N","FA","Partial",01-MAR-23,""
"06001027001",1175195,"CA","Wastewater","Willits WWTF","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06001042001",1175207,"CA","Wastewater","Yreka WWTF","","Public","N","","Y","FA","Partial",11-AUG-23,"Y"
"06005107001",1175639,"CA","Wastewater","CERES WWTP","","Public","N","","N","FA","Full",01-MAR-23,""
"06005282001",1175749,"CA","Wastewater","CLEARLAKE OAKS WWTF","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06005607001",1175831,"CA","Wastewater","POPLAR WWTF","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06005511004",3477631,"CA","Wastewater","Yosemite West WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06001049001",1175215,"CA","Wastewater","ANCHOR BAY WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06002092001",1175344,"CA","Wastewater","BOLINAS WWTF","","Public","N","","N","FA","Partial",01-DEC-22,""
"06004009005",1175481,"CA","Wastewater","LACSD (Los Coyotes WRP)","","Public","N","","N","FA","Full",29-AUG-22,""
"06005068001",1175588,"CA","Wastewater","RIVERBANK WWTF","","Public","N","","N","FA","Full",01-DEC-22,""
"06007021001",1175929,"CA","Wastewater","Alan Horton WWTF","","Public","N","","N","FA","Full",01-DEC-22,""
"06008022001",1175976,"CA","Wastewater","OCSD WRP No. 1","","Public","N","","N","FA","Full",29-AUG-22,""
"06008023001",2942642,"CA","Wastewater","OCSD Collection System No. 1","","Public","N","","N","FA","Full",29-AUG-22,""
"06004037001",2833022,"CA","Wastewater","El Rio Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06029031001",402846,"CA","Stormwater","San Diego Storm Water System","","Public","N","","N","FA","Full",29-AUG-22,""
"06025121001",2860055,"CA","Stormwater","Sutter Creek Storm Water System","","Public","N","","Y","FA","None",03-MAY-23,"Y"
"06005080001",1238817,"CA","Wastewater","WATERFORD WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06002061001",1175320,"CA","Wastewater","Brisbane Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06004032001",1175516,"CA","Wastewater","Burbank WRP","","Public","N","","N","FA","Partial",29-AUG-22,""
"06005024001",1175545,"CA","Wastewater","Live Oak WWTP","","Public","N","","Y","FA","Partial",01-MAR-23,"Y"
"06005257001",1175740,"CA","Wastewater","LINDA WWTF","","Public","N","","N","FA","Partial",01-DEC-22,""
"06008006002",1175951,"CA","Wastewater","Moreno Valley Regional WRF","","Public","N","","N","FA","Partial",29-AUG-22,""
"06002175001",3224310,"CA","Wastewater","Alameda Collection System","","Public","N","","N","FA","Partial",01-DEC-22,""
"06003038006",441073,"CA","Wastewater","Santa Cruz CSA #10 Coll. System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06002045001",1175305,"CA","Wastewater","SANTA CLARA CSD #4 (West Valley SD)","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005234001",1238821,"CA","Wastewater","LINCOLN WWTF","","Public","N","","N","FA","Full",06-JUN-23,""
"06000000125",3608290,"CA","Wastewater","Rancho California Water District (Collection)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000138",3608601,"CA","Stormwater","Paso Robles, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000181",3609275,"CA","Wastewater","Adelanto, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000099",3607878,"CA","Wastewater","Town of Discovery Bay (Plant 1)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06005010002",1175531,"CA","Wastewater","Bakersfield WWTP #3","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000187",3609307,"CA","Stormwater","San Diego, County of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06005038001",1175558,"CA","Wastewater","BASS LAKE WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005082004",1175601,"CA","Wastewater","MOTHER LODE WWTF","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06005186001",1175695,"CA","Wastewater","SALIDA TRTMNT PLANT","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005349001",1175784,"CA","Wastewater","TERRA BELLA WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06008041002",1175996,"CA","Wastewater","Lake Elsinore Regional WWTP","","Public","N","","N","FA","Full",29-AUG-22,""
"06009012001",1176043,"CA","Wastewater","Julian Water Pollution Control Fac.","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06009031004",1176069,"CA","Wastewater","South Bay WRP","","Public","N","","N","FA","Audit",12-SEP-22,""
"06004022002",1175509,"CA","Wastewater","NYELAND ACRES WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005082007",1175602,"CA","Wastewater","Copper Cove STP","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06005099001",1175619,"CA","Wastewater","JACKSON WWTF","","Public","N","","Y","FA","Partial",01-MAR-23,""
"06005235001",1175722,"CA","Wastewater","DIXON WWTF","","Public","N","","N","FA","Partial",11-AUG-23,""
"06005693001",1175847,"CA","Wastewater","Reeder Tract  WWTF","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06008020001",1175973,"CA","Wastewater","Corona WWTF #1","","Public","N","","N","FA","Partial",01-JUN-22,""
"06009011001",1176042,"CA","Wastewater","Encina Water Pollution Control Facility","","Public","N","","Y","FA","Full",01-DEC-22,""
"06009040001",1176078,"CA","Wastewater","Meadowlark Water Reclam. Facility","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000124",3608283,"CA","Wastewater","Santa Rosa WRF","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000137",3608581,"CA","Wastewater","RIDGECREST WWTF","","Public","N","","N","FA","Partial",29-AUG-22,""
"06002024001",1175282,"CA","Wastewater","MOUNTAIN VIEW WWTF","","Public","N","","N","FA","Audit",12-SEP-22,""
"06000000089",3607790,"CA","Wastewater","OCWD Groundwater Replenishment System (GWRS)","","Public","N","","N","FA","Full",29-AUG-22,"Y"
"06000000156",3608954,"CA","Stormwater","Monterey park, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06024006001",3517876,"CA","Stormwater","Ventura Stormwater","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000123",3608282,"CA","Wastewater","North Fresno Wastewater Reclamation Facility","","Public","N","","N","FA","Partial",29-AUG-22,""
"06006020001",1175875,"CA","Wastewater","Truckee Sanitary District","","Public","N","","N","FA","Partial",29-AUG-22,""
"06002030001",1238810,"CA","Wastewater","Richmond Municipal Sewer District Water Pollution Control Plant","","Public","N","","N","FA","Partial",01-DEC-22,""
"06002015001",1175274,"CA","Wastewater","SASM WWTF","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000115",3608101,"CA","Wastewater","San Antonio Creek WWF","","Public","N","","N","FA","Partial",29-AUG-22,""
"06005147001",1175667,"CA","Wastewater","Midway Collection System","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000169",3609130,"CA","Nonpoint Source","San Francisco Estuary","","Public","N","","N","FA","Full",01-DEC-22,""
"06012001109",3120262,"CA","Stormwater","Stormwater Drainage-Richgrove","","Public","N","","N","FA","None",03-MAY-23,"Y"
"06006041001",1175894,"CA","Wastewater","Rosamond WWTF","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000108",3607994,"CA","Stormwater","Norco, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000170",3609134,"CA","Wastewater","West Bay Sanitary District","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000171",3609136,"CA","Wastewater","Silicon Valley Clean Water ","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000144",3608801,"CA","Stormwater","City of Sausalito","","Public","N","","N","FA","None",03-MAY-23,"Y"
"06000000179",3609238,"CA","Stormwater","Contrs Costa, County of","","Public","N","","N","FA","Full",01-MAR-23,""
"06004007001",1175462,"CA","Wastewater","Hill Canyon WWTP","Effluent is discharged into the Arroyo Conejo Creek, then flows to the Calleguas Creek.  It continues  its journey down the Calleguas Creek toward Mugu Lagoon where it sustains important flora and fauna habitat.  A large percentage of the water is diverted from the creek and pumped into ponds where it is distributed to reclaimed water users.","Public","N","","N","FA","Full",29-AUG-22,""
"06000000139",3608621,"CA","Stormwater","Claremont, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06005177001",1175687,"CA","Wastewater","DINUBA WWTF","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000096",3607867,"CA","Wastewater","Manhattan Beach, City of (Collection)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06004002001",1175457,"CA","Wastewater","OJAI VALLEY SD WWTF","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000154",3608935,"CA","Wastewater","Ridgecrest New WWTP","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000194",3609471,"CA","Stormwater","El Cajon, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000195",3609479,"CA","Wastewater","Ventura Advanced Purification Facility","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000097",3607868,"CA","Stormwater","Manhattan Beach, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000128",3608301,"CA","Stormwater","Pinole, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000157",3608995,"CA","Wastewater","Gilroy, City of (Collection)","","Public","N","","N","FA","Partial",01-DEC-22,""
"06025019002",3534816,"CA","Stormwater","City of Lathrop Stormwater System","","Public","N","","N","FA","Partial",01-SEP-22,""
"06000000105",3607961,"CA","Wastewater","Regional Tertiary Treatment Rapid Infiltration and Extraction Facility","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000112",3608022,"CA","Wastewater","Lancaster, City of (Collection)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06004013001",1175500,"CA","Wastewater","Trinfo SD Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005345001",1175781,"CA","Wastewater","Strathmore WWTF","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06006031001",1175885,"CA","Wastewater","DESERT LAKE WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06008016003",1175969,"CA","Wastewater","Western Riverside Co Reg WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06009014001",1176045,"CA","Wastewater","Leucadia Collection System","","Public","N","","N","FA","Partial",01-DEC-22,""
"06001038001",1175204,"CA","Wastewater","BODEGA BAY WWTF","","Public","N","","N","FA","Partial",01-DEC-22,""
"06002034001",1175291,"CA","Wastewater","Crockett-Valona SD Coll. System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06002072001",1175334,"CA","Wastewater","SAUSALITO-MARIN CITY WWTF","","Public","N","","N","FA","Partial",01-DEC-22,""
"06003026001",1175393,"CA","Wastewater","Pajaro Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005204001",1175707,"CA","Wastewater","DUNSMUIR WWTF","","Public","N","","Y","FA","Partial",01-DEC-22,""
"06005347001",1175782,"CA","Wastewater","TAFT WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06007770001",3522264,"CA","Wastewater","Hi Desert WWRF","","Public","N","","N","FA","Full",03-MAY-23,""
"06004009014",3482611,"CA","Wastewater","LACSD (La Canada WRP)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000092",3607832,"CA","Wastewater","Beverly Hills, City of (Collection)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06003017001",1238812,"CA","Wastewater","Carmel Area Wastewater Treatment Plant","","Public","N","","N","FA","Partial",29-AUG-22,""
"06002152001",1175364,"CA","Wastewater","Alto Collection System","","Public","N","","N","FA","Partial",01-DEC-22,""
"06002012001",1175273,"CA","Wastewater","Palo Alto Regional WQCP","","Public","N","","N","FA","Full",01-DEC-22,""
"06005011001",1175532,"CA","Wastewater","Chico WPCP","","Public","N","","N","FA","Partial",01-DEC-22,""
"06002122001",1175356,"CA","Wastewater","San Carlos Muni. Sewer District","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000159",3609003,"CA","Nonpoint Source","Silviculture related to Wildfire","","Public","N","","N","FA","Full",01-DEC-22,""
"06001070001",1175229,"CA","Wastewater","Mendocino City WWTF","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06001037001",1175203,"CA","Wastewater","Rohnert Park Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06002032002",1175288,"CA","Wastewater","North Point WPCP","","Public","N","","Y","FA","Full",29-AUG-22,""
"06002038001",1175296,"CA","Wastewater","Fairfield-Suisun Sewer District","","Public","N","","N","FA","Partial",29-AUG-22,""
"06005006001",1175527,"CA","Wastewater","MCFARLAND WWTF","","Public","N","","N","FA","Partial",01-MAR-23,""
"06009074001",1176093,"CA","Wastewater","Santa Margarita Water District (Oso Creek WRP)","","Public","N","","N","FA","Partial",01-JUN-22,""
"06002011001",1175272,"CA","Wastewater","Burlingame WWTP","","Public","N","","N","FA","Full",01-DEC-22,""
"06002127001",1175359,"CA","Wastewater","YOUNTVILLE-VETERANS WWTF","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06003036001",1175401,"CA","Wastewater","SAN SIMEON ACRES WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005046001",1175566,"CA","Wastewater","DOS PALOS STP","","Public","N","","Y","FA","Partial",01-MAR-23,"Y"
"06005272001",1175747,"CA","Wastewater","BUTTONWILLOW WWTF","","Public","N","","N","FA","Partial",01-MAR-23,""
"06000000184",3609284,"CA","Wastewater","Norwalk, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06006005001",1175858,"CA","Wastewater","Barstow WRF","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000167",3609122,"CA","Wastewater","La Mesa, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000198",3609566,"CA","Stormwater","Alameda, County of ","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000199",3609569,"CA","Stormwater","Santa Clara, County of","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000202",3609600,"CA","Stormwater","Pomona, City of","","Public","N","","N","FA","Audit",15-DEC-22,""
"06025043001",2859980,"CA","Stormwater","Chowchilla Storm Water System","","Public","N","","N","FA","Partial",01-DEC-22,""
"06003040001",1175407,"CA","Wastewater","SANTA MARIA WWTF","","Public","N","","N","FA","Partial",11-AUG-23,""
"06002026001",1175284,"CA","Wastewater","Concord, City of (Collection)","","Public","N","","N","FA","Partial",01-JUN-22,""
"06004003001",1175458,"CA","Wastewater","Simi Valley WWTP","","Public","N","","N","FA","Partial",29-AUG-22,""
"06004009009",1175485,"CA","Wastewater","LACSD (Lancaster WRP)","","Public","N","","N","FA","Full",29-AUG-22,""
"06005044001",1175564,"CA","Wastewater","Denair CSD Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005288001",1175751,"CA","Wastewater","East Niles Collection System","","Public","N","","N","FA","Partial",01-MAR-23,""
"06005351001",1175785,"CA","Wastewater","Tipton WWTF","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06007005001",1175911,"CA","Wastewater","CALEXICO WWTF","","Public","N","","N","FA","Full",01-MAR-23,""
"06008080001",1176025,"CA","Wastewater","LYTLE CREEK WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06025266001",3233652,"CA","Stormwater","Biola Storm Water System","","Public","N","","N","FA","None",03-MAY-23,"Y"
"06005774001",1175850,"CA","Wastewater","Lincoln Village Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06007018001",1175927,"CA","Wastewater","SEELEY CWD WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06008027001",1175982,"CA","Wastewater","RUNNING SPRINGS WWTF","","Public","N","","Y","FA","Partial",03-MAY-23,"Y"
"06008085001",1176028,"CA","Wastewater","Temecula Valley Regional WRF","","Public","N","","N","FA","Full",29-AUG-22,""
"06000000172",3609151,"CA","Stormwater","Santa Cruz County Sanitary District","","Public","N","","N","FA","Audit",11-MAY-23,""
"06000000189",3609339,"CA","Stormwater","Suisun, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000190",3609351,"CA","Nonpoint Source","Morro Bay Estuary","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000109",3608001,"CA","Wastewater","Victorville, City of (WWTP and Collection)","","Public","N","","N","FA","Full",01-MAR-23,""
"06005122002",1175653,"CA","Wastewater","Sacramento, City of (Collection)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000141",3608717,"CA","Stormwater","Los Banos, City of (Stormwater)","","Public","N","","N","FA","Partial",01-SEP-22,""
"06000000090",3607791,"CA","Wastewater","OCWD Green Acres Project (GAP)","","Public","N","","N","FA","Full",29-AUG-22,""
"06028009001",425890,"CA","Stormwater","Chino, City of (Stormwater)","","Public","N","","N","FA","Partial",01-MAR-23,""
"06006001002",3483573,"CA","Wastewater","Oro Grande Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06000000163",3609024,"CA","Stormwater","San Bruno, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000122",3608176,"CA","Wastewater","Horsethief Canyon WRF","","Public","N","","N","FA","Partial",29-AUG-22,"Y"
"06000000133",3608440,"CA","Wastewater","Redding, City of (Collection)","","Public","N","","N","FA","Full",01-DEC-22,""
"06003019001",1175386,"CA","Wastewater","CHUALAR TREATMENT PONDS","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06003048001",1175416,"CA","Wastewater","Pebble Beach Collection System","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06008021001",1175975,"CA","Wastewater","Ontario Collection System","","Public","N","","N","FA","Full",29-AUG-22,""
"06009004001",1176034,"CA","Wastewater","FALLBROOK WWTF #1","","Public","N","","N","FA","Partial",01-DEC-22,""
"06002036001",1175294,"CA","Wastewater","East Bay MUD Main WWTP","","Public","N","","N","FA","Full",29-AUG-22,""
"06000000145",3608834,"CA","Wastewater","Covina, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06022047001",427722,"CA","Stormwater","Vallejo Storm Water System","","Public","N","","N","FA","Partial",01-DEC-22,""
"06005043001",1175563,"CA","Wastewater","Chowchilla WWTP","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000176",3609213,"CA","Wastewater","La Verne, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000127",3608300,"CA","Stormwater","Rancho Palos Verdes, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000136",3608525,"CA","Stormwater","Belmont, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000147",3608839,"CA","Nonpoint Source","Redwood, City of","","Public","N","","N","FA","Audit",15-DEC-22,""
"06000000086",3607691,"CA","Stormwater","Pismo Beach, City of (Stormwater)","","Public","N","","Y","FA","Partial",29-AUG-22,""
"06000000102",3607908,"CA","Wastewater","North City Pure Water Facility","","Public","N","","N","FA","Full",29-AUG-22,""
"06009031001",1176066,"CA","Wastewater","Point Loma WRP","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000153",3608861,"CA","Wastewater","West Valley WRF","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000085",3607599,"CA","Stormwater","Simi Valley, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06002009001",1175270,"CA","Wastewater","Belvedere Collection System","","Public","N","","Y","FA","Partial",01-MAR-23,"Y"
"06003003001",1175374,"CA","Wastewater","Lake Cachuma County Park WWTF","","Public","N","","N","FA","Partial",11-AUG-23,"Y"
"06003058001",1175426,"CA","Wastewater","AVILA BEACH WWTF","","Public","N","","N","FA","Partial",01-DEC-22,""
"06003070001",1175438,"CA","Wastewater","GONZALES WWTF","","Public","N","","Y","FA","Partial",01-MAR-23,"Y"
"06004011010",1175498,"CA","Wastewater","Saticoy SD Sewage Treatment Plant","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005025003",1175547,"CA","Wastewater","Stockton Airport Collection System","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06005097001",1175617,"CA","Wastewater","OAKHURST WWTF","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"06021003001",2829441,"CA","Stormwater","Weaverville Storm Water System","","Public","N","","N","FA","None",03-MAY-23,"Y"
"06000000087",3607695,"CA","Wastewater","Pinole, City of (Collection)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000150",3608852,"CA","Stormwater","Davis, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000191",3609403,"CA","Nonpoint Source","Santa Monica Estuary","","Public","N","","N","FA","Full",01-DEC-22,""
"06000000100",3607879,"CA","Wastewater","Town of Discovery Bay (Collection)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000120",3608161,"CA","Stormwater","Escondido, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000177",3609215,"CA","Wastewater","Poway, City of","","Public","N","","N","FA","Partial",01-DEC-22,""
"06000000106",3607985,"CA","Wastewater","Palmdale, City of (Collection)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06002022001",1175280,"CA","Wastewater","Bay Point/Shore Acres Coll. System","","Public","N","","N","FA","Audit",13-SEP-22,""
"06000000121",3608175,"CA","Wastewater","Elsinore Valley MWD (Collection)","","Public","N","","N","FA","Full",29-AUG-22,""
"06000000135",3608519,"CA","Stormwater","Patterson, City of (Stormwater)","","Public","N","","N","FA","Partial",29-AUG-22,""
"06000000192",3609417,"CA","Nonpoint Source","Livermore Village Remediation ","Project includes environmental testing and analysis, oversite by Regional Water
Quality Control Board, construction and operation of remediation systems, and post remediation
compliance testing and closure","Public","N","","N","FA","Partial",01-DEC-22,""
"06009005001",1176036,"CA","Wastewater","El Cajon Collection System","","Public","N","","N","FA","Partial",01-DEC-22,""
"06002040001",1175298,"CA","Wastewater","North San Mateo County Sanitation District WWTP","The North San Mateo County Sanitation District Code (PDF) is a codification of the general and permanent ordinances of the North San Mateo County Sanitation District, a subsidiary district of the City of Daly City. The ordinances were complied, edited and indexed by the City Attorney's Office under the direction of Stan Gustavson, City Attorney.","Public","N","","N","FA","Full",01-DEC-22,""
"06000000200",3609584,"CA","Stormwater","San Mateo, County of","","Public","N","","N","FA","Full",01-DEC-22,""
"06002006001",1175267,"CA","Wastewater","Dublin-San Ramon WWTF","The service area includes Dublin and southern San Ramon","Public","N","","N","FA","Full",01-DEC-22,""
"06004014001",1175501,"CA","Wastewater","Moorpark WWTF","","Public","N","","N","FA","Partial",29-AUG-22,""
"06005284001",1175750,"CA","Wastewater","COALINGA WWTF","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"06005654001",1175840,"CA","Wastewater","LOST HILLS WWTF","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
