"FACILITY_DOCUMENT_COST_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_ID","DOCUMENT_TYPE","NEEDS_CATEGORY","COST_METHOD","BASE_AMOUNT","OFFICIAL_AMOUNT","SOLUTION_YEAR_START","SOLUTION_YEAR_END","SSO_FLAG","TREATMENT_PLANT_TYPE","SSA_FLAG"
8785,"06000000121",3608175,"CA",4116,"3","IV-B","Documented",36540937,40043231,,,"N","",""
8744,"06000000099",3607878,"CA",4097,"20","I","Documented",670000,669043,,,"N","",""
8792,"06000000121",3608175,"CA",4118,"3","IV-A","Documented",2050000,1945096,,,"N","",""
9017,"06000000128",3608301,"CA",4225,"20","VI-C","Documented",425000,424393,,,"","",""
42708,"06000000308",3612879,"CA",15749,"3","X","Documented",19876193,19900973,,,"","",""
10535,"06000000131",3608421,"CA",4606,"20","III-A","Documented",169512,179548,,,"N","",""
9717,"06002023001",1175281,"CA",4080,"20","X","Documented",1050000,1081327,,,"","",""
10536,"06000000131",3608421,"CA",4606,"20","III-B","Documented",8642600,9154280,,,"N","",""
10550,"06000000135",3608519,"CA",4734,"20","VI-C","Documented",550000,503650,,,"","",""
10683,"06000000136",3608525,"CA",4763,"20","VI-C","Documented",2353000,2154705,,,"","",""
10070,"06009023001",1176055,"CA",4557,"20","III-B","Documented",13386520,12258393,,,"N","",""
10046,"06000000132",3608439,"CA",4187,"20","II","Documented",6850000,6271987,,,"N","",""
10677,"06002039001",1175297,"CA",4759,"20","I","Documented",8675000,8232050,,,"N","",""
10678,"06002039001",1175297,"CA",4759,"20","III-B","Documented",24961979,23687408,,,"N","",""
10679,"06002039001",1175297,"CA",4759,"20","X","Documented",55000000,52191673,,,"","",""
10691,"06002012001",1175273,"CA",4765,"20","II","Documented",269821700,262391801,,,"N","",""
10551,"06005126001",1175657,"CA",4734,"20","I","Documented",12537000,11480465,,,"N","",""
10552,"06005126001",1175657,"CA",4734,"20","III-B","Documented",300000,274718,,,"N","",""
10319,"06005244001",1175730,"CA",4672,"20","I","Documented",1185900,1086345,,,"N","",""
10320,"06005244001",1175730,"CA",4672,"20","III-B","Documented",597000,546883,,,"N","",""
10443,"06001036001",1175202,"CA",4700,"20","II","Documented",67357000,69700275,,,"N","",""
10444,"06001036001",1175202,"CA",4700,"20","III-B","Documented",9355000,9680450,,,"N","",""
10446,"06000000134",3608500,"CA",4700,"20","VI-C","Documented",5531000,5523097,,,"","",""
10682,"06002091001",1175343,"CA",4763,"20","III-B","Documented",22535000,20635900,,,"N","",""
8710,"06008021001",1175975,"CA",4090,"20","III-B","Documented",104314225,127464788,,,"N","",""
8726,"06000000121",3608175,"CA",4095,"20","III-B","Documented",152136100,183018738,,,"N","",""
8727,"06000000121",3608175,"CA",4095,"20","IV-A","Documented",10015500,12048581,,,"N","",""
8886,"06000000124",3608283,"CA",4167,"20","II","Documented",7044000,6538209,,,"N","",""
8887,"06000000124",3608283,"CA",4167,"20","III-B","Documented",855000,793607,,,"N","",""
8908,"06000000125",3608290,"CA",4187,"20","III-B","Documented",395000,361669,,,"N","",""
9015,"06000000127",3608300,"CA",4223,"20","VI-C","Documented",2425000,2220637,,,"","",""
9016,"06000000087",3607695,"CA",4225,"20","III-B","Documented",1200000,1198286,,,"N","",""
9123,"06004032001",1175516,"CA",4248,"20","II","Documented",2602118,2753531,,,"N","",""
9124,"06004032001",1175516,"CA",4248,"20","III-B","Documented",1220000,1290990,,,"N","",""
9184,"06008005001",1175949,"CA",4273,"20","III-B","Documented",420000,444124,,,"N","",""
8820,"06000000123",3608282,"CA",4142,"20","II","Documented",175250,174162,,,"N","",""
12000,"06025019002",3534816,"CA",5041,"20","VI-C","Documented",2076600,2073633,,,"","",""
12007,"06000000140",3608711,"CA",5045,"20","III-B","Documented",1200000,1192549,,,"N","",""
11996,"06005019002",3478130,"CA",5041,"20","II","Documented",2721887,2717998,,,"N","",""
11997,"06005019002",3478130,"CA",5041,"20","III-B","Documented",4730000,4723242,,,"N","",""
12001,"06000000141",3608717,"CA",5043,"20","VI-C","Documented",5881000,5384752,,,"","",""
12002,"06005026001",1175548,"CA",5043,"20","I","Documented",845000,773697,,,"N","",""
12003,"06005026001",1175548,"CA",5043,"20","III-B","Documented",8937250,8183111,,,"N","",""
12042,"06000000142",3608724,"CA",5053,"20","VI-C","Documented",17000000,15953266,,,"","",""
12043,"06009033001",1176072,"CA",5053,"20","III-B","Documented",27530000,25834908,,,"N","",""
10689,"06002012001",1175273,"CA",4765,"20","III-A","Documented",4377500,4256960,,,"N","",""
10690,"06002012001",1175273,"CA",4765,"20","III-B","Documented",32136100,31251190,,,"N","",""
10122,"06009049001",1176086,"CA",4577,"20","III-B","Documented",1124462,1142373,,,"N","",""
10512,"06003017001",1238812,"CA",4723,"20","II","Documented",3185000,3716130,,,"N","",""
10513,"06003017001",1238812,"CA",4723,"20","III-B","Documented",684000,798064,,,"N","",""
10541,"06000000130",3608420,"CA",4606,"20","VI-A","Documented",244512,258989,,,"","",""
9955,"06022039001",3347694,"CA",4515,"20","VI-C","Documented",480000,439549,,,"","",""
11274,"06000000138",3608601,"CA",4910,"20","VI-C","Documented",997500,913437,,,"","",""
11001,"06000000137",3608581,"CA",4824,"20","I","Documented",4358500,3991195,,,"N","",""
11002,"06000000137",3608581,"CA",4824,"20","III-B","Documented",4391000,4020955,,,"N","",""
11306,"06000000139",3608621,"CA",4921,"20","VI-C","Documented",1689000,1546480,,,"","",""
10995,"06006007001",1175860,"CA",4818,"20","III-B","Documented",6765000,6755335,,,"N","",""
11003,"06006020001",1175875,"CA",4827,"20","III-B","Documented",2578000,2574317,,,"N","",""
12761,"06006005001",1175858,"CA",5182,"20","I","Documented",63206143,60795497,,,"N","",""
12762,"06006005001",1175858,"CA",5182,"20","X","Documented",500000,480930,,,"","",""
12817,"06000000133",3608440,"CA",5204,"20","III-A","Documented",4812300,5257391,,,"N","",""
12423,"06000000143",3608762,"CA",5118,"20","VI-C","Documented",2215500,2056417,,,"","",""
13064,"06000000133",3608440,"CA",5259,"1","IV-B","Documented",2678000,2796911,,,"N","",""
12842,"06005098001",1175618,"CA",5203,"20","II","Documented",3631931,4141172,,,"N","Secondary Mechanical",""
13610,"06000000149",3608850,"CA",5486,"20","III-B","Documented",6662500,6252273,,,"N","",""
13611,"06000000149",3608850,"CA",5486,"20","X","Documented",312500,293259,,,"","",""
13619,"06000000153",3608861,"CA",5494,"3","I","Documented",49120000,52794113,,,"N","",""
13665,"06007002001",1175909,"CA",5511,"20","I","Documented",5080700,4651982,,,"N","",""
13666,"06007002001",1175909,"CA",5511,"20","III-B","Documented",5300000,4852778,,,"N","",""
13144,"06008026001",1175981,"CA",5288,"20","III-B","Documented",11540000,10711376,,,"N","",""
13432,"06009004001",1176034,"CA",5440,"20","I","Documented",4308699,3945125,,,"N","",""
13433,"06009004001",1176034,"CA",5440,"20","III-B","Documented",4980467,4560208,,,"N","",""
13428,"06002016001",1175275,"CA",5437,"20","III-A","Documented",800000,859839,,,"N","",""
13429,"06002016001",1175275,"CA",5437,"20","III-B","Documented",40375000,43394999,,,"N","",""
13434,"06000000146",3608836,"CA",5437,"20","VI-A","Documented",15400000,15972584,,,"","",""
13220,"06002072001",1175334,"CA",5337,"20","III-A","Documented",70000,72603,,,"N","",""
13221,"06002072001",1175334,"CA",5337,"20","III-B","Documented",63800,66172,,,"N","",""
13222,"06002072001",1175334,"CA",5337,"20","IV-A","Documented",3380000,3505671,,,"N","",""
13061,"06005043001",1175563,"CA",5257,"20","I","Documented",2850000,2919194,,,"N","",""
13062,"06005043001",1175563,"CA",5257,"20","III-B","Documented",200000,204856,,,"N","",""
13436,"06005177001",1175687,"CA",5442,"20","I","Documented",1983646,1930326,,,"N","",""
13450,"06008045001",1175999,"CA",5448,"20","III-B","Documented",10236523,9372750,,,"N","",""
13454,"06004002001",1175457,"CA",5451,"20","II","Documented",24423000,24628509,,,"N","",""
13455,"06004002001",1175457,"CA",5451,"20","III-B","Documented",31454000,31718672,,,"N","",""
13065,"06000000133",3608440,"CA",5260,"1","IV-B","Documented",1820000,2050415,,,"N","",""
13063,"06025043001",2859980,"CA",5257,"20","VI-C","Documented",8724000,8935805,,,"","",""
13251,"06001006001",1175172,"CA",5293,"20","III-B","Documented",38868042,40593890,,,"N","",""
12841,"06005098001",1175618,"CA",5204,"20","II","Documented",1973310,2080368,,,"N","Secondary Mechanical",""
12818,"06000000133",3608440,"CA",5204,"20","III-B","Documented",34188290,37350374,,,"N","",""
12827,"06005098002",3479031,"CA",5203,"20","II","Documented",21018653,23965727,,,"N","Secondary Mechanical",""
12819,"06000000133",3608440,"CA",5203,"20","III-A","Documented",8196790,9685058,,,"N","",""
12820,"06000000133",3608440,"CA",5203,"20","III-B","Documented",52277880,61769827,,,"N","",""
12826,"06005098002",3479031,"CA",5204,"20","II","Documented",1315540,1386912,,,"N","",""
12828,"06000000133",3608440,"CA",5203,"20","IV-B","Documented",5040191,5955324,,,"N","",""
12838,"06009019002",1176051,"CA",5205,"20","III-B","Documented",61227557,58094385,,,"N","",""
12839,"06009019002",1176051,"CA",5205,"20","X","Documented",7295000,6921696,,,"","",""
12891,"06009015003",1176047,"CA",5218,"20","II","Documented",1808000,1788213,,,"N","",""
12892,"06009015003",1176047,"CA",5218,"20","III-B","Documented",6925000,6849209,,,"N","",""
14003,"06009009001",1176040,"CA",5638,"20","III-B","Documented",1450000,1518313,,,"N","",""
14222,"06009014002",1176046,"CA",5658,"74","X","Documented",1182286,1274955,,,"","",""
14221,"06009014002",1176046,"CA",5658,"74","II","Documented",3569100,3848851,,,"N","",""
14245,"06009014001",1176045,"CA",5658,"74","III-B","Documented",21719240,23421624,,,"N","",""
14255,"06002015001",1175274,"CA",5726,"20","I","Documented",14864000,17797148,,,"N","",""
14270,"06002071001",1175331,"CA",5741,"20","II","Documented",24905000,24354412,,,"N","",""
14271,"06002071001",1175331,"CA",5741,"20","III-A","Documented",800000,782314,,,"N","",""
14272,"06002071001",1175331,"CA",5741,"20","III-B","Documented",46669500,45637753,,,"N","",""
14450,"06005001001",1175523,"CA",5827,"20","III-B","Documented",6865900,6372898,,,"N","",""
14358,"06000000158",3608996,"CA",5779,"20","VI-A","Documented",795690,829565,,,"","",""
14363,"06003060001",1175427,"CA",5781,"20","II","Documented",19500000,17856669,,,"N","",""
14375,"06009011001",1176042,"CA",5790,"74","I","Documented",137342000,142119975,,,"N","",""
14449,"06005001001",1175523,"CA",5827,"20","II","Documented",3352500,3111776,,,"N","",""
14451,"06022044001",2864707,"CA",5830,"20","VI-C","Documented",6659000,6425935,,,"","",""
14134,"06005011001",1175532,"CA",5641,"20","III-B","Documented",2410200,2534805,,,"N","",""
14209,"06002030001",1238810,"CA",5700,"20","I","Documented",4509121,4745439,,,"N","",""
14210,"06002030001",1238810,"CA",5700,"20","III-B","Documented",12522065,13178330,,,"N","",""
14235,"06000000154",3608935,"CA",5718,"3","I","Documented",50400000,59908505,,,"N","",""
14253,"06002015001",1175274,"CA",5727,"20","III-B","Documented",5400000,5889127,,,"N","",""
13638,"06000000145",3608834,"CA",5502,"20","III-B","Documented",5350000,5391991,,,"N","",""
13706,"06008100001",1176031,"CA",5529,"20","II","Documented",6432000,6482483,,,"N","",""
13707,"06008100001",1176031,"CA",5529,"20","III-B","Documented",1299000,1309195,,,"N","",""
13605,"06002046001",1175306,"CA",5485,"20","I","Documented",14195000,14722781,,,"N","Secondary Mechanical",""
16896,"06001010005",1175180,"CA",2856,"20","I","Documented",13794579,13669720,,,"N","",""
18261,"06000000190",3609351,"CA",6520,"9","VII-F","Documented",168750,168750,,,"","",""
17495,"06003021001",1175388,"CA",7005,"20","II","Documented",49178770,46667678,,,"N","",""
17496,"06003021001",1175388,"CA",7005,"20","III-B","Documented",5828590,5530979,,,"N","",""
17497,"06003021001",1175388,"CA",7005,"20","X","Documented",85260,80907,,,"","",""
17057,"06024006001",3517876,"CA",6848,"20","VI-A","Documented",90541000,85907783,,,"","",""
13826,"06007021001",1175929,"CA",5572,"20","I","Documented",18644565,17690474,,,"N","",""
13827,"06007021001",1175929,"CA",5572,"20","III-B","Documented",547516,519498,,,"N","",""
13890,"06002016001",1175275,"CA",5593,"20","X","Documented",14500000,14500000,,,"","",""
13607,"06000000151",3608857,"CA",5486,"20","VI-C","Documented",2208000,2072048,,,"","",""
13709,"06009040001",1176078,"CA",5530,"20","III-B","Documented",62340000,69307260,,,"N","",""
13701,"06001010005",1175180,"CA",5525,"20","I","Documented",27482400,28702694,,,"N","",""
13953,"06003050001",1175418,"CA",5614,"20","II","Documented",3704350,3574698,,,"N","",""
13954,"06003050001",1175418,"CA",5614,"20","III-B","Documented",6900000,6658500,,,"N","",""
13863,"06003040001",1175407,"CA",5585,"20","I","Documented",700000,675500,,,"N","",""
13864,"06003040001",1175407,"CA",5585,"20","III-A","Documented",250000,241250,,,"N","",""
13865,"06003040001",1175407,"CA",5585,"20","III-B","Documented",200000,193000,,,"N","",""
13883,"06005027001",1175549,"CA",5589,"20","III-B","Documented",15743166,14612735,,,"N","",""
13591,"06000000150",3608852,"CA",5480,"20","VI-A","Documented",140200,139999,,,"","",""
13606,"06002046001",1175306,"CA",5485,"20","III-B","Documented",14000000,14520531,,,"N","Secondary Mechanical",""
13589,"06005205001",1175708,"CA",5480,"20","II","Documented",5713050,5704888,,,"N","",""
13590,"06005205001",1175708,"CA",5480,"20","III-B","Documented",2182000,2178882,,,"N","",""
14404,"06008024001",1175978,"CA",5808,"20","I","Documented",39296000,47272832,,,"N","Secondary Mechanical",""
14405,"06008024001",1175978,"CA",5808,"20","III-B","Documented",55529000,66801026,,,"N","Secondary Mechanical",""
14406,"06008024001",1175978,"CA",5808,"20","IV-A","Documented",5698000,6854657,,,"N","Secondary Mechanical",""
14407,"06008024001",1175978,"CA",5808,"20","IV-B","Documented",1890000,2273658,,,"N","Secondary Mechanical",""
14414,"06005004001",1238814,"CA",5812,"20","III-B","Documented",5750000,6051350,,,"N","",""
14416,"06002033001",1175290,"CA",5814,"20","I","Documented",61670000,58514187,,,"N","",""
14417,"06002033001",1175290,"CA",5814,"20","III-A","Documented",3138300,2977705,,,"N","",""
14418,"06002033001",1175290,"CA",5814,"20","III-B","Documented",128785750,122195450,,,"N","",""
14429,"06000000159",3609003,"CA",5797,"101c","VII-C","Documented",6625000000,6625000000,,,"","","Y"
14139,"06005011001",1175532,"CA",5641,"20","I","Documented",1505126,1582940,,,"N","Secondary Mechanical",""
14140,"06005011001",1175532,"CA",5641,"20","IV-A","Documented",7650000,8045496,,,"N","Secondary Mechanical",""
14141,"06005011001",1175532,"CA",5669,"20","III-B","Documented",4941000,5821313,,,"N","Secondary Mechanical",""
14142,"06005011001",1175532,"CA",5669,"20","IV-A","Documented",13283250,15649860,,,"N","Secondary Mechanical",""
14452,"06005147001",1175667,"CA",5831,"20","III-B","Documented",2000000,1887333,,,"N","",""
25977,"06006011001",1175864,"CA",10197,"20","I","Documented",1400000,1299474,,,"N","Secondary Mechanical",""
25978,"06006011001",1175864,"CA",10197,"20","III-B","Documented",1835000,1703239,,,"N","",""
26050,"06005155001",1175673,"CA",10216,"1","III-B","Documented",10340508,10774156,,,"N","",""
19554,"06007022001",1175930,"CA",7862,"20","III-B","Documented",496160,454293,,,"N","",""
19606,"06001026001",1175194,"CA",7894,"3","III-B","Documented",715633,756738,,,"N","",""
19607,"06001026001",1175194,"CA",7893,"3","I","Documented",209905,219794,,,"N","",""
19713,"06005178001",1175688,"CA",7955,"3","I","Documented",184000,180487,,,"N","",""
26051,"06005155001",1175673,"CA",10217,"1","III-B","Documented",3397320,3668783,,,"N","",""
26200,"06006013001",1175866,"CA",10245,"20","I","Documented",5825500,6130807,,,"N","Secondary Mechanical",""
26201,"06006013001",1175866,"CA",10245,"20","III-A","Documented",525000,552515,,,"N","Secondary Mechanical",""
15710,"06000000181",3609275,"CA",6286,"20","I","Documented",12000000,11900901,,,"N","",""
15711,"06000000181",3609275,"CA",6286,"20","IV-A","Documented",1000000,991742,,,"N","",""
16656,"06002175001",3224310,"CA",6669,"20","III-B","Documented",11350000,11439082,,,"N","",""
18110,"06000000201",3609599,"CA",7229,"20","III-B","Documented",5892389,5883971,,,"N","",""
19009,"06000000205",3609670,"CA",7603,"3","VI-A","Documented",123313450,116452969,,,"","",""
25680,"06005112001",1175643,"CA",10141,"20","II","Documented",3284788,3007613,,,"N","Secondary Mechanical",""
25681,"06005112001",1175643,"CA",10141,"20","III-B","Documented",192000,175799,,,"N","Secondary Mechanical",""
25700,"06005099001",1175619,"CA",10149,"20","I","Documented",590000,540470,,,"N","Secondary Mechanical",""
20599,"06000000212",3610370,"CA",8290,"20","VI-C","Documented",3401250,3114247,,,"","",""
17527,"06000000196",3609511,"CA",7016,"60","VI-A","Documented",4576100000,4735297402,,,"","",""
17528,"06000000196",3609511,"CA",7016,"60","VI-B","Documented",1671980000,1730146314,,,"","",""
17615,"06009050001",1176087,"CA",5866,"20","III-B","Documented",4000000,4229750,,,"N","",""
15191,"06003004001",1175375,"CA",6106,"20","III-B","Documented",1969234,1792775,,,"N","",""
19775,"06007005001",1175911,"CA",7980,"20","I","Documented",32565000,30913170,,,"N","",""
19776,"06007005001",1175911,"CA",7980,"20","III-B","Documented",16607217,15764831,,,"N","",""
19195,"06001064001",1175223,"CA",7720,"3","I","Documented",3156308,3136709,,,"N","",""
19196,"06001064001",1175223,"CA",7720,"3","III-B","Documented",3156308,3136709,,,"N","",""
26217,"06005169001",1175684,"CA",10252,"3","III-B","Documented",162500,169385,,,"N","Secondary Mechanical",""
26259,"06005060004",1175582,"CA",10273,"3","I","Documented",4757250,5050632,,,"N","",""
21848,"06000000214",3610513,"CA",8169,"20","III-B","Documented",44822000,42328351,,,"N","",""
21855,"06000000217",3610538,"CA",8667,"20","VI-A","Documented",52022504,52460251,,,"","",""
20600,"06008010009",410658,"CA",8290,"20","III-B","Documented",3277500,3000940,,,"N","",""
19614,"06002006001",1175267,"CA",7643,"20","II","Documented",144095303,149108217,,,"N","",""
19615,"06005262001",1175743,"CA",7896,"1","III-B","Documented",397425,372954,,,"N","",""
16773,"06005105001",1175637,"CA",6711,"20","II","Documented",23500000,24543465,,,"N","",""
16774,"06005105001",1175637,"CA",6711,"20","III-B","Documented",11391938,11897771,,,"N","",""
19915,"06000000206",3609689,"CA",8043,"20","VI-A","Documented",44937000,42637458,,,"","",""
19916,"06000000206",3609689,"CA",8043,"20","VI-C","Documented",750000,711621,,,"","",""
21123,"06008044001",1175998,"CA",8456,"20","III-B","Documented",9450000,8652594,,,"N","",""
26202,"06006013001",1175866,"CA",10245,"20","III-B","Documented",8381000,8820238,,,"N","",""
20122,"06000000077",3607381,"CA",2977,"20","VI-A","Documented",14971000,14949610,,,"","",""
23962,"06000000225",3610792,"CA",9467,"20","VI-C","Documented",180000,164831,,,"","",""
15721,"06000000182",3609282,"CA",6298,"20","VI-A","Documented",2511099,2530808,,,"","",""
15722,"06000000183",3609283,"CA",6300,"20","III-B","Documented",21160629,19377352,,,"N","",""
25130,"06000000228",3611072,"CA",9887,"20","VI-A","Documented",1112861,1111271,,,"","",""
25140,"06005008001",1175528,"CA",9887,"20","I","Documented",1919230,1916488,,,"N","Secondary Mechanical",""
25141,"06005008001",1175528,"CA",9887,"20","III-B","Documented",1530630,1528443,,,"N","Secondary Mechanical",""
25364,"06006009002",3522480,"CA",9972,"20","III-B","Documented",130000,129815,,,"N","Secondary Mechanical",""
17519,"06000000196",3609511,"CA",7015,"60","VI-A","Documented",160600000,172612675,,,"","",""
17520,"06000000196",3609511,"CA",7015,"60","VI-B","Documented",434400000,466892566,,,"","",""
18305,"06008012001",1175963,"CA",7304,"20","II","Documented",450000,412223,,,"N","",""
18306,"06008012001",1175963,"CA",7304,"20","III-B","Documented",9710000,8894858,,,"N","",""
23648,"06004029001",1175514,"CA",9348,"20","II","Documented",135000000,137225197,,,"N","",""
23649,"06004029001",1175514,"CA",9348,"20","III-B","Documented",27272000,27721523,,,"N","",""
20035,"06002053001",1175311,"CA",8101,"20","II","Documented",15184153,13909463,,,"N","",""
20036,"06002053001",1175311,"CA",8101,"20","III-B","Documented",14500000,13282743,,,"N","",""
20037,"06002053001",1175311,"CA",8101,"20","X","Documented",3800000,3480995,,,"","",""
25355,"06000000229",3611186,"CA",9972,"20","VI-A","Documented",23500000,23466425,,,"","",""
25377,"06007013001",1175921,"CA",9989,"20","I","Documented",11105050,10167989,,,"N","Secondary Mechanical",""
25376,"06006012001",1175865,"CA",9988,"20","I","Documented",626800,573977,,,"N","",""
25378,"06007013001",1175921,"CA",9989,"20","III-B","Documented",700000,640933,,,"N","Secondary Mechanical",""
19535,"06002092001",1175344,"CA",7843,"20","III-B","Documented",479725,439245,,,"N","",""
24595,"06000000227",3610913,"CA",9670,"20","VI-C","Documented",2500000,2289047,,,"","",""
24600,"06003020001",1175387,"CA",9675,"3","III-B","Documented",6000000,6523025,,,"N","",""
18896,"06004016001",1175503,"CA",7561,"20","I","Documented",3937333,3605094,,,"N","",""
22641,"06008072001",1176018,"CA",8887,"20","III-B","Documented",14533195,14442953,,,"N","",""
22470,"06000000109",3608001,"CA",8861,"20","III-B","Documented",123719604,123719604,,,"N","",""
25197,"06001082001",1175233,"CA",9909,"20","II","Documented",500000,525850,,,"N","",""
25198,"06001082001",1175233,"CA",9909,"20","III-A","Documented",12000,12620,,,"N","",""
25199,"06001082001",1175233,"CA",9909,"20","III-B","Documented",2484560,2613009,,,"N","",""
15255,"06005068001",1175588,"CA",5990,"3","X","Documented",22750000,23604521,,,"","",""
17736,"06000000198",3609566,"CA",7107,"60","VI-B","Documented",197066608,219733340,,,"","",""
19920,"06001008001",1175175,"CA",8049,"3","III-B","Documented",5600000,5735960,,,"N","",""
22621,"06000000221",3610640,"CA",8884,"20","VI-B","Documented",2350000,2151703,,,"","",""
18709,"06000000179",3609238,"CA",7446,"60","VI-B","Documented",764000000,852406542,,,"","",""
15909,"06000000186",3609295,"CA",6354,"20","VI-A","Documented",5577000,5381805,,,"","",""
19183,"06005041001",1175561,"CA",7712,"3","IV-A","Documented",2868500,3155100,,,"N","",""
19281,"06009076001",1176095,"CA",7760,"20","II","Documented",214005970,225300315,,,"N","",""
19282,"06009076001",1176095,"CA",7760,"20","X","Documented",2012052,2118240,,,"","",""
15138,"06000000178",3609216,"CA",6082,"20","VI-C","Documented",4490131,4111246,,,"","",""
16769,"06001099001",1175246,"CA",6708,"20","II","Documented",8159000,7873435,,,"N","",""
16770,"06001099001",1175246,"CA",6708,"20","X","Documented",384000,370560,,,"","",""
17521,"06000000196",3609511,"CA",7012,"60","VI-A","Documented",638845257,753578105,,,"","",""
17522,"06000000196",3609511,"CA",7012,"60","VI-B","Documented",610792153,720486829,,,"","",""
16464,"06000000192",3609417,"CA",6598,"20","VII-E","Documented",970000,968614,,,"","",""
15422,"06000000179",3609238,"CA",6175,"20","VI-B","Documented",2278000,2297168,,,"","",""
19283,"06008033001",1175988,"CA",7760,"20","II","Documented",92500981,97382798,,,"N","",""
19284,"06008033001",1175988,"CA",7760,"20","X","Documented",14717548,15494279,,,"","",""
15531,"06000000180",3609248,"CA",6210,"20","VI-A","Documented",18558680,16992670,,,"","",""
15532,"06000000180",3609248,"CA",6210,"20","VI-C","Documented",527247,482757,,,"","",""
17515,"06000000196",3609511,"CA",7010,"60","VI-A","Documented",11400000,10965211,,,"","",""
19929,"06000000210",3610259,"CA",8059,"1","XII","Documented",5665000,6117663,,,"","",""
21004,"06002044004",1175304,"CA",8422,"20","I","Documented",41997906,38391090,,,"N","",""
21973,"06022054001",3489911,"CA",8692,"20","VI-C","Documented",50000,45781,,,"","",""
18518,"06000000204",3609644,"CA",7363,"20","VI-A","Documented",17225000,15771528,,,"","",""
18742,"06009036001",1176075,"CA",7462,"20","II","Documented",19983000,18960418,,,"N","",""
18743,"06009036001",1176075,"CA",7462,"20","III-B","Documented",13989000,13273147,,,"N","",""
18744,"06009036001",1176075,"CA",7462,"20","X","Documented",1500000,1423241,,,"","",""
23408,"06005288001",1175751,"CA",9165,"20","III-B","Documented",492000,449747,,,"N","",""
23421,"06005113001",1175644,"CA",9173,"1","III-B","Documented",500000,521911,,,"N","",""
14790,"06000000173",3609157,"CA",5975,"20","III-B","Documented",6428678,5886216,,,"N","",""
14819,"06005068001",1175588,"CA",5988,"20","III-B","Documented",5040000,5215336,,,"N","",""
14820,"06005068001",1175588,"CA",5990,"3","II","Documented",42250000,43836967,,,"N","",""
14589,"06002158001",3484151,"CA",5864,"20","III-B","Documented",52919448,50211423,,,"N","",""
14770,"06003010001",1175379,"CA",5968,"20","I","Documented",21838238,21073900,,,"N","",""
14771,"06003010001",1175379,"CA",5968,"20","III-A","Documented",1500000,1447500,,,"N","",""
14772,"06003010001",1175379,"CA",5968,"20","III-B","Documented",4470000,4313550,,,"N","",""
23671,"06000000224",3610767,"CA",9362,"20","VI-A","Documented",36698000,39640269,,,"","",""
14823,"06001047001",1175213,"CA",5993,"3","I","Documented",65681695,72093624,,,"N","",""
16334,"06005184001",1175693,"CA",6528,"20","II","Documented",1000000,915618,,,"N","",""
16335,"06005184001",1175693,"CA",6528,"20","III-A","Documented",500000,457810,,,"N","",""
16336,"06005184001",1175693,"CA",6528,"20","III-B","Documented",12550000,11491012,,,"N","",""
16045,"06022047001",427722,"CA",6424,"20","VI-B","Documented",8205000,8980948,,,"","",""
21470,"06003027001",1175394,"CA",8545,"20","III-B","Documented",15675459,14875062,,,"N","",""
18643,"06000000171",3609136,"CA",7420,"20","II","Documented",147900000,152312572,,,"N","",""
18644,"06000000171",3609136,"CA",7420,"20","III-B","Documented",90500000,93200053,,,"N","",""
19541,"06009069001",3368012,"CA",7850,"20","I","Documented",165000,166295,,,"N","",""
19542,"06009069001",3368012,"CA",7850,"20","III-B","Documented",1286000,1296093,,,"N","",""
14906,"06000000175",3609168,"CA",6035,"20","VI-C","Documented",2290029,2096793,,,"","",""
21738,"06001041001",1175206,"CA",8629,"20","I","Documented",1813000,1660016,,,"N","",""
22203,"06001035001",1175201,"CA",8740,"20","I","Documented",1333000,1366229,,,"N","",""
22204,"06001035001",1175201,"CA",8740,"20","II","Documented",85415000,87544225,,,"N","",""
22205,"06001035001",1175201,"CA",8740,"20","III-A","Documented",7500,7687,,,"N","",""
22206,"06001035001",1175201,"CA",8740,"20","III-B","Documented",21124730,21651327,,,"N","",""
26691,"06000000230",3611330,"CA",10352,"20","VI-A","Documented",1902066,1741566,,,"","",""
15139,"06000000177",3609215,"CA",6082,"20","III-B","Documented",7573159,6934124,,,"N","",""
16759,"06002152001",1175364,"CA",6703,"20","III-B","Documented",2442995,2633183,,,"N","",""
16465,"06005257001",1175740,"CA",6599,"20","II","Documented",8000000,7283138,,,"N","",""
16466,"06005257001",1175740,"CA",6599,"20","X","Documented",1750000,1593186,,,"","",""
21511,"06005245002",1175731,"CA",8562,"20","I","Documented",61500,56311,,,"N","",""
21512,"06005245002",1175731,"CA",8562,"20","III-B","Documented",50000,45781,,,"N","",""
16309,"06000000190",3609351,"CA",6520,"9","VII-M","Documented",3193250,3193250,,,"","",""
19181,"06005041001",1175561,"CA",7713,"20","II","Documented",723500,662528,,,"N","",""
19182,"06005041001",1175561,"CA",7713,"20","III-B","Documented",180000,164831,,,"N","",""
17912,"06000000200",3609584,"CA",7170,"60","VI-B","Documented",260000000,280845551,,,"","",""
22215,"06000000218",3610553,"CA",8740,"20","VI-A","Documented",4150000,4104580,,,"","",""
22277,"06003069001",1175437,"CA",8800,"20","III-B","Documented",4751000,4350103,,,"N","",""
21897,"06000000216",3610529,"CA",8633,"20","VI-A","Documented",900000,947168,,,"","",""
16387,"06000000191",3609403,"CA",6565,"9","VII-M","Documented",575261,559420,,,"","",""
