"FACILITY_DOCUMENT_ID","DOCUMENT_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_TYPE_ID","DOCUMENT_TYPE","PUBLISHED_DATE","BASE_MONTH_COST_INFO","CERT_FLAG","SELF_CERT_FLAG","AGE_CERT"
4970,4246,"06000000117",3608103,"CA","96","Excel Spreadsheet Annotations",01-AUG-22,01-AUG-22,"","",""
8404,5967,"06003010001",1175379,"CA","96","Excel Spreadsheet Annotations",06-OCT-22,01-OCT-22,"","",""
8407,5967,"06000000172",3609151,"CA","96","Excel Spreadsheet Annotations",06-OCT-22,01-OCT-22,"","",""
3633,3272,"06008062001",1176010,"CA","20","CIP or Master Plan",01-MAR-20,01-JAN-19,"","",""
4362,3292,"06000000115",3608101,"CA","20","CIP or Master Plan",08-JUN-21,01-JUN-21,"","",""
3654,3292,"06002036001",1175294,"CA","20","CIP or Master Plan",08-JUN-21,01-JUN-21,"","",""
4358,3292,"06000000116",3608102,"CA","20","CIP or Master Plan",08-JUN-21,01-JUN-21,"","",""
4349,3292,"06000000114",3608100,"CA","20","CIP or Master Plan",08-JUN-21,01-JUN-21,"","",""
3794,3361,"06005010001",1175530,"CA","96","Excel Spreadsheet Annotations",13-JUL-22,01-JUL-22,"","",""
3791,3361,"06005010002",1175531,"CA","96","Excel Spreadsheet Annotations",13-JUL-22,01-JUL-22,"","",""
3949,3421,"06002110001",1175349,"CA","96","Excel Spreadsheet Annotations",14-JUL-22,01-JUL-22,"","",""
4232,3654,"06008022001",1175976,"CA","20","CIP or Master Plan",01-DEC-17,01-DEC-17,"","",""
4237,3658,"06000000107",3607986,"CA","96","Excel Spreadsheet Annotations",19-JUL-22,01-JUL-22,"","",""
12158,8097,"06028009001",425890,"CA","20","CIP or Master Plan",21-JUN-22,01-JUN-22,"","",""
12156,8097,"06008009001",1175958,"CA","20","CIP or Master Plan",21-JUN-22,01-JUN-22,"","",""
9093,6342,"06003037001",1175402,"CA","20","CIP or Master Plan",01-MAR-21,01-MAR-21,"","",""
9096,6342,"06000000185",3609289,"CA","20","CIP or Master Plan",01-MAR-21,01-MAR-21,"","",""
7718,5585,"06003040001",1175407,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
8206,5831,"06005147001",1175667,"CA","20","CIP or Master Plan",02-MAR-22,01-MAR-22,"","",""
3370,3085,"06002174001",3008943,"CA","20","CIP or Master Plan",16-NOV-20,01-NOV-20,"","",""
3373,3085,"06022174001",3009462,"CA","20","CIP or Master Plan",16-NOV-20,01-NOV-20,"","",""
6527,5046,"06000000140",3608711,"CA","96","Excel Spreadsheet Annotations",26-AUG-22,01-AUG-22,"","",""
8181,5812,"06005004001",1238814,"CA","20","CIP or Master Plan",16-JUN-20,01-JUN-20,"","",""
3268,2935,"06006008001",1175861,"CA","20","CIP or Master Plan",30-JUN-22,01-JUN-22,"","",""
11093,7561,"06004016001",1175503,"CA","20","CIP or Master Plan",21-JUN-22,01-JUN-22,"","",""
11094,7562,"06004016001",1175503,"CA","96","Excel Spreadsheet Annotations",18-NOV-22,01-NOV-22,"","",""
12654,8295,"06001062001",1175222,"CA","96","Excel Spreadsheet Annotations",08-DEC-22,01-DEC-22,"","",""
8679,6106,"06003004001",1175375,"CA","20","CIP or Master Plan",11-OCT-22,01-OCT-22,"","",""
3339,3056,"06009047001",1176085,"CA","20","CIP or Master Plan",23-JUN-21,01-JUN-21,"","",""
3342,3056,"06000000101",3607883,"CA","20","CIP or Master Plan",23-JUN-21,01-JUN-21,"","",""
3635,3273,"06008062001",1176010,"CA","96","Excel Spreadsheet Annotations",04-JUL-22,01-JUL-22,"","",""
3650,3288,"06004014001",1175501,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
3459,3149,"06009031002",1176067,"CA","96","Excel Spreadsheet Annotations",05-JUL-22,01-JUL-22,"","",""
3455,3149,"06009031004",1176069,"CA","96","Excel Spreadsheet Annotations",05-JUL-22,01-JUL-22,"","",""
3472,3155,"06006012501",3533076,"CA","96","Excel Spreadsheet Annotations",06-JUL-22,01-JUL-22,"","",""
11912,7931,"06005006001",1175527,"CA","20","CIP or Master Plan",10-NOV-22,01-NOV-22,"","",""
11950,7956,"06005178001",1175688,"CA","96","Excel Spreadsheet Annotations",29-NOV-22,01-NOV-22,"","",""
10373,7110,"06002057001",1175314,"CA","20","CIP or Master Plan",16-JUN-21,01-JUN-21,"","",""
10375,7112,"06002057001",1175314,"CA","96","Excel Spreadsheet Annotations",03-NOV-22,01-NOV-22,"","",""
10470,7163,"06002040001",1175298,"CA","96","Excel Spreadsheet Annotations",04-NOV-22,01-NOV-22,"","",""
13137,8457,"06008044001",1175998,"CA","96","Excel Spreadsheet Annotations",12-DEC-22,01-DEC-22,"","",""
13136,8457,"06000000213",3610443,"CA","96","Excel Spreadsheet Annotations",12-DEC-22,01-DEC-22,"","",""
8264,5864,"06002158001",3484151,"CA","20","CIP or Master Plan",28-JUN-22,01-JUN-22,"","",""
8266,5864,"06000000163",3609024,"CA","20","CIP or Master Plan",28-JUN-22,01-JUN-22,"","",""
8268,5864,"06002046001",1175306,"CA","20","CIP or Master Plan",28-JUN-22,01-JUN-22,"","",""
8265,5865,"06002158001",3484151,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
8267,5865,"06000000163",3609024,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
8269,5865,"06002046001",1175306,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
8271,5867,"06007025001",1175933,"CA","20","CIP or Master Plan",23-JUN-21,01-JUN-21,"","",""
4966,4243,"06009077001",1176096,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
10478,7170,"06000000200",3609584,"CA","60","Municipal Storm Water Management Plan",30-SEP-20,01-SEP-20,"","",""
8817,6175,"06000000179",3609238,"CA","20","CIP or Master Plan",01-NOV-21,01-NOV-21,"","",""
8582,6073,"06000000176",3609213,"CA","96","Excel Spreadsheet Annotations",07-OCT-22,01-OCT-22,"","",""
9754,6731,"06003049001",1175417,"CA","96","Excel Spreadsheet Annotations",25-OCT-22,01-OCT-22,"","",""
9811,6780,"06003037001",1175402,"CA","96","Excel Spreadsheet Annotations",26-OCT-22,01-OCT-22,"","",""
7459,5448,"06008045001",1175999,"CA","20","CIP or Master Plan",21-JUN-22,01-JUN-22,"","",""
12172,8101,"06002053001",1175311,"CA","20","CIP or Master Plan",03-AUG-22,01-AUG-22,"","",""
8311,5895,"06008073001",1176019,"CA","20","CIP or Master Plan",26-JUL-22,01-JUL-22,"","",""
8312,5896,"06008073001",1176019,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
8361,5933,"06000000170",3609134,"CA","96","Excel Spreadsheet Annotations",05-OCT-22,01-OCT-22,"","",""
10368,7107,"06000000198",3609566,"CA","60","Municipal Storm Water Management Plan",01-AUG-20,01-AUG-18,"","",""
10593,7229,"06000000202",3609600,"CA","20","CIP or Master Plan",30-JUN-21,01-JUN-21,"","",""
10590,7229,"06000000201",3609599,"CA","20","CIP or Master Plan",30-JUN-21,01-JUN-21,"","",""
10721,7304,"06008012001",1175963,"CA","20","CIP or Master Plan",03-AUG-22,01-AUG-22,"","",""
11501,7714,"06005041001",1175561,"CA","96","Excel Spreadsheet Annotations",22-NOV-22,01-NOV-22,"","",""
11507,7718,"06005049001",1175569,"CA","20","CIP or Master Plan",19-AUG-22,01-AUG-22,"","",""
11510,7720,"06001064001",1175223,"CA","3","CWSRF Loan Pre-applications/Final Applications",19-JUL-21,01-JUL-21,"","",""
11568,7761,"06008033001",1175988,"CA","96","Excel Spreadsheet Annotations",23-NOV-22,01-NOV-22,"","",""
11566,7761,"06009076001",1176095,"CA","96","Excel Spreadsheet Annotations",23-NOV-22,01-NOV-22,"","",""
11775,7843,"06002092001",1175344,"CA","20","CIP or Master Plan",15-JUN-22,01-JUN-22,"","",""
8434,5988,"06005068001",1175588,"CA","20","CIP or Master Plan",01-JUN-21,01-JUN-21,"","",""
9427,6546,"06009035001",1176074,"CA","96","Excel Spreadsheet Annotations",20-OCT-22,01-OCT-22,"","",""
12256,8133,"06002053001",1175311,"CA","96","Excel Spreadsheet Annotations",05-DEC-22,01-AUG-22,"","",""
13906,8685,"06029046001",415588,"CA","20","CIP or Master Plan",01-JUL-21,01-JUL-21,"","",""
13902,8685,"06009046001",1176084,"CA","20","CIP or Master Plan",01-JUL-21,01-JUL-21,"","",""
11851,7894,"06001026001",1175194,"CA","3","CWSRF Loan Pre-applications/Final Applications",25-JUL-19,01-JUL-19,"","",""
12328,8170,"06005107001",1175639,"CA","96","Excel Spreadsheet Annotations",06-DEC-22,01-DEC-22,"","",""
13785,8170,"06000000214",3610513,"CA","96","Excel Spreadsheet Annotations",06-DEC-22,01-DEC-22,"","",""
13795,8170,"06000000217",3610538,"CA","96","Excel Spreadsheet Annotations",06-DEC-22,01-DEC-22,"","",""
8363,5934,"06000000170",3609134,"CA","20","CIP or Master Plan",24-FEB-21,01-FEB-21,"","",""
8382,5947,"06002043001",1175301,"CA","96","Excel Spreadsheet Annotations",05-OCT-22,01-OCT-22,"","",""
8418,5975,"06000000173",3609157,"CA","20","CIP or Master Plan",07-JUN-22,01-JUN-22,"","",""
3253,2899,"06000000094",3607861,"CA","20","CIP or Master Plan",28-JUN-21,01-JUN-21,"","",""
3252,2899,"06000000091",3607829,"CA","20","CIP or Master Plan",28-JUN-21,01-JUN-21,"","",""
10898,7420,"06000000171",3609136,"CA","20","CIP or Master Plan",10-JAN-22,01-JUL-21,"","",""
10899,7421,"06000000171",3609136,"CA","96","Excel Spreadsheet Annotations",15-NOV-22,01-NOV-22,"","",""
10963,7462,"06009036001",1176075,"CA","20","CIP or Master Plan",30-JUN-22,01-JUN-22,"","",""
11057,7534,"06005040001",1175560,"CA","20","CIP or Master Plan",18-MAR-21,01-MAR-21,"","",""
9490,6086,"06000000192",3609417,"CA","96","Excel Spreadsheet Annotations",10-OCT-22,01-JUN-21,"","",""
11948,7954,"06005178001",1175688,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
9818,6782,"06009026005",1176061,"CA","20","CIP or Master Plan",01-JUN-21,01-JUN-21,"","",""
12085,8044,"06000000206",3609689,"CA","96","Excel Spreadsheet Annotations",01-DEC-22,01-DEC-22,"","",""
8868,6210,"06000000180",3609248,"CA","20","CIP or Master Plan",14-JUN-22,01-JUN-22,"","",""
9440,6559,"06006041001",1175894,"CA","20","CIP or Master Plan",01-JUN-22,01-JUN-22,"","",""
5454,4516,"06022039001",3347694,"CA","96","Excel Spreadsheet Annotations",08-AUG-22,01-AUG-22,"","",""
8043,5742,"06002071001",1175331,"CA","96","Excel Spreadsheet Annotations",28-SEP-22,01-SEP-22,"","",""
8203,5828,"06005001001",1175523,"CA","96","Excel Spreadsheet Annotations",30-SEP-22,01-SEP-22,"","",""
8204,5829,"06022044001",2864707,"CA","96","Excel Spreadsheet Annotations",30-SEP-22,01-SEP-22,"","",""
10767,7335,"06000000203",3609627,"CA","20","CIP or Master Plan",26-APR-21,01-APR-21,"","",""
10769,7336,"06000000203",3609627,"CA","96","Excel Spreadsheet Annotations",09-NOV-22,01-NOV-22,"","",""
10779,7337,"06002054001",3486530,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
12260,2981,"06000000077",3607381,"CA","96","Excel Spreadsheet Annotations",30-JUN-22,01-JUN-22,"","",""
3738,3333,"06000000106",3607985,"CA","96","Excel Spreadsheet Annotations",05-JUL-22,01-JUL-22,"","",""
10913,7432,"06005204001",1175707,"CA","3","CWSRF Loan Pre-applications/Final Applications",25-AUG-20,01-AUG-20,"","",""
12159,8098,"06028009001",425890,"CA","96","Excel Spreadsheet Annotations",02-DEC-22,01-DEC-22,"","",""
12157,8098,"06008009001",1175958,"CA","96","Excel Spreadsheet Annotations",02-DEC-22,01-DEC-22,"","",""
8807,6085,"06022109001",3490190,"CA","20","CIP or Master Plan",21-JUN-21,01-JUN-21,"","",""
8647,6085,"06002109001",1175348,"CA","20","CIP or Master Plan",21-JUN-21,01-JUN-21,"","",""
8177,5808,"06008024001",1175978,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-15,"","",""
8223,5840,"06000000162",3609020,"CA","96","Excel Spreadsheet Annotations",03-OCT-22,01-OCT-22,"","",""
8228,5840,"06000000161",3609019,"CA","96","Excel Spreadsheet Annotations",03-OCT-22,01-OCT-22,"","",""
10277,5866,"06009050001",1176087,"CA","20","CIP or Master Plan",01-JUL-19,01-JUL-19,"","",""
8272,5868,"06007025001",1175933,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
8282,5869,"06000000167",3609122,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
8275,5869,"06000000166",3609120,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
8288,5875,"06000000165",3609119,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
4937,4223,"06000000127",3608300,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
4934,4223,"06000000126",3608299,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
12261,2977,"06000000077",3607381,"CA","20","CIP or Master Plan",23-JUN-21,01-JUN-21,"","",""
3946,3418,"06006009001",1175862,"CA","20","CIP or Master Plan",23-JUN-22,01-JUN-22,"","",""
9675,6687,"06007029001",1175936,"CA","96","Excel Spreadsheet Annotations",24-OCT-22,01-MAY-22,"","",""
11982,7981,"06007005001",1175911,"CA","96","Excel Spreadsheet Annotations",30-NOV-22,01-NOV-22,"","",""
7719,5586,"06003040001",1175407,"CA","96","Excel Spreadsheet Annotations",22-SEP-22,01-SEP-22,"","",""
3957,3428,"06002081001",1175339,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
8547,6056,"06002043001",1175301,"CA","20","CIP or Master Plan",21-JUN-21,01-JUN-21,"","",""
9146,6382,"06000000187",3609307,"CA","96","Excel Spreadsheet Annotations",17-OCT-22,01-OCT-22,"","",""
10233,7015,"06000000196",3609511,"CA","60","Municipal Storm Water Management Plan",01-JAN-21,01-JAN-21,"","",""
10238,7022,"06000000196",3609511,"CA","60","Municipal Storm Water Management Plan",30-JUN-21,01-JUN-21,"","",""
9144,6380,"06000000187",3609307,"CA","20","CIP or Master Plan",01-MAR-22,01-MAR-22,"","",""
11915,7935,"06008067001",1176013,"CA","20","CIP or Master Plan",01-JUN-21,01-JUN-21,"","",""
6978,5183,"06006005001",1175858,"CA","96","Excel Spreadsheet Annotations",07-SEP-22,01-SEP-22,"","",""
7111,5259,"06000000133",3608440,"CA","1","CWSRF IUP/Project Priority List",17-MAY-21,01-MAY-21,"","",""
5804,4701,"06001036001",1175202,"CA","96","Excel Spreadsheet Annotations",12-AUG-22,01-AUG-22,"","",""
5807,4701,"06000000134",3608500,"CA","96","Excel Spreadsheet Annotations",12-AUG-22,01-AUG-22,"","",""
8178,5809,"06008024001",1175978,"CA","96","Excel Spreadsheet Annotations",01-JAN-15,01-JAN-15,"","","Y"
8309,5893,"06008007001",1175956,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
8314,5898,"06000000168",3609128,"CA","20","CIP or Master Plan",14-JUN-21,01-JUN-21,"","",""
8315,5899,"06000000168",3609128,"CA","96","Excel Spreadsheet Annotations",04-OCT-22,01-OCT-22,"","",""
3781,3357,"06008068001",1176014,"CA","20","CIP or Master Plan",27-MAY-22,01-MAY-22,"","",""
3807,3367,"06008016001",1175967,"CA","96","Excel Spreadsheet Annotations",13-JUL-22,01-JUL-22,"","",""
3810,3367,"06000000108",3607994,"CA","96","Excel Spreadsheet Annotations",13-JUL-22,01-JUL-22,"","",""
11273,7613,"06003058001",1175426,"CA","20","CIP or Master Plan",10-MAY-22,01-MAY-22,"","",""
11349,7629,"06003094001",406088,"CA","96","Excel Spreadsheet Annotations",21-NOV-22,01-NOV-22,"","",""
11356,7629,"06000000208",3609709,"CA","96","Excel Spreadsheet Annotations",21-NOV-22,01-NOV-22,"","",""
11381,7648,"06005106001",1175638,"CA","20","CIP or Master Plan",27-JUN-22,01-JUN-22,"","",""
11944,7952,"06009043001",1176082,"CA","3","CWSRF Loan Pre-applications/Final Applications",23-DEC-20,01-DEC-20,"","",""
10720,7303,"06008012001",1175963,"CA","3","CWSRF Loan Pre-applications/Final Applications",08-APR-14,01-APR-14,"","","Y"
10722,7305,"06008012001",1175963,"CA","96","Excel Spreadsheet Annotations",08-NOV-22,01-NOV-22,"","",""
8381,5946,"06002043001",1175301,"CA","3","CWSRF Loan Pre-applications/Final Applications",17-JUN-19,01-JUN-19,"","",""
11479,7704,"06001038001",1175204,"CA","96","Excel Spreadsheet Annotations",22-NOV-22,01-NOV-22,"","",""
11499,7712,"06005041001",1175561,"CA","3","CWSRF Loan Pre-applications/Final Applications",04-OCT-17,01-OCT-17,"","",""
11930,7946,"06005272001",1175747,"CA","3","CWSRF Loan Pre-applications/Final Applications",25-APR-19,01-APR-19,"","",""
10816,7364,"06000000204",3609644,"CA","96","Excel Spreadsheet Annotations",10-NOV-22,01-NOV-22,"","",""
8814,6174,"06008024001",1175978,"CA","20","CIP or Master Plan",01-JAN-15,01-JAN-15,"","","Y"
7421,5423,"06005061001",1238816,"CA","96","Excel Spreadsheet Annotations",15-SEP-22,01-SEP-22,"","",""
7533,5481,"06005205001",1175708,"CA","96","Excel Spreadsheet Annotations",19-SEP-22,01-SEP-22,"","",""
7534,5481,"06000000150",3608852,"CA","96","Excel Spreadsheet Annotations",19-SEP-22,01-SEP-22,"","",""
7946,5701,"06002030001",1238810,"CA","96","Excel Spreadsheet Annotations",27-SEP-22,01-SEP-22,"","",""
8027,5730,"06007014001",1175922,"CA","96","Excel Spreadsheet Annotations",27-SEP-22,01-SEP-22,"","",""
8069,5758,"06003044001",1175412,"CA","96","Excel Spreadsheet Annotations",28-SEP-22,01-SEP-22,"","",""
8207,5832,"06005147001",1175667,"CA","96","Excel Spreadsheet Annotations",30-SEP-22,01-SEP-22,"","",""
8243,5853,"06005551001",1175825,"CA","20","CIP or Master Plan",08-NOV-21,01-NOV-21,"","",""
8244,5853,"06005249001",1175733,"CA","20","CIP or Master Plan",08-NOV-21,01-NOV-21,"","",""
8251,5853,"06005249003",1175735,"CA","20","CIP or Master Plan",08-NOV-21,01-NOV-21,"","",""
8281,5870,"06000000167",3609122,"CA","20","CIP or Master Plan",01-JUL-21,01-JUL-21,"","",""
8276,5870,"06000000166",3609120,"CA","20","CIP or Master Plan",01-JUL-21,01-JUL-21,"","",""
8310,5894,"06008007001",1175956,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
8189,5796,"06000000159",3609003,"CA","101a","State-Specific Approach (submitted as primary)",29-SEP-22,01-JAN-22,"","",""
8184,5814,"06002033001",1175290,"CA","20","CIP or Master Plan",01-JUN-22,01-JUN-22,"","",""
11035,7517,"06002011001",1175272,"CA","20","CIP or Master Plan",06-JUN-22,01-JUN-22,"","",""
11059,7536,"06005040001",1175560,"CA","96","Excel Spreadsheet Annotations",18-NOV-22,01-NOV-22,"","",""
9113,6356,"06000000186",3609295,"CA","96","Excel Spreadsheet Annotations",17-OCT-22,01-OCT-22,"","",""
7803,5639,"06009009001",1176040,"CA","96","Excel Spreadsheet Annotations",23-SEP-22,01-SEP-22,"","",""
7811,5643,"06005246001",1175732,"CA","96","Excel Spreadsheet Annotations",23-SEP-22,01-SEP-22,"","",""
7812,5643,"06025246001",2821302,"CA","96","Excel Spreadsheet Annotations",23-SEP-22,01-SEP-22,"","",""
7898,5670,"06025011001",2830221,"CA","96","Excel Spreadsheet Annotations",26-SEP-22,01-SEP-22,"","",""
7899,5671,"06005011001",1175532,"CA","96","Excel Spreadsheet Annotations",26-SEP-22,01-SEP-22,"","",""
4876,4169,"06000000124",3608283,"CA","96","Excel Spreadsheet Annotations",27-JUL-22,01-JUL-22,"","",""
4894,4187,"06000000125",3608290,"CA","20","CIP or Master Plan",09-JUN-22,01-JUN-22,"","",""
5491,4187,"06000000132",3608439,"CA","20","CIP or Master Plan",09-JUN-22,01-JUN-22,"","",""
3675,3303,"06000000105",3607961,"CA","96","Excel Spreadsheet Annotations",05-JUL-22,01-JUL-22,"","",""
3716,3317,"06000000090",3607791,"CA","20","CIP or Master Plan",06-JUL-22,01-JUL-22,"","",""
3732,3329,"06002025001",1175283,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
3745,3336,"06006004001",1175857,"CA","96","Excel Spreadsheet Annotations",12-JUL-22,01-JUL-22,"","",""
3772,3354,"06004009003",1175479,"CA","96","Excel Spreadsheet Annotations",13-JUL-22,01-JUL-22,"","",""
3766,3354,"06004009002",1175478,"CA","96","Excel Spreadsheet Annotations",13-JUL-22,01-JUL-22,"","",""
3776,3354,"06004009008",1175484,"CA","96","Excel Spreadsheet Annotations",13-JUL-22,01-JUL-22,"","",""
3769,3354,"06004009010",1175486,"CA","96","Excel Spreadsheet Annotations",13-JUL-22,01-JUL-22,"","",""
3779,3354,"06004009009",1175485,"CA","96","Excel Spreadsheet Annotations",13-JUL-22,01-JUL-22,"","",""
4769,4080,"06002023001",1175281,"CA","20","CIP or Master Plan",01-JUL-21,01-JUL-21,"","",""
4771,4080,"06002022001",1175280,"CA","20","CIP or Master Plan",01-JUL-21,01-JUL-21,"","",""
5453,4515,"06022039001",3347694,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
3646,3284,"06008004001",1175948,"CA","96","Excel Spreadsheet Annotations",04-JUL-22,01-JUL-22,"","",""
6221,4910,"06000000138",3608601,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
6239,4922,"06006065001",1175901,"CA","96","Excel Spreadsheet Annotations",23-AUG-22,01-AUG-22,"","",""
6238,4922,"06000000139",3608621,"CA","96","Excel Spreadsheet Annotations",23-AUG-22,01-AUG-22,"","",""
7694,5573,"06007021001",1175929,"CA","96","Excel Spreadsheet Annotations",21-SEP-22,01-SEP-22,"","",""
3256,2904,"06000000094",3607861,"CA","96","Excel Spreadsheet Annotations",30-JUN-22,01-JUN-22,"","",""
3254,2904,"06000000091",3607829,"CA","96","Excel Spreadsheet Annotations",30-JUN-22,01-JUN-22,"","",""
4792,4095,"06000000121",3608175,"CA","20","CIP or Master Plan",01-AUG-16,01-JAN-15,"","",""
6085,4819,"06006007001",1175860,"CA","96","Excel Spreadsheet Annotations",18-AUG-22,01-AUG-22,"","",""
5004,4273,"06008005001",1175949,"CA","20","CIP or Master Plan",01-JUL-19,01-JUL-19,"","",""
5323,4426,"06002023001",1175281,"CA","96","Excel Spreadsheet Annotations",01-JUL-21,01-JUL-21,"","",""
5595,4606,"06000000131",3608421,"CA","20","CIP or Master Plan",10-JUN-19,01-JUN-19,"","",""
5847,4606,"06000000130",3608420,"CA","20","CIP or Master Plan",10-JUN-19,01-JUN-19,"","",""
7802,5638,"06009009001",1176040,"CA","20","CIP or Master Plan",01-JUL-20,01-JUL-20,"","",""
8182,5813,"06005004001",1238814,"CA","96","Excel Spreadsheet Annotations",29-SEP-22,01-SEP-22,"","",""
8222,5839,"06000000162",3609020,"CA","20","CIP or Master Plan",16-MAY-22,01-MAY-22,"","",""
8227,5839,"06000000161",3609019,"CA","20","CIP or Master Plan",16-MAY-22,01-MAY-22,"","",""
4250,3665,"06029031001",402846,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
4257,3665,"06000000102",3607908,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
4255,3665,"06009031001",1176066,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
4244,3665,"06000000103",3607909,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
7978,5712,"06009014002",1176046,"CA","96","Excel Spreadsheet Annotations",27-SEP-22,01-SEP-22,"","",""
7992,5718,"06000000154",3608935,"CA","3","CWSRF Loan Pre-applications/Final Applications",02-DEC-15,01-DEC-15,"","","Y"
8023,5726,"06002015001",1175274,"CA","20","CIP or Master Plan",01-DEC-14,01-DEC-14,"","","Y"
8024,5727,"06002015001",1175274,"CA","20","CIP or Master Plan",02-JUN-20,01-JUN-20,"","",""
8026,5729,"06007014001",1175922,"CA","20","CIP or Master Plan",29-JUN-22,01-JUN-22,"","",""
5921,4764,"06002091001",1175343,"CA","96","Excel Spreadsheet Annotations",16-AUG-22,01-AUG-22,"","",""
5923,4764,"06000000136",3608525,"CA","96","Excel Spreadsheet Annotations",16-AUG-22,01-AUG-22,"","",""
7242,5337,"06002072001",1175334,"CA","20","CIP or Master Plan",01-JAN-21,01-JAN-21,"","",""
7235,5337,"06000000144",3608801,"CA","20","CIP or Master Plan",01-JAN-21,01-JAN-21,"","",""
7617,5525,"06001010005",1175180,"CA","20","CIP or Master Plan",11-MAY-21,01-MAY-21,"","",""
3600,3246,"06002084001",1175341,"CA","96","Excel Spreadsheet Annotations",08-JUL-22,01-JUL-22,"","",""
3261,2923,"06005239001",1175726,"CA","20","CIP or Master Plan",22-JUN-21,01-JUN-21,"","",""
3265,2923,"06000000095",3607863,"CA","20","CIP or Master Plan",22-JUN-21,01-JUN-21,"","",""
3471,3154,"06006012501",3533076,"CA","20","CIP or Master Plan",01-JUL-21,01-JUL-21,"","",""
3958,3429,"06002081001",1175339,"CA","96","Excel Spreadsheet Annotations",07-JUL-22,01-JUL-22,"","",""
4786,4090,"06008021001",1175975,"CA","20","CIP or Master Plan",01-APR-12,01-APR-12,"","","Y"
5227,4353,"06005053001",1175571,"CA","96","Excel Spreadsheet Annotations",03-AUG-22,01-AUG-22,"","",""
7561,5494,"06000000153",3608861,"CA","3","CWSRF Loan Pre-applications/Final Applications",25-JAN-21,01-JAN-21,"","",""
7594,5512,"06007002001",1175909,"CA","96","Excel Spreadsheet Annotations",20-SEP-22,01-SEP-22,"","",""
7618,5526,"06001010005",1175180,"CA","96","Excel Spreadsheet Annotations",20-SEP-22,01-SEP-22,"","",""
7729,5590,"06005027001",1175549,"CA","96","Excel Spreadsheet Annotations",22-SEP-22,01-SEP-22,"","",""
7736,5593,"06002016001",1175275,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
7737,5594,"06002016001",1175275,"CA","96","Excel Spreadsheet Annotations",22-SEP-22,01-SEP-22,"","",""
22260,12783,"06000000263",3611387,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",15-SEP-22,01-SEP-22,"","",""
22268,12790,"06005022001",1175543,"CA","3","CWSRF Loan Pre-applications/Final Applications",04-AUG-22,01-AUG-22,"","",""
13692,8629,"06001041001",1175206,"CA","20","CIP or Master Plan",20-JUN-22,01-JUN-22,"","",""
8581,6072,"06000000176",3609213,"CA","20","CIP or Master Plan",06-JUN-22,01-JUN-22,"","",""
8985,6296,"06005216001",1175710,"CA","20","CIP or Master Plan",01-JAN-22,01-JAN-22,"","",""
8986,6297,"06005216001",1175710,"CA","96","Excel Spreadsheet Annotations",14-OCT-22,01-OCT-22,"","",""
8991,6300,"06000000183",3609283,"CA","20","CIP or Master Plan",01-JUL-22,01-JUL-22,"","",""
8996,6303,"06000000184",3609284,"CA","20","CIP or Master Plan",30-JUN-15,01-JUN-15,"","","Y"
22160,12738,"06000000251",3611375,"CA","101d","CWNS ID-Specific Output to State-Specific Approach (approved as alternate)",06-MAR-23,01-MAR-23,"","",""
8678,6105,"06003004001",1175375,"CA","96","Excel Spreadsheet Annotations",11-OCT-22,01-OCT-22,"","",""
