"CWNS_ID","FACILITY_ID","STATE_CODE","FACILITY_TYPE","CHANGE_TYPE"
"06000000285",3611409,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000272",3611396,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000272",3611396,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000090",3607791,"CA","Treatment Plant","No Change"
"06004013001",1175500,"CA","Collection: Separate Sewers","No Change"
"06008016003",1175969,"CA","Collection: Separate Sewers","No Change"
"06004051001",427399,"CA","Collection: Separate Sewers","No Change"
"06002067001",1175327,"CA","Collection: Separate Sewers","Rehabilitation"
"06002067001",1175327,"CA","Collection: Separate Sewers","Replacement"
"06002033001",1175290,"CA","Treatment Plant","Rehabilitation"
"06002033001",1175290,"CA","Treatment Plant","Replacement"
"06004009006",1175482,"CA","Collection: Pump Stations","Rehabilitation"
"06004009006",1175482,"CA","Collection: Pump Stations","Replacement"
"06005246001",1175732,"CA","Treatment Plant","Rehabilitation"
"06005246001",1175732,"CA","Treatment Plant","Replacement"
"06005009001",1175529,"CA","Treatment Plant","Rehabilitation"
"06005009001",1175529,"CA","Treatment Plant","Replacement"
"06005009001",1175529,"CA","Treatment Plant","Increase Capacity"
"06005009001",1175529,"CA","Treatment Plant","Process Improvement"
"06005026001",1175548,"CA","Treatment Plant","Rehabilitation"
"06005026001",1175548,"CA","Treatment Plant","Replacement"
"06005026001",1175548,"CA","Collection: Separate Sewers","Rehabilitation"
"06005026001",1175548,"CA","Collection: Separate Sewers","Replacement"
"06005026001",1175548,"CA","Collection: Separate Sewers","Increase Capacity"
"06005218001",1175712,"CA","Collection: Separate Sewers","No Change"
"06005783001",1175853,"CA","Treatment Plant","No Change"
"06002023001",1175281,"CA","Collection: Interceptor Sewers","Rehabilitation"
"06002023001",1175281,"CA","Collection: Interceptor Sewers","Replacement"
"06001020001",1175189,"CA","Collection: Separate Sewers","No Change"
"06003115001",1175455,"CA","Collection: Separate Sewers","No Change"
"06001014001",433503,"CA","Treatment Plant","No Change"
"06002082001",1175340,"CA","Collection: Separate Sewers","Replacement"
"06002176001",412968,"CA","Collection: Separate Sewers","No Change"
"06000000244",3611368,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000244",3611368,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000134",3608500,"CA","Phase II MS4","Rehabilitation"
"06000000134",3608500,"CA","Phase II MS4","Replacement"
"06005235001",1175722,"CA","Collection: Pump Stations","Rehabilitation"
"06005235001",1175722,"CA","Collection: Pump Stations","Replacement"
"06003048001",1175416,"CA","Collection: Separate Sewers","No Change"
"06008021001",1175975,"CA","Collection: Separate Sewers","Rehabilitation"
"06008021001",1175975,"CA","Collection: Separate Sewers","Replacement"
"06008085001",1176028,"CA","Water Reuse","Expansion"
"06009058001",1176089,"CA","Collection: Separate Sewers","No Change"
"06003060001",1175427,"CA","Treatment Plant","Rehabilitation"
"06003060001",1175427,"CA","Treatment Plant","Increase Capacity"
"06007019001",1175928,"CA","Collection: Separate Sewers","No Change"
"06004009001",1175477,"CA","Treatment Plant","Rehabilitation"
"06004009001",1175477,"CA","Treatment Plant","Replacement"
"06004009001",1175477,"CA","Treatment Plant","Increase Capacity"
"06004009001",1175477,"CA","Treatment Plant","Process Improvement"
"06005010001",1175530,"CA","Collection: Separate Sewers","Rehabilitation"
"06005010001",1175530,"CA","Collection: Separate Sewers","Replacement"
"06005218001",1175712,"CA","Treatment Plant","No Change"
"06005265001",1175744,"CA","Treatment Plant","No Change"
"06005265001",1175744,"CA","Collection: Separate Sewers","No Change"
"06000000245",3611369,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000245",3611369,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000243",3611367,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000243",3611367,"CA","Onsite Wastewater Treatment System","Replacement"
"06001040001",1175205,"CA","Treatment Plant","Rehabilitation"
"06001040001",1175205,"CA","Treatment Plant","Replacement"
"06003047001",1175415,"CA","Collection: Separate Sewers","No Change"
"06005010002",1175531,"CA","Collection: Pump Stations","Rehabilitation"
"06005010002",1175531,"CA","Collection: Pump Stations","Replacement"
"06005107001",1175639,"CA","Collection: Interceptor Sewers","New"
"06000000221",3610640,"CA","Phase II MS4","Rehabilitation"
"06000000221",3610640,"CA","Phase II MS4","Replacement"
"06000000120",3608161,"CA","Phase I MS4","Rehabilitation"
"06000000120",3608161,"CA","Phase I MS4","Replacement"
"06000000182",3609282,"CA","Phase I MS4","Rehabilitation"
"06000000258",3611382,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000258",3611382,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000292",3612062,"CA","Phase II MS4","Rehabilitation"
"06000000292",3612062,"CA","Phase II MS4","Replacement"
"06004006001",1175461,"CA","Collection: Pump Stations","Rehabilitation"
"06000000091",3607829,"CA","Treatment Plant","Rehabilitation"
"06000000091",3607829,"CA","Treatment Plant","Replacement"
"06000000113",3608023,"CA","Phase I MS4","Rehabilitation"
"06000000113",3608023,"CA","Phase I MS4","Replacement"
"06002011001",1175272,"CA","Treatment Plant","Rehabilitation"
"06002011001",1175272,"CA","Treatment Plant","Replacement"
"06001070001",1175229,"CA","Collection: Separate Sewers","No Change"
"06004009009",1175485,"CA","Collection: Separate Sewers","Rehabilitation"
"06004009009",1175485,"CA","Collection: Separate Sewers","Replacement"
"06004009009",1175485,"CA","Collection: Separate Sewers","Increase Capacity"
"06005351001",1175785,"CA","Treatment Plant","No Change"
"06006005001",1175858,"CA","Treatment Plant","Rehabilitation"
"06006005001",1175858,"CA","Treatment Plant","Replacement"
"06006005001",1175858,"CA","Treatment Plant","Increase Capacity"
"06005038001",1175558,"CA","Collection: Separate Sewers","No Change"
"06000000165",3609119,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000165",3609119,"CA","Collection: Separate Sewers","Replacement"
"06000000165",3609119,"CA","Collection: Separate Sewers","Increase Capacity"
"06000000296",3612541,"CA","Treatment Plant","Rehabilitation"
"06000000296",3612541,"CA","Treatment Plant","Replacement"
"06000000296",3612541,"CA","Collection: Separate Sewers","No Change"
"06000000310",3612940,"CA","Collection: Separate Sewers","No Change"
"06005124001",1175655,"CA","Collection: Separate Sewers","No Change"
"06005368001",1175795,"CA","Treatment Plant","No Change"
"06001015001",1175184,"CA","Treatment Plant","No Change"
"06002025001",1175283,"CA","Treatment Plant","Rehabilitation"
"06002025001",1175283,"CA","Treatment Plant","Replacement"
"06002063002",1175323,"CA","Treatment Plant","Rehabilitation"
"06002063002",1175323,"CA","Treatment Plant","Replacement"
"06005299001",1175755,"CA","Collection: Separate Sewers","No Change"
"06005054001",1175573,"CA","Collection: Separate Sewers","Rehabilitation"
"06005054001",1175573,"CA","Collection: Separate Sewers","Replacement"
"06005054001",1175573,"CA","Collection: Pump Stations","Rehabilitation"
"06005054001",1175573,"CA","Collection: Pump Stations","Replacement"
"06002092001",1175344,"CA","Treatment Plant","No Change"
"06001065001",1175224,"CA","Collection: Separate Sewers","No Change"
"06001078001",1175231,"CA","Collection: Separate Sewers","No Change"
"06004009007",1175483,"CA","Treatment Plant","Rehabilitation"
"06004009007",1175483,"CA","Treatment Plant","Replacement"
"06007025001",1175933,"CA","Collection: Separate Sewers","Rehabilitation"
"06007025001",1175933,"CA","Collection: Separate Sewers","Replacement"
"06026000001",3522996,"CA","Phase II MS4","No Change"
"06006001002",3483573,"CA","Collection: Separate Sewers","No Change"
"06000000087",3607695,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000087",3607695,"CA","Collection: Separate Sewers","Replacement"
"06000000212",3610370,"CA","Phase II MS4","Rehabilitation"
"06000000212",3610370,"CA","Phase II MS4","Replacement"
"06009074002",3334975,"CA","Treatment Plant","Rehabilitation"
"06009074002",3334975,"CA","Treatment Plant","Replacement"
"06000000185",3609289,"CA","Phase I MS4","Rehabilitation"
"06000000185",3609289,"CA","Phase I MS4","Redevelopment"
"06000000185",3609289,"CA","Phase I MS4","Process Improvement"
"06008016001",1175967,"CA","Collection: Pump Stations","Rehabilitation"
"06008016001",1175967,"CA","Collection: Pump Stations","Replacement"
"06000000173",3609157,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000173",3609157,"CA","Collection: Separate Sewers","Replacement"
"06005019002",3478130,"CA","Collection: Pump Stations","Rehabilitation"
"06001012001",1175182,"CA","Collection: Separate Sewers","No Change"
"06007014001",1175922,"CA","Treatment Plant","Rehabilitation"
"06007014001",1175922,"CA","Treatment Plant","Replacement"
"06002110001",1175349,"CA","Collection: Separate Sewers","Rehabilitation"
"06002110001",1175349,"CA","Collection: Separate Sewers","Replacement"
"06005012001",1175534,"CA","Collection: Separate Sewers","No Change"
"06005042003",1175562,"CA","Collection: Separate Sewers","Rehabilitation"
"06005042003",1175562,"CA","Collection: Separate Sewers","Replacement"
"06005105001",1175637,"CA","Treatment Plant","Rehabilitation"
"06005105001",1175637,"CA","Treatment Plant","Replacement"
"06002108001",1175347,"CA","Collection: Pump Stations","Rehabilitation"
"06002108001",1175347,"CA","Collection: Pump Stations","Replacement"
"06012001032",2856163,"CA","Phase II MS4","Rehabilitation"
"06012001032",2856163,"CA","Phase II MS4","Replacement"
"06003008001",1175377,"CA","Collection: Separate Sewers","No Change"
"06005019002",3478130,"CA","Collection: Pump Stations","Replacement"
"06009031004",1176069,"CA","Treatment Plant","Rehabilitation"
"06009031004",1176069,"CA","Treatment Plant","Replacement"
"06000000145",3608834,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000145",3608834,"CA","Collection: Separate Sewers","Replacement"
"06002053001",1175311,"CA","Water Reuse","Expansion"
"06000000278",3611402,"CA","Onsite Wastewater Treatment System","Replacement"
"06005109001",1175641,"CA","Collection: Separate Sewers","No Change"
"06005082001",1238818,"CA","Collection: Separate Sewers","No Change"
"06008045001",1175999,"CA","Collection: Pump Stations","Rehabilitation"
"06009028001",1176063,"CA","Treatment Plant","No Change"
"06008077001",1176023,"CA","Collection: Separate Sewers","No Change"
"06005024001",1175545,"CA","Treatment Plant","No Change"
"06005257001",1175740,"CA","Collection: Separate Sewers","No Change"
"06005001001",1175523,"CA","Collection: Pump Stations","Rehabilitation"
"06005001001",1175523,"CA","Collection: Pump Stations","Replacement"
"06001017002",480835,"CA","Collection: Separate Sewers","No Change"
"06003005001",1175376,"CA","Treatment Plant","No Change"
"06003083001",1175446,"CA","Treatment Plant","No Change"
"06002019001",1175278,"CA","Collection: Separate Sewers","No Change"
"06003014001",1175382,"CA","Collection: Separate Sewers","No Change"
"06025043001",2859980,"CA","Phase II MS4","Rehabilitation"
"06025043001",2859980,"CA","Phase II MS4","Replacement"
"06000000149",3608850,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000149",3608850,"CA","Collection: Separate Sewers","Replacement"
"06000000204",3609644,"CA","Phase I MS4","Rehabilitation"
"06000000204",3609644,"CA","Phase I MS4","Replacement"
"06007010001",1175920,"CA","Collection: Separate Sewers","No Change"
"06008083001",1176027,"CA","Collection: Separate Sewers","Rehabilitation"
"06008083001",1176027,"CA","Collection: Separate Sewers","Replacement"
"06000000274",3611398,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000274",3611398,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000297",3612630,"CA","Hydromodification","Rehabilitation"
"06008085001",1176028,"CA","Treatment Plant","Rehabilitation"
"06008085001",1176028,"CA","Treatment Plant","Replacement"
"06000000083",3607553,"CA","Collection: Separate Sewers","No Change"
"06005045001",1175565,"CA","Treatment Plant","Rehabilitation"
"06005045001",1175565,"CA","Treatment Plant","Replacement"
"06025146001",3534676,"CA","Phase II MS4","No Change"
"06001016001",1175185,"CA","Treatment Plant","No Change"
"06002022001",1175280,"CA","Collection: Separate Sewers","Rehabilitation"
"06004009008",1175484,"CA","Collection: Separate Sewers","Rehabilitation"
"06004009008",1175484,"CA","Collection: Separate Sewers","Replacement"
"06004009008",1175484,"CA","Collection: Separate Sewers","Increase Capacity"
"06003021001",1175388,"CA","Water Reuse","Rehabilitation"
"06008012001",1175963,"CA","Collection: Pump Stations","Rehabilitation"
"06008012001",1175963,"CA","Collection: Pump Stations","Replacement"
"06005245002",1175731,"CA","Treatment Plant","Rehabilitation"
"06005245002",1175731,"CA","Treatment Plant","Replacement"
"06002044004",1175304,"CA","Treatment Plant","Rehabilitation"
"06002044004",1175304,"CA","Treatment Plant","Replacement"
"06005126001",1175657,"CA","Collection: Separate Sewers","Rehabilitation"
"06005126001",1175657,"CA","Collection: Separate Sewers","Replacement"
"06001003001",1175169,"CA","Treatment Plant","No Change"
"06005158001",1175676,"CA","Treatment Plant","No Change"
"06006020001",1175875,"CA","Collection: Separate Sewers","Rehabilitation"
"06006020001",1175875,"CA","Collection: Separate Sewers","Replacement"
"06007002001",1175909,"CA","Treatment Plant","Rehabilitation"
"06007002001",1175909,"CA","Treatment Plant","Replacement"
"06007002001",1175909,"CA","Treatment Plant","Instrumentation/Electrical/Laboratory"
"06009019001",1176050,"CA","Treatment Plant","Rehabilitation"
"06009019001",1176050,"CA","Treatment Plant","Replacement"
"06004005003",1175460,"CA","Collection: Separate Sewers","No Change"
"06005162001",1175680,"CA","Collection: Separate Sewers","No Change"
"06005064001",1175585,"CA","Collection: Separate Sewers","No Change"
"06008001001",1175945,"CA","Collection: Separate Sewers","Rehabilitation"
"06008001001",1175945,"CA","Collection: Separate Sewers","Replacement"
"06008018001",1175971,"CA","Collection: Separate Sewers","No Change"
"06008068001",1176014,"CA","Collection: Separate Sewers","Rehabilitation"
"06008068001",1176014,"CA","Collection: Separate Sewers","Replacement"
"06000000210",3610259,"CA","Onsite Wastewater Treatment System","Process Improvement"
"06024000001",3500317,"CA","Phase I MS4","Rehabilitation"
"06000000238",3611362,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000238",3611362,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000246",3611370,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000246",3611370,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000255",3611379,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000255",3611379,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000283",3611407,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000283",3611407,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000262",3611386,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000262",3611386,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000264",3611388,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000264",3611388,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000270",3611394,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000270",3611394,"CA","Onsite Wastewater Treatment System","Replacement"
"06025023002",2875505,"CA","Phase II MS4","No Change"
"06002036001",1175294,"CA","Collection: Separate Sewers","No Change"
"06003054002",1175423,"CA","Collection: Separate Sewers","No Change"
"06002034001",1175291,"CA","Collection: Separate Sewers","No Change"
"06005204001",1175707,"CA","Treatment Plant","No Change"
"06008023011",2944164,"CA","Collection: Interceptor Sewers","Rehabilitation"
"06008023011",2944164,"CA","Collection: Interceptor Sewers","Replacement"
"06002127001",1175359,"CA","Collection: Separate Sewers","No Change"
"06003036001",1175401,"CA","Collection: Separate Sewers","No Change"
"06003040001",1175407,"CA","Treatment Plant","Rehabilitation"
"06003040001",1175407,"CA","Treatment Plant","Replacement"
"06005272001",1175747,"CA","Treatment Plant","Rehabilitation"
"06005272001",1175747,"CA","Treatment Plant","Replacement"
"06005319001",1175766,"CA","Treatment Plant","No Change"
"06005319001",1175766,"CA","Collection: Separate Sewers","No Change"
"06005060001",1175579,"CA","Collection: Separate Sewers","No Change"
"06008072001",1176018,"CA","Collection: Separate Sewers","Rehabilitation"
"06008072001",1176018,"CA","Collection: Separate Sewers","Replacement"
"06002054001",3486530,"CA","Treatment Plant","Rehabilitation"
"06002054001",3486530,"CA","Treatment Plant","Replacement"
"06002054001",3486530,"CA","Treatment Plant","Process Improvement"
"06008017001",1175970,"CA","Collection: Separate Sewers","No Change"
"06000000082",3607552,"CA","Water Reuse","Rehabilitation"
"06000000082",3607552,"CA","Water Reuse","Replacement"
"06000000082",3607552,"CA","Water Reuse","Expansion"
"06000000253",3611377,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000253",3611377,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000254",3611378,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000254",3611378,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000261",3611385,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000261",3611385,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000278",3611402,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06008015001",1175965,"CA","Water Reuse","Expansion"
"06005232001",1175720,"CA","Collection: Separate Sewers","No Change"
"06000000095",3607863,"CA","Phase I MS4","Rehabilitation"
"06000000095",3607863,"CA","Phase I MS4","Replacement"
"06005040001",1175560,"CA","Collection: Separate Sewers","No Change"
"06000000301",3612652,"CA","Collection: Separate Sewers","New"
"06006020001",1175875,"CA","Collection: Pump Stations","Rehabilitation"
"06006020001",1175875,"CA","Collection: Pump Stations","Replacement"
"06002166001",1175369,"CA","Treatment Plant","No Change"
"06005146001",1175666,"CA","Collection: Separate Sewers","No Change"
"06005146001",1175666,"CA","Biosolids Handling Facility","No Change"
"06005358001",1175791,"CA","Collection: Separate Sewers","No Change"
"06007030001",1175937,"CA","Biosolids Handling Facility","No Change"
"06008006006",1175954,"CA","Water Reuse","Rehabilitation"
"06008006006",1175954,"CA","Water Reuse","Replacement"
"06000000233",3611357,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000233",3611357,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000310",3612940,"CA","Treatment Plant","Rehabilitation"
"06005187001",1175696,"CA","Collection: Separate Sewers","No Change"
"06009025001",1176057,"CA","Treatment Plant","No Change"
"06002109001",1175348,"CA","Treatment Plant","Replacement"
"06002109001",1175348,"CA","Treatment Plant","Increase Capacity"
"06002109001",1175348,"CA","Treatment Plant","Process Improvement"
"06002109001",1175348,"CA","Treatment Plant","Instrumentation/Electrical/Laboratory"
"06002109001",1175348,"CA","Treatment Plant","Improve Energy Efficiency"
"06005367001",1175794,"CA","Treatment Plant","No Change"
"06005367001",1175794,"CA","Collection: Separate Sewers","No Change"
"06003070001",1175438,"CA","Treatment Plant","No Change"
"06008033001",1175988,"CA","Water Reuse","Rehabilitation"
"06008033001",1175988,"CA","Water Reuse","Replacement"
"06008033001",1175988,"CA","Water Reuse","Expansion"
"06005082003",1175600,"CA","Collection: Pump Stations","No Change"
"06005179001",1175689,"CA","Treatment Plant","No Change"
"06009015003",1176047,"CA","Collection: Separate Sewers","Rehabilitation"
"06009015003",1176047,"CA","Collection: Separate Sewers","Replacement"
"06002047001",1175307,"CA","Treatment Plant","No Change"
"06005071001",1175590,"CA","Collection: Separate Sewers","Rehabilitation"
"06005071001",1175590,"CA","Collection: Separate Sewers","Replacement"
"06005071001",1175590,"CA","Collection: Separate Sewers","Expansion"
"06000000122",3608176,"CA","Treatment Plant","No Change"
"06024017001",3517761,"CA","Phase I MS4","No Change"
"06005082002",1175599,"CA","Treatment Plant","No Change"
"06007011001",1238829,"CA","Collection: Separate Sewers","No Change"
"06005227001",1238820,"CA","Collection: Separate Sewers","Rehabilitation"
"06005227001",1238820,"CA","Collection: Separate Sewers","Replacement"
"06005511004",3477631,"CA","Collection: Separate Sewers","No Change"
"06000000200",3609584,"CA","Phase I MS4","Rehabilitation"
"06000000200",3609584,"CA","Phase I MS4","Replacement"
"06000000200",3609584,"CA","Phase I MS4","Process Improvement"
"06000000200",3609584,"CA","Phase I MS4","Increase Level Of Treatment"
"06000000068",3606909,"CA","Treatment Plant","Rehabilitation"
"06000000068",3606909,"CA","Treatment Plant","Replacement"
"06000000288",3611429,"CA","Phase II MS4","Rehabilitation"
"06000000288",3611429,"CA","Phase II MS4","Replacement"
"06005018001",1175539,"CA","Treatment Plant","No Change"
"06004009010",1175486,"CA","Treatment Plant","Rehabilitation"
"06004009010",1175486,"CA","Treatment Plant","Replacement"
"06004009010",1175486,"CA","Treatment Plant","Increase Capacity"
"06004009010",1175486,"CA","Treatment Plant","Process Improvement"
"06005329001",1175773,"CA","Collection: Separate Sewers","No Change"
"06005162001",1175680,"CA","Treatment Plant","No Change"
"06009041001",1176079,"CA","Collection: Pump Stations","Rehabilitation"
"06003027001",1175394,"CA","Treatment Plant","No Change"
"06005040001",1175560,"CA","Treatment Plant","No Change"
"06006009002",3522480,"CA","Water Reuse","No Change"
"06001008001",1175175,"CA","Treatment Plant","No Change"
"06002029001",1175287,"CA","Collection: Separate Sewers","Rehabilitation"
"06002029001",1175287,"CA","Collection: Separate Sewers","Replacement"
"06005039001",1175559,"CA","Treatment Plant","Rehabilitation"
"06005039001",1175559,"CA","Treatment Plant","Replacement"
"06003029002",1175397,"CA","Collection: Separate Sewers","Replacement"
"06003029002",1175397,"CA","Collection: Separate Sewers","Increase Capacity"
"06009035001",1176074,"CA","Collection: Separate Sewers","Rehabilitation"
"06009035001",1176074,"CA","Collection: Separate Sewers","Replacement"
"06005082021",3489196,"CA","Treatment Plant","No Change"
"06003042001",1175409,"CA","Treatment Plant","No Change"
"06007013001",1175921,"CA","Treatment Plant","Rehabilitation"
"06007013001",1175921,"CA","Treatment Plant","Replacement"
"06007013001",1175921,"CA","Treatment Plant","Process Improvement"
"06002008001",1175269,"CA","Treatment Plant","Rehabilitation"
"06002008001",1175269,"CA","Treatment Plant","Replacement"
"06005008001",1175528,"CA","Collection: Separate Sewers","Rehabilitation"
"06005008001",1175528,"CA","Collection: Separate Sewers","Replacement"
"06003016001",1175384,"CA","Collection: Separate Sewers","Rehabilitation"
"06003016001",1175384,"CA","Collection: Separate Sewers","Replacement"
"06005108001",1175640,"CA","Collection: Separate Sewers","No Change"
"06005108001",1175640,"CA","Collection: Pump Stations","No Change"
"06005551001",1175825,"CA","Treatment Plant","Rehabilitation"
"06005551001",1175825,"CA","Treatment Plant","Replacement"
"06000000309",3612938,"CA","Treatment Plant","No Change"
"06002036001",1175294,"CA","Collection: Pump Stations","Rehabilitation"
"06002036001",1175294,"CA","Collection: Pump Stations","Replacement"
"06002155001",1175365,"CA","Collection: Separate Sewers","No Change"
"06003049001",1175417,"CA","Collection: Separate Sewers","Rehabilitation"
"06003049001",1175417,"CA","Collection: Separate Sewers","Replacement"
"06003072001",1175440,"CA","Collection: Separate Sewers","Rehabilitation"
"06003072001",1175440,"CA","Collection: Separate Sewers","Replacement"
"06003003001",1175374,"CA","Collection: Separate Sewers","No Change"
"06004011010",1175498,"CA","Treatment Plant","No Change"
"06005011001",1175532,"CA","Collection: Separate Sewers","Rehabilitation"
"06005011001",1175532,"CA","Collection: Separate Sewers","Increase Capacity"
"06005025001",1175546,"CA","Treatment Plant","No Change"
"06000000171",3609136,"CA","Treatment Plant","Rehabilitation"
"06000000171",3609136,"CA","Treatment Plant","Replacement"
"06005019002",3478130,"CA","Collection: Separate Sewers","Rehabilitation"
"06005019002",3478130,"CA","Collection: Separate Sewers","Replacement"
"06005019002",3478130,"CA","Collection: Separate Sewers","Increase Capacity"
"06000000230",3611330,"CA","Phase II MS4","Rehabilitation"
"06000000230",3611330,"CA","Phase II MS4","Replacement"
"06001038001",1175204,"CA","Treatment Plant","Rehabilitation"
"06001038001",1175204,"CA","Treatment Plant","Replacement"
"06005204001",1175707,"CA","Collection: Separate Sewers","Replacement"
"06005328001",1175772,"CA","Collection: Separate Sewers","No Change"
"06008006001",1175950,"CA","Treatment Plant","Rehabilitation"
"06008006001",1175950,"CA","Treatment Plant","Replacement"
"06002079001",3480210,"CA","Collection: Separate Sewers","Rehabilitation"
"06002079001",3480210,"CA","Collection: Separate Sewers","Replacement"
"06002107001",1175346,"CA","Collection: Separate Sewers","No Change"
"06005157001",1175675,"CA","Collection: Separate Sewers","Rehabilitation"
"06005157001",1175675,"CA","Collection: Separate Sewers","Replacement"
"06005297001",1175754,"CA","Collection: Separate Sewers","No Change"
"06009016001",1176048,"CA","Treatment Plant","No Change"
"06009016001",1176048,"CA","Collection: Separate Sewers","No Change"
"06009069001",3368012,"CA","Collection: Separate Sewers","Rehabilitation"
"06009069001",3368012,"CA","Collection: Separate Sewers","Replacement"
"06022033001",3163051,"CA","Phase II MS4","No Change"
"06000000306",3612787,"CA","Collection: Separate Sewers","Expansion"
"06000000309",3612938,"CA","Collection: Separate Sewers","Rehabilitation"
"06005159001",1175677,"CA","Collection: Separate Sewers","Rehabilitation"
"06005159001",1175677,"CA","Collection: Separate Sewers","Replacement"
"06005310001",1175761,"CA","Treatment Plant","No Change"
"06004014001",1175501,"CA","Water Reuse","Rehabilitation"
"06008022002",1175977,"CA","Treatment Plant","Rehabilitation"
"06008022002",1175977,"CA","Treatment Plant","Replacement"
"06000000081",3607551,"CA","Treatment Plant","Rehabilitation"
"06000000081",3607551,"CA","Treatment Plant","Replacement"
"06009023001",1176055,"CA","Collection: Pump Stations","Rehabilitation"
"06009023001",1176055,"CA","Collection: Pump Stations","Replacement"
"06003009001",1175378,"CA","Treatment Plant","No Change"
"06001049001",1175215,"CA","Collection: Separate Sewers","No Change"
"06004009005",1175481,"CA","Collection: Separate Sewers","Rehabilitation"
"06004009005",1175481,"CA","Collection: Separate Sewers","Replacement"
"06004009005",1175481,"CA","Collection: Separate Sewers","Increase Capacity"
"06005068001",1175588,"CA","Treatment Plant","Rehabilitation"
"06005068001",1175588,"CA","Treatment Plant","Replacement"
"06005068001",1175588,"CA","Treatment Plant","Increase Level Of Treatment"
"06007021001",1175929,"CA","Treatment Plant","Rehabilitation"
"06007021001",1175929,"CA","Treatment Plant","Replacement"
"06007021001",1175929,"CA","Treatment Plant","Increase Capacity"
"06000000216",3610529,"CA","Phase II MS4","Rehabilitation"
"06000000216",3610529,"CA","Phase II MS4","Replacement"
"06005243001",1175729,"CA","Treatment Plant","No Change"
"06003094001",406088,"CA","Collection: Separate Sewers","Rehabilitation"
"06003094001",406088,"CA","Collection: Separate Sewers","Replacement"
"06008012001",1175963,"CA","Collection: Separate Sewers","Rehabilitation"
"06008012001",1175963,"CA","Collection: Separate Sewers","Replacement"
"06000000089",3607790,"CA","Treatment Plant","No Change"
"06002071001",1175331,"CA","Collection: Pump Stations","Rehabilitation"
"06002071001",1175331,"CA","Collection: Pump Stations","Replacement"
"06000000116",3608102,"CA","Treatment Plant","Rehabilitation"
"06000000116",3608102,"CA","Treatment Plant","Replacement"
"06000000131",3608421,"CA","Collection: Combined Sewers","Rehabilitation"
"06000000131",3608421,"CA","Collection: Combined Sewers","Replacement"
"06000000097",3607868,"CA","Phase II MS4","Rehabilitation"
"06000000097",3607868,"CA","Phase II MS4","Replacement"
"06009076001",1176095,"CA","Water Reuse","Rehabilitation"
"06009076001",1176095,"CA","Water Reuse","Replacement"
"06009076001",1176095,"CA","Water Reuse","Expansion"
"06022054001",3489911,"CA","Phase II MS4","Rehabilitation"
"06022054001",3489911,"CA","Phase II MS4","Replacement"
"06004009009",1175485,"CA","Treatment Plant","Rehabilitation"
"06004009009",1175485,"CA","Treatment Plant","Replacement"
"06004009009",1175485,"CA","Treatment Plant","Increase Capacity"
"06004009009",1175485,"CA","Treatment Plant","Process Improvement"
"06005351001",1175785,"CA","Collection: Separate Sewers","No Change"
"06008012001",1175963,"CA","Collection: Separate Sewers","Expansion"
"06006001001",1175854,"CA","Collection: Separate Sewers","No Change"
"06008066001",1176012,"CA","Collection: Separate Sewers","No Change"
"06000000300",3612651,"CA","Collection: Separate Sewers","No Change"
"06000000183",3609283,"CA","Collection: Separate Sewers","Rehabilitation"
